beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_strategy_one,fof99_strategy_two,is_share_class,src_missing_reason,in_private_fund_info,in_amac,amac_fund_name,amac_working_state,amac_manager,has_db_nav,nav_rows,nav_min_date,nav_max_date,info_latest_nav_date,info_latest_nav,in_fof99_universe,fof99_policy,fof99_reason,universe_listed_at,last_fetch_date,last_fetch_status,last_ok_date,empty_date_probe
SAHU88,久期福康1号私募证券投资基金,久期福康1号,上海久期投资,2026-08-28,2.0472,多资产策略,,no,in_table_null_latest_nav_date,yes,yes,久期福康1号私募证券投资基金,正在运作,上海久期投资有限公司,no,0,,,,,no,,,,,,,
SAHY15,巨量边界周周开2号私募证券投资基金,巨量边界周周开2号,北京巨量边界,2026-08-28,1.9632,套利策略,股票套利,no,in_table_null_latest_nav_date,yes,yes,巨量边界周周开2号私募证券投资基金,正在运作,北京巨量边界私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAHZ71,泽赢全天候增强一号私募证券投资基金,泽赢全天候增强一号,江苏泽赢,2026-08-28,0.9655,股票多头,,no,in_table_null_latest_nav_date,yes,yes,泽赢全天候增强一号私募证券投资基金,正在运作,江苏泽赢私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAJA89,瑞天腾龙1号私募证券投资基金,瑞天腾龙1号,广东瑞天,2026-08-28,1.6906,股票多头,,no,in_table_null_latest_nav_date,yes,yes,瑞天腾龙1号私募证券投资基金,正在运作,广东瑞天私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAJK80,弘源多策略创新定制5号私募证券投资基金,弘源多策略创新定制5号,深圳弘源泰平资管,2026-08-28,1.0274,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,弘源多策略创新定制5号私募证券投资基金,正在运作,深圳市弘源泰平资产管理有限公司,no,0,,,,,no,,,,,,,
SAJL14,睿沃德非凡恒盈1号私募证券投资基金,睿沃德非凡恒盈1号,深圳睿沃德基金,2026-08-28,0.9625,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,睿沃德非凡恒盈1号私募证券投资基金,正在运作,深圳市睿沃德基金管理有限公司,no,0,,,,,no,,,,,,,
SAKB93,尚艺全天候低波版1号私募证券投资基金,尚艺全天候低波版1号,北京尚艺,2026-08-28,1.0468,多资产策略,宏观策略,no,in_table_null_latest_nav_date,yes,yes,尚艺全天候低波版1号私募证券投资基金,正在运作,北京尚艺私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAKG48,新方程全球稳进组合私募证券投资基金,新方程全球稳进组合,上海新方程,2026-08-28,1.007,其他,,no,in_table_null_latest_nav_date,yes,yes,新方程全球稳进组合私募证券投资基金,正在运作,上海新方程私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAKM44,昭华天熙二号私募证券投资基金,昭华天熙二号,三亚昭华,2026-08-28,1.0759,股票多头,,no,in_table_null_latest_nav_date,yes,yes,昭华天熙二号私募证券投资基金,正在运作,昭华（三亚）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAKN32,华富盈期1号私募证券投资基金,华富盈期1号,广东华富,2026-08-28,1.1616,多资产策略,,no,in_table_null_latest_nav_date,yes,yes,华富盈期1号私募证券投资基金,正在运作,广东华富私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAKQ00,朴润军永甄选私募证券投资基金,朴润军永甄选,浙江朴润资管,2026-08-28,1.182,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,朴润军永甄选私募证券投资基金,正在运作,浙江朴润资产管理有限公司,no,0,,,,,no,,,,,,,
SAKU20,睿银恒跃星耀灵活对冲私募证券投资基金,睿银恒跃星耀灵活对冲,武汉睿银,2026-08-28,0.9969,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,睿银恒跃星耀灵活对冲私募证券投资基金,正在运作,武汉睿银私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAKV69,中润东方配置六号私募证券投资基金,中润东方配置六号,深圳中润东方资管,2026-08-28,1.0429,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,中润东方配置六号私募证券投资基金,正在运作,深圳市中润东方资产管理有限公司,no,0,,,,,no,,,,,,,
SALE54,汇升永嘉1号私募证券投资基金,汇升永嘉1号,杭州汇升,2026-08-28,1.5258,股票多头,,no,in_table_null_latest_nav_date,yes,yes,汇升永嘉1号私募证券投资基金,正在运作,杭州汇升私募基金管理有限公司,no,0,,,,,no,,,,,,,
SALW01,利恩华龙股票进取一号私募证券投资基金,利恩华龙股票进取一号,上海利恩,2026-08-28,1.0036,套利策略,,no,in_table_null_latest_nav_date,yes,yes,利恩华龙股票进取一号私募证券投资基金,正在运作,上海利恩私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAMH11,智领弦量指数增强1号私募证券投资基金,智领弦量指数增强1号,福州智领三联,2026-08-28,1.2116,期货策略,量化期货,no,in_table_null_latest_nav_date,yes,yes,智领弦量指数增强1号私募证券投资基金,正在运作,福州高新区智领三联私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAMH12,金睿和恒利1号私募证券投资基金,金睿和恒利1号,广东金睿和投资,2026-08-28,1.0295,股票多头,,no,in_table_null_latest_nav_date,yes,yes,金睿和恒利1号私募证券投资基金,正在运作,广东金睿和投资管理有限公司,no,0,,,,,no,,,,,,,
SAMK40,新方程全球配置私募证券投资基金,新方程全球配置,上海新方程,2026-08-28,1.0906,其他,,no,in_table_null_latest_nav_date,yes,yes,新方程全球配置私募证券投资基金,正在运作,上海新方程私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAMW36,润泉5期私募证券投资基金,润泉5期,北京久阳润泉资本,2026-08-28,1.086,股票多头,,no,in_table_null_latest_nav_date,yes,yes,润泉5期私募证券投资基金,正在运作,北京久阳润泉资本管理中心（有限合伙）,no,0,,,,,no,,,,,,,
SANB17,汇天利进取一号私募证券投资基金,汇天利进取一号,广东汇天利,2026-08-28,1.355,股票多头,,no,in_table_null_latest_nav_date,yes,yes,汇天利进取一号私募证券投资基金,正在运作,广东汇天利私募基金管理有限公司,no,0,,,,,no,,,,,,,
SANL68,钰和泽榞1号私募证券投资基金,钰和泽榞1号,海南钰和,2026-08-28,1.4027,股票多头,,no,in_table_null_latest_nav_date,yes,yes,钰和泽榞1号私募证券投资基金,正在运作,海南钰和私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAPJ16,交睿宏途7号私募证券投资基金,交睿宏途7号,上海交睿,2026-08-28,1.194,多资产策略,宏观策略,no,in_table_null_latest_nav_date,yes,yes,交睿宏途7号私募证券投资基金,正在运作,上海交睿私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAPX93,巨熊金龙一号私募证券投资基金,巨熊金龙一号,深圳巨熊,2026-08-28,0.7982,股票多头,,no,in_table_null_latest_nav_date,yes,yes,巨熊金龙一号私募证券投资基金,正在运作,深圳巨熊私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SAQA49,星云至恒持盈守成可转债增强私募证券投资基金,星云至恒持盈守成可转债增强,厦门星云至恒,2026-08-28,0.9994,债券策略,,no,in_table_null_latest_nav_date,yes,yes,星云至恒持盈守成可转债增强私募证券投资基金,正在运作,星云至恒（厦门）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAQE09,高鼎聚量价值成长1号私募证券投资基金,高鼎聚量价值成长1号,上海高鼎,2026-08-28,1.583,股票多头,,no,in_table_null_latest_nav_date,yes,yes,高鼎聚量价值成长1号私募证券投资基金,正在运作,上海高鼎私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAQH46,东源投资乐源3号私募证券投资基金,东源投资乐源3号,天津东源投资,2026-08-28,1.0287,股票多头,,no,in_table_null_latest_nav_date,yes,yes,东源投资乐源3号私募证券投资基金,正在运作,东源（天津）股权投资基金管理股份有限公司,no,0,,,,,no,,,,,,,
SAQS94,中谦恒星1号私募证券投资基金,中谦恒星1号,杭州中谦资管,2026-08-28,1.1329,多资产策略,复合策略,no,in_table_null_latest_nav_date,yes,yes,中谦恒星1号私募证券投资基金,正在运作,杭州中谦资产管理有限公司,no,0,,,,,no,,,,,,,
SAQZ92,和聚任大1号私募证券投资基金,和聚任大1号,北京和聚,2026-08-28,0.8355,股票多头,,no,in_table_null_latest_nav_date,yes,yes,和聚任大1号私募证券投资基金,正在运作,北京和聚私募基金管理有限公司,no,0,,,,,no,,,,,,,
SARK20,聚力长江1号私募证券投资基金,聚力长江1号,湖南聚力财富,2026-08-28,1.2633,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,聚力长江1号私募证券投资基金,正在运作,湖南聚力财富私募基金管理有限公司,no,0,,,,,no,,,,,,,
SARN68,根鸟利恩稳健套利二号私募证券投资基金,根鸟利恩稳健套利二号,上海利恩,2026-08-28,1.0386,套利策略,,no,in_table_null_latest_nav_date,yes,yes,根鸟利恩稳健套利二号私募证券投资基金,正在运作,上海利恩私募基金管理有限公司,no,0,,,,,no,,,,,,,
SARZ12,玉数红利安心一号私募证券投资基金,玉数红利安心一号,上海玉数投资,2026-08-28,1.2812,股票多头,红利指增,no,in_table_null_latest_nav_date,yes,yes,玉数红利安心一号私募证券投资基金,正在运作,上海玉数投资管理有限公司,no,0,,,,,no,,,,,,,
SASB57,东方港湾河大明德至善卓越奖私募证券投资基金,东方港湾河大明德至善卓越奖,深圳东方港湾投资,2026-08-28,1.27,股票多头,,no,in_table_null_latest_nav_date,yes,yes,东方港湾河大明德至善卓越奖私募证券投资基金,正在运作,深圳东方港湾投资管理股份有限公司,no,0,,,,,no,,,,,,,
SASE43,汇天利天盈一号私募证券投资基金,汇天利天盈一号,广东汇天利,2026-08-28,1.0779,股票多头,,no,in_table_null_latest_nav_date,yes,yes,汇天利天盈一号私募证券投资基金,正在运作,广东汇天利私募基金管理有限公司,no,0,,,,,no,,,,,,,
SASK68,睿凝乾德中证1000指数增强2号私募证券投资基金,睿凝乾德中证1000指数增强2号,北京睿凝,2026-08-28,1.5777,股票多头,1000指增,no,in_table_null_latest_nav_date,yes,yes,睿凝乾德中证1000指数增强2号私募证券投资基金,正在运作,北京睿凝私募基金管理有限公司,no,0,,,,,no,,,,,,,
SATA66,聚力潇湘1号私募证券投资基金,聚力潇湘1号,湖南聚力财富,2026-08-28,1.0288,股票多头,,no,in_table_null_latest_nav_date,yes,yes,聚力潇湘1号私募证券投资基金,正在运作,湖南聚力财富私募基金管理有限公司,no,0,,,,,no,,,,,,,
SATB55,聚力运达私募证券投资基金,聚力运达,湖南聚力财富,2026-08-28,1.462,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,聚力运达私募证券投资基金,正在运作,湖南聚力财富私募基金管理有限公司,no,0,,,,,no,,,,,,,
SATF48,金岭泰山初晓私募证券投资基金,金岭泰山初晓,青岛金岭,2026-08-28,1.8271,股票多头,,no,in_table_null_latest_nav_date,yes,yes,金岭泰山初晓私募证券投资基金,正在运作,青岛金岭私募基金管理有限公司,no,0,,,,,no,,,,,,,
SATM82,天鹭添喜中性一号私募证券投资基金,天鹭添喜中性一号,上海天鹭,2026-08-28,1.0093,股票对冲,股票市场中性,no,in_table_null_latest_nav_date,yes,yes,天鹭添喜中性一号私募证券投资基金,正在运作,上海天鹭私募基金管理有限公司,no,0,,,,,no,,,,,,,
SATV14,瀚鑫财赋稳健一号私募证券投资基金,瀚鑫财赋稳健一号,深圳瀚鑫,2026-08-28,1.2044,股票多头,,no,in_table_null_latest_nav_date,yes,yes,瀚鑫财赋稳健一号私募证券投资基金,正在运作,深圳市瀚鑫私募证券投资基金管理有限公司,no,0,,,,,no,,,,,,,
SATV21,穗景光明三期私募证券投资基金,穗景光明三期,深圳前海穗景资管,2026-08-28,1.2579,股票多头,,no,in_table_null_latest_nav_date,yes,yes,穗景光明三期私募证券投资基金,正在运作,深圳前海穗景资产管理有限公司,no,0,,,,,no,,,,,,,
SATW37,英鑫宝鑫1号私募证券投资基金,英鑫宝鑫1号,江苏英鑫,2026-08-28,0.8935,股票多头,,no,in_table_null_latest_nav_date,yes,yes,英鑫宝鑫1号私募证券投资基金,正在运作,江苏英鑫私募基金管理有限公司,no,0,,,,,no,,,,,,,
SATX71,千象全景多元量化3号私募证券投资基金,千象全景多元量化3号,上海千象资产,2026-08-28,1.0956,期货策略,,no,in_table_null_latest_nav_date,yes,yes,千象全景多元量化3号私募证券投资基金,正在运作,上海千象资产管理有限公司,no,0,,,,,no,,,,,,,
SAUN99,华益盛世10号私募证券投资基金,华益盛世10号,深圳华益盛世投资,2026-08-28,0.8132,股票多头,,no,in_table_null_latest_nav_date,yes,yes,华益盛世10号私募证券投资基金,正在运作,深圳市华益盛世投资管理有限公司,no,0,,,,,no,,,,,,,
SAUP11,容棠博鑫9号私募证券投资基金,容棠博鑫9号,上海容棠,2026-08-28,1.2138,股票多头,,no,in_table_null_latest_nav_date,yes,yes,容棠博鑫9号私募证券投资基金,正在运作,上海容棠私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAUS67,孚盈稳健一号私募证券投资基金,孚盈稳健一号,杭州孚盈投资,2026-08-28,1.0896,期货策略,,no,in_table_null_latest_nav_date,yes,yes,孚盈稳健一号私募证券投资基金,正在运作,杭州孚盈投资管理有限公司,no,0,,,,,no,,,,,,,
SAUT16,恺博厚利1号私募证券投资基金,恺博厚利1号,上海恺博,2026-08-28,1.0784,股票多头,,no,in_table_null_latest_nav_date,yes,yes,恺博厚利1号私募证券投资基金,正在运作,上海恺博私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAUV57,涌涵涵杨1号FOF私募证券投资基金,涌涵涵杨1号FOF,上海涌涵,2026-08-28,1.218,组合策略,FOF,no,in_table_null_latest_nav_date,yes,yes,涌涵涵杨1号FOF私募证券投资基金,正在运作,上海涌涵私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAVB52,守正恒享1号私募证券投资基金,守正恒享1号,北京中汇守正,2026-08-28,1.4946,股票多头,,no,in_table_null_latest_nav_date,yes,yes,守正恒享1号私募证券投资基金,正在运作,北京中汇守正私募基金管理合伙企业（有限合伙）,no,0,,,,,no,,,,,,,
SAVL12,金睿和嘉承私募证券投资基金,金睿和嘉承,广东金睿和投资,2026-08-28,1.4025,股票多头,,no,in_table_null_latest_nav_date,yes,yes,金睿和嘉承私募证券投资基金,正在运作,广东金睿和投资管理有限公司,no,0,,,,,no,,,,,,,
SAVN10,国富联合百益私募证券投资基金,国富联合百益,青岛国富联合,2026-08-28,1.0678,股票多头,,no,in_table_null_latest_nav_date,yes,yes,国富联合百益私募证券投资基金,正在运作,国富联合（青岛）私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAVS18,瀛赐创诚私募证券投资基金,瀛赐创诚,上海瀛赐,2026-08-28,1.0892,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,瀛赐创诚私募证券投资基金,正在运作,上海瀛赐私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAVU24,穗景领航私募证券投资基金,穗景领航,深圳前海穗景资管,2026-08-28,0.6893,股票多头,,no,in_table_null_latest_nav_date,yes,yes,穗景领航私募证券投资基金,正在运作,深圳前海穗景资产管理有限公司,no,0,,,,,no,,,,,,,
SAVW59,千象鑫享全景多元量化9号私募证券投资基金,千象鑫享全景多元量化9号,上海千象资产,2026-08-28,1.1069,期货策略,,no,in_table_null_latest_nav_date,yes,yes,千象鑫享全景多元量化9号私募证券投资基金,正在运作,上海千象资产管理有限公司,no,0,,,,,no,,,,,,,
SAVX33,刀锋价值精选私募证券投资基金,刀锋价值精选,深圳刀锋,2026-08-28,1.0558,股票对冲,,no,in_table_null_latest_nav_date,yes,yes,刀锋价值精选私募证券投资基金,正在运作,深圳市刀锋私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SAVY83,新华日报·新华红叁号私募证券投资基金,新华日报·新华红叁号,江苏新华日报基金,2026-08-28,1.4961,股票多头,主观多头,no,in_table_null_latest_nav_date,yes,yes,新华日报·新华红叁号私募证券投资基金,正在运作,江苏新华日报基金管理有限公司,no,0,,,,,no,,,,,,,
SAVY93,简雍中证全指指数增强一号私募证券投资基金,简雍中证全指指数增强一号,上海简雍资管,2026-08-28,1.2953,股票多头,量化选股,no,in_table_null_latest_nav_date,yes,yes,简雍中证全指指数增强一号私募证券投资基金,正在运作,上海简雍资产管理有限公司,no,0,,,,,no,,,,,,,
SAWH41,瞰渡任远1号私募证券投资基金,瞰渡任远1号,北京瞰渡资管,2026-08-28,1.7694,股票多头,,no,in_table_null_latest_nav_date,yes,yes,瞰渡任远1号私募证券投资基金,正在运作,北京瞰渡资产管理有限公司,no,0,,,,,no,,,,,,,
SAWL28,勤律恩舍初晴1号私募证券投资基金,勤律恩舍初晴1号,上海勤律,2026-08-28,1.1331,股票多头,,no,in_table_null_latest_nav_date,yes,yes,勤律恩舍初晴1号私募证券投资基金,正在运作,上海勤律私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAWN66,交睿宏安1号私募证券投资基金,交睿宏安1号,上海交睿,2026-08-28,1.0587,多资产策略,,no,in_table_null_latest_nav_date,yes,yes,交睿宏安1号私募证券投资基金,正在运作,上海交睿私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAWS29,汇升永嘉2号私募证券投资基金,汇升永嘉2号,杭州汇升,2026-08-28,1.3683,股票多头,,no,in_table_null_latest_nav_date,yes,yes,汇升永嘉2号私募证券投资基金,正在运作,杭州汇升私募基金管理有限公司,no,0,,,,,no,,,,,,,
SAWS38,宏量鼎昆私募证券投资基金,宏量鼎昆,北京宏量资管,2026-08-28,1.4118,股票多头,,no,in_table_null_latest_nav_date,yes,yes,宏量鼎昆私募证券投资基金,正在运作,北京宏量资本管理有限公司,no,0,,,,,no,,,,,,,
SAWS55,翰荣沪深300中性一号私募证券投资基金,翰荣沪深300中性一号,深圳翰荣,2026-08-28,1.1015,股票多头,300指增,no,in_table_null_latest_nav_date,yes,yes,翰荣沪深300中性一号私募证券投资基金,正在运作,深圳翰荣私募证券基金管理有限公司,no,0,,,,,no,,,,,,,
SAWV60,星汇星河1号私募证券投资基金,星汇星河1号,上海思达星汇,2026-08-28,1.1072,股票多头,,no,in_table_null_latest_nav_date,yes,yes,星汇星河1号私募证券投资基金,正在运作,上海思达星汇私募基金管理有限公司,no,0,,,,,no,,,,,,,
