备案号,产品名称,一级策略,二级策略,管理人,成立日期,来源文件,是否在数据库,是否在产品主表,是否在BFL表,是否有净值,数据库产品名称,数据库最新净值,数据库最新净值日期,火富牛净值点数,火富牛最新净值日期,邮箱type6净值点数,邮箱group净值点数,邮箱hy净值点数,是否在火富牛宇宙,火富牛跟踪状态,火富牛策略,火富牛策略原因,火富牛最近成功抓取日,火富牛最近日志状态
SSV660,普弘裕源进取,组合策略,FOF,广东普弘资管,2021-10-25,私募基金 (4).xlsx,Y,Y,N,N,普弘裕源进取私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV688,勤远至同,期货策略,量化期货,上海勤远,2021-09-24,私募基金.xlsx,Y,Y,N,N,勤远至同私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV700,晟通灵活配置2号,期货策略,量化期货,深圳前海晟通资管,2021-09-24,私募基金.xlsx,Y,Y,N,N,晟通灵活配置2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV704,唐印投资FOF一号,组合策略,FOF,深圳唐印投资,2021-10-19,私募基金 (4).xlsx,Y,Y,N,N,唐印投资FOF一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV713,明湾-鑫科FOF20号,组合策略,FOF,上海明湾资管,2021-10-14,私募基金 (4).xlsx,Y,Y,N,N,明湾-鑫科FOF20号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV720,乔戈里雪峰6号,期权策略,场内期权,乔戈里资管,2021-09-30,私募基金 (2).xlsx,Y,Y,N,N,乔戈里雪峰6号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV725,厚德至松,多资产策略,复合策略,广东厚德信达基金,2021-10-14,私募基金 (3).xlsx,Y,Y,N,N,厚德至松私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV745,耘阳CTA多策略1号,期货策略,主观期货,广东耘阳,2021-10-13,私募基金.xlsx,Y,Y,N,N,耘阳CTA多策略1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV748,朴元进取一期,组合策略,FOF,上海常瑜,2021-10-15,私募基金 (4).xlsx,Y,Y,N,N,朴元进取一期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV778,青岛远方久懿价值一期,多资产策略,复合策略,青岛远方,2021-09-29,私募基金 (3).xlsx,Y,Y,N,N,青岛远方久懿价值一期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV826,通源得一融盛三号,期货策略,量化期货,珠海横琴通源得一,2021-09-27,私募基金.xlsx,Y,Y,N,N,通源得一融盛三号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV833,巨博华锟泽稳健一号,套利策略,期货套利,深圳巨博华,2021-09-27,私募基金 (1).xlsx,Y,Y,N,N,巨博华锟泽稳健一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV835,巨博华锟泽量化一号,期货策略,量化期货,深圳巨博华,2021-09-27,私募基金.xlsx,Y,Y,N,N,巨博华锟泽量化一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV914,添添牛新价值壹号,多资产策略,复合策略,厦门添添牛资管,2021-10-12,私募基金 (3).xlsx,Y,Y,N,N,添添牛新价值壹号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV933,闿华秋实FOF1号,组合策略,FOF,上海闿华资管,2021-10-18,私募基金 (4).xlsx,Y,Y,N,N,闿华秋实FOF1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV961,中金量化策略精选1号,多资产策略,复合策略,北京中金量化,2021-10-13,私募基金 (3).xlsx,Y,Y,N,N,中金量化策略精选1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSV970,国融翰泽天狼星1号,期货策略,量化期货,北京国融翰泽基金,2021-10-25,私募基金.xlsx,Y,Y,N,N,国融翰泽天狼星1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW103,招金清泉1号,期货策略,主观期货,烟台招金,2021-10-14,私募基金.xlsx,Y,Y,N,N,招金清泉1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW148,元葵天时成长8号二期,多资产策略,宏观策略,浙江元葵资管,2022-01-05,私募基金 (3).xlsx,Y,Y,N,Y,元葵天时成长8号二期,1.216000,2026-09-04,263,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SSW156,明策糖糖九号,期货策略,量化期货,浙江明策资管,2021-10-12,私募基金.xlsx,Y,Y,N,N,明策糖糖九号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW171,耘阳顺峰山1号,期货策略,主观期货,广东耘阳,2021-10-14,私募基金.xlsx,Y,Y,N,N,耘阳顺峰山1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW176,耘阳凤凰城1号,期货策略,主观期货,广东耘阳,2021-10-13,私募基金.xlsx,Y,Y,N,Y,耘阳凤凰城1号,1.182900,2026-09-11,259,2026-09-04,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-04,ok
SSW186,方硕翌丰,多资产策略,复合策略,广东方硕资管,2021-10-15,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SSW226,金灿朝阳1号,组合策略,FOF,广东金灿,2021-10-28,私募基金 (4).xlsx,Y,Y,N,N,金灿朝阳1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW281,新方程君祺私享精选FOF,组合策略,FOF,上海新方程,2021-10-22,私募基金 (4).xlsx,Y,Y,N,N,新方程君祺私享精选FOF私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW312,黑皇鑫隆二号,多资产策略,复合策略,浙江黑皇,2021-10-15,私募基金 (3).xlsx,Y,Y,N,N,黑皇鑫隆二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW324,紫微星石恒鑫6号,多资产策略,复合策略,北京紫微星石,2021-10-15,私募基金 (3).xlsx,Y,Y,N,N,紫微星石恒鑫6号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW329,黑皇鑫隆三号,多资产策略,复合策略,浙江黑皇,2022-01-21,私募基金 (3).xlsx,Y,Y,N,N,黑皇鑫隆三号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW344,天榕润泽5号,多资产策略,宏观策略,青岛天榕基金,2021-12-29,私募基金 (3).xlsx,Y,Y,N,N,天榕润泽5号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW375,含金量湘南1期,组合策略,FOF,深圳含金量,2021-09-27,私募基金 (4).xlsx,Y,Y,N,N,含金量湘南1期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW387,贵州三牛混合策略初心一号,多资产策略,复合策略,贵州三牛,2021-10-20,私募基金 (3).xlsx,Y,Y,N,N,贵州三牛混合策略初心一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW400,祝融长和一号,套利策略,-,深圳祝融部落投资,2021-10-12,私募基金 (1).xlsx,Y,Y,N,N,祝融长和一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW405,金灿稳健成长FOF一号,组合策略,FOF,广东金灿,2021-11-11,私募基金 (4).xlsx,Y,Y,N,N,金灿稳健成长FOF一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW406,东方润泽精选1号,组合策略,FOF,海南东方润泽,2021-11-01,私募基金 (4).xlsx,Y,Y,N,N,东方润泽精选1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW441,富鑫进取CTA2号,期货策略,量化期货,深圳前海富鑫资本投资,2021-10-11,私募基金.xlsx,Y,Y,N,N,富鑫进取CTA2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW453,善禾紫竹1号,组合策略,FOF,海南善禾,2021-10-15,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SSW544,乾上泉CTA风起二号,期货策略,量化期货,上海乾上泉,2025-10-30,私募基金.xlsx,Y,Y,N,Y,乾上泉CTA风起二号,1.022500,2026-09-04,45,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SSW581,有米价值成长精选,多资产策略,复合策略,浙江有米资管,2021-10-27,私募基金 (3).xlsx,Y,Y,N,N,有米价值成长精选私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW592,舜正扬帆二号,期货策略,量化期货,浙江舜正,2021-10-29,私募基金.xlsx,Y,Y,N,N,舜正扬帆二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW646,东方润泽成长1号,组合策略,FOF,海南东方润泽,2021-11-01,私募基金 (4).xlsx,Y,Y,N,N,东方润泽成长1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW661,怿忻一念宏观对冲,多资产策略,宏观策略,江苏怿忻,2021-12-29,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SSW674,珠池景元相对价值2期,套利策略,-,上海珠池资管,2021-11-09,私募基金 (1).xlsx,Y,Y,N,N,珠池景元相对价值私募证券投资基金2期,,,0,,0,0,0,N,not_in_universe,,,,
SSW705,海子华盈精选二号,多资产策略,复合策略,四川海子投资,2021-12-07,私募基金 (3).xlsx,Y,Y,N,N,海子华盈精选二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW748,格行红橡定制6号,期权策略,场内期权,湖南格行资管,2022-01-19,私募基金 (2).xlsx,Y,Y,N,N,格行红橡定制6号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW751,拙一金选专精特新,组合策略,FOF,广州拙一资管,2021-12-01,私募基金 (4).xlsx,Y,Y,N,N,拙一金选专精特新私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW771,绰瑞金选套利1号,期货策略,量化期货,上海绰瑞,2021-10-12,私募基金.xlsx,Y,Y,N,N,绰瑞金选套利1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW793,亿达盛价值恒远3号,多资产策略,复合策略,深圳亿达盛投资,2021-10-11,私募基金 (3).xlsx,Y,Y,N,N,亿达盛价值恒远3号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW799,竹润乐选多策略,多资产策略,复合策略,上海竹润投资,2021-11-16,私募基金 (3).xlsx,Y,Y,N,Y,竹润乐选多策略,1.472000,2026-09-10,147,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok
SSW837,上国象量化CTA一号,期货策略,量化期货,北京上国象,2021-10-19,私募基金.xlsx,Y,Y,N,Y,上国象量化CTA一号,1.498500,2026-08-31,333,2026-08-31,1,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-08-31,no_data
SSW850,国能星河精选,多资产策略,复合策略,广东国能,2021-10-12,私募基金 (3).xlsx,Y,Y,N,N,国能星河精选私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW859,园康上九进取1号,多资产策略,复合策略,湖南上九投资,2022-03-04,私募基金 (3).xlsx,Y,Y,N,N,园康上九进取1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW898,六屏新云子基金1号,多资产策略,复合策略,天津六屏资管,2021-10-28,私募基金 (3).xlsx,Y,Y,N,N,六屏新云子基金1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW939,良元精选叁号,多资产策略,宏观策略,上海良元资管,2021-10-20,私募基金 (3).xlsx,Y,Y,N,N,良元精选叁号私募证券基金,,,0,,0,0,0,N,not_in_universe,,,,
SSW953,皓邦洪运瑞恒激享CTA,期货策略,量化期货,上海德贝,2021-10-12,私募基金.xlsx,Y,Y,N,N,皓邦洪运瑞恒激享CTA私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX048,弥远木卫九,多资产策略,复合策略,上海弥远投资,2021-10-12,私募基金 (3).xlsx,Y,Y,N,N,弥远木卫九私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX142,恒睿价值精选,多资产策略,复合策略,南京恒睿聚信资管,2021-10-27,私募基金 (3).xlsx,Y,Y,N,N,恒睿价值精选私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX149,风满楼鹏起混合型,多资产策略,复合策略,珠海风满楼,2022-03-11,私募基金 (3).xlsx,Y,Y,N,N,风满楼鹏起混合型私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX161,华美安华宏观对冲,多资产策略,宏观策略,华美国际投资集团,2022-01-19,私募基金 (3).xlsx,Y,Y,N,N,华美安华宏观对冲私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX178,数为上证50先锋一号,套利策略,-,福州数为,2021-11-10,私募基金 (1).xlsx,Y,Y,N,N,数为上证50先锋一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX182,新湖巨源星耀尊享2号FOF,组合策略,FOF,北京新湖巨源投资,2021-10-22,私募基金 (4).xlsx,Y,Y,N,N,新湖巨源星耀尊享2号FOF私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX190,汇牛鑫海6号,多资产策略,复合策略,上海汇牛,2022-06-29,私募基金 (3).xlsx,Y,Y,N,N,汇牛鑫海6号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX205,数为上证50鸳鸯一号,套利策略,-,福州数为,2021-11-23,私募基金 (1).xlsx,Y,Y,N,N,数为上证50鸳鸯一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX218,璞宏晴天一号,多资产策略,复合策略,上海璞宏,2021-10-19,私募基金 (3).xlsx,Y,Y,N,N,璞宏晴天一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX220,璞宏阳光一号,多资产策略,复合策略,上海璞宏,2021-10-19,私募基金 (3).xlsx,Y,Y,N,N,璞宏阳光一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX242,叁津盈桦,组合策略,FOF,广州叁津,2021-10-27,私募基金 (4).xlsx,Y,Y,N,N,叁津盈桦私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX243,诚域彰传,多资产策略,复合策略,深圳前海诚域,2022-01-20,私募基金 (3).xlsx,Y,Y,N,Y,诚域彰传,1.526000,2026-09-04,252,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SSX265,光夏明鑫,期货策略,量化期货,上海光夏投资,2021-11-08,私募基金.xlsx,Y,Y,N,Y,光夏明鑫私募证券投资基金,1.059900,2025-10-14,0,,21,0,0,N,not_in_universe,,,,
SSX266,图斯佳祺,组合策略,FOF,上海图斯投资,2021-11-03,私募基金 (4).xlsx,Y,Y,N,N,图斯佳祺私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX278,景鹏稳进1号,套利策略,期货套利,上海景鹏,2021-10-11,私募基金 (1).xlsx,Y,Y,N,Y,景鹏稳进1号,1.302600,2026-09-04,284,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SSX279,金恒宇子承FOF,组合策略,FOF,厦门金恒宇,2021-09-24,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SSX289,朝旭黄金套利1号,期货策略,量化期货,广州朝旭投资,2021-11-01,私募基金.xlsx,Y,Y,N,N,朝旭黄金套利1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX313,汇迪中汉惠裕家族办公室资产配置1号,多资产策略,复合策略,深圳汇迪,2021-10-11,私募基金 (3).xlsx,Y,Y,N,N,汇迪中汉惠裕家族办公室资产配置1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX319,瞰道浈石量化CTA,期货策略,量化期货,上海瞰道资管,2021-10-11,私募基金.xlsx,Y,Y,N,N,瞰道浈石量化CTA私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX406,券期资本彭斌1号,多资产策略,复合策略,深圳券期资管,2021-10-14,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SSX427,白鹭商品价值投资1号,期货策略,量化期货,浙江白鹭资管,2021-10-11,私募基金.xlsx,Y,Y,N,Y,白鹭商品价值投资1号,1.246000,2026-09-04,80,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SSX428,固利资产卓越3号,期货策略,量化期货,上海固利资管,2021-10-21,私募基金.xlsx,Y,Y,N,N,固利资产卓越3号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX454,领峰红炎1号,多资产策略,复合策略,深圳领峰,2021-11-09,私募基金 (3).xlsx,Y,Y,N,N,领峰红炎1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX455,熙典基金拉弗格2号,期货策略,量化期货,厦门熙典,2021-11-09,私募基金.xlsx,Y,Y,N,N,熙典基金拉弗格2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX481,复和宏观量化平稳1号,期货策略,量化期货,深圳复和资管,2021-10-19,私募基金.xlsx,Y,Y,N,N,复和宏观量化平稳1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX489,千惠多空1号,套利策略,-,深圳千惠资本,2021-11-11,私募基金 (1).xlsx,Y,Y,N,N,千惠多空1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX498,泉涌稳健三号,期货策略,主观期货,海南泉涌,2021-10-22,私募基金.xlsx,Y,Y,N,N,泉涌稳健三号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX499,方硕翌衡,多资产策略,复合策略,广东方硕资管,2021-10-12,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SSX550,颢兴超凡一号,期货策略,主观期货,深圳颢兴资管,2021-10-13,私募基金.xlsx,Y,Y,N,N,颢兴超凡一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX605,龙帆恒盛稳固9号,套利策略,期货套利,厦门龙帆资管,2021-10-20,私募基金 (1).xlsx,Y,Y,Y,Y,龙帆恒盛稳固9号,1.193000,2026-09-04,249,2026-09-04,0,550,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SSX612,和裕瑞铭嘉银1号,多资产策略,宏观策略,成都瑞智和裕投资,2021-10-15,私募基金 (3).xlsx,Y,Y,N,Y,和裕瑞铭嘉银1号,1.075000,2026-09-04,328,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SSX647,国邦至远量化1号,多资产策略,复合策略,广州国邦资管,2021-10-26,私募基金 (3).xlsx,Y,Y,N,N,国邦至远量化1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX652,筑金南石稳健一号,多资产策略,复合策略,上海筑金投资,2021-10-15,私募基金 (3).xlsx,Y,Y,N,N,筑金南石稳健一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX656,泽盈毅明88号,多资产策略,复合策略,青岛泽盈资管,2021-11-30,私募基金 (3).xlsx,Y,Y,N,N,泽盈毅明88号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX661,摩通套利1期,套利策略,-,南京摩通投资,2021-10-25,私募基金 (1).xlsx,Y,Y,N,N,摩通套利1期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX674,天瓴-银杏树1号,组合策略,FOF,北京天瓴投资,2021-10-18,私募基金 (4).xlsx,Y,Y,N,N,天瓴-银杏树1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX722,均泰黄山飒露紫,多资产策略,宏观策略,海南均泰基金,2021-10-15,私募基金 (3).xlsx,Y,Y,N,N,均泰黄山飒露紫私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX726,久协鑫福,多资产策略,复合策略,杭州久协投资,2022-08-24,私募基金 (3).xlsx,Y,Y,N,N,久协鑫福私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX727,久协金中,多资产策略,复合策略,杭州久协投资,2023-02-17,私募基金 (3).xlsx,Y,Y,N,N,久协金中私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX763,景华资产景华2号,多资产策略,复合策略,共青城景华资管,2021-12-16,私募基金 (3).xlsx,Y,Y,N,N,景华资产景华2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX782,泽鸣长宏,期货策略,主观期货,上海泽鸣资管,2021-10-11,私募基金.xlsx,Y,Y,N,N,泽鸣长宏私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX783,泽鸣盛通,期货策略,主观期货,上海泽鸣资管,2021-10-11,私募基金.xlsx,Y,Y,N,N,泽鸣盛通私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX785,泽鸣锦歌,期货策略,主观期货,上海泽鸣资管,2021-10-11,私募基金.xlsx,Y,Y,N,N,泽鸣锦歌私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX786,泽鸣启盈,期货策略,主观期货,上海泽鸣资管,2021-10-11,私募基金.xlsx,Y,Y,N,N,泽鸣启盈私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX818,海宁顺然好运来3号,期货策略,主观期货,杭州钰航,2021-11-01,私募基金.xlsx,Y,Y,N,N,海宁顺然好运来3号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX824,摩通套利3期,多资产策略,复合策略,南京摩通投资,2021-11-08,私募基金 (3).xlsx,Y,Y,N,N,摩通套利3期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX839,方信华正,期货策略,量化期货,大连方信财富投资,2021-10-25,私募基金.xlsx,Y,Y,N,N,方信华正私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX866,怿忻迅扬一号,期货策略,主观期货,江苏怿忻,2021-10-18,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SSX887,尚珑松山湖FOF2号,组合策略,FOF,深圳尚珑基金,2021-10-25,私募基金 (4).xlsx,Y,Y,N,N,尚珑松山湖FOF2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX943,长顺之仁一号,套利策略,-,新余长顺投资,2021-10-25,私募基金 (1).xlsx,Y,Y,N,N,长顺之仁一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX945,北辰星轩紫,期货策略,量化期货,广州轩紫投资,2021-10-27,私募基金.xlsx,Y,Y,N,N,北辰星轩紫私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SSX970,济凡玄武双赢壹号,多资产策略,复合策略,江苏济凡资管,2021-11-08,私募基金 (3).xlsx,Y,Y,N,Y,济凡玄武双赢壹号,1.478600,2026-09-04,776,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
