beian_hao,product_name,list_nav_date,list_nav,nav_table_max_date,nav_table_nav_at_max,have_latest_date,date_bucket,empty_date_probe,fof99_policy
STY963,鲁民投中证1000指数增强一号,2026-08-28,2.081200,2026-08-28,2.081200,2026-08-28,1个月内,,weekly
STZ353,远澜梧桐中证1000指数增强,2026-08-28,1.721100,2026-08-28,1.721100,2026-08-28,1个月内,,weekly
STZ658,厚方六号,2026-08-28,1.110900,2026-08-28,1.110900,2026-08-28,1个月内,,weekly
SVB322,同犇慧萍向日葵,2026-08-28,2.314100,2026-08-28,2.314100,2026-08-28,1个月内,,weekly
SVC821,刀锋宇川1号私募证券投资基金,2026-08-28,1.083900,2026-08-28,1.083900,2026-08-28,1个月内,,weekly
SVE725,悬铃可转债量化一号,2026-08-28,1.460500,2026-08-28,1.460500,2026-08-28,1个月内,,weekly
SVH060,小黑妞中证1000指数增强1号,2026-08-28,1.894700,2026-08-28,1.894700,2026-08-28,1个月内,,weekly
SVH438,理博万象7号,2026-08-28,1.244000,2026-08-28,1.244000,2026-08-28,1个月内,,weekly
SVK053,开思港股通中国红利,2026-08-28,1.629000,2026-08-28,1.629000,2026-08-28,1个月内,,weekly
SVK452,锐联多元化旗舰五号,2026-08-28,1.610000,2026-08-28,1.610000,2026-08-28,1个月内,,weekly
SVK908,善择稳进10号,2026-08-28,1.013000,2026-08-28,1.013000,2026-08-28,1个月内,,weekly
SVL530,博孚利青璜2号,2026-08-28,1.325000,2026-08-28,1.325000,2026-08-28,1个月内,,weekly
SVM387,尚艺量化全天候中波动版1号,2026-08-28,1.339000,2026-08-28,1.339000,2026-08-28,1个月内,,weekly
SVM590,金和晟明心宏观对冲6号,2026-08-28,1.620600,2026-08-28,1.620600,2026-08-28,1个月内,,weekly
SVQ042,止于至善阿尔法1号,2026-08-28,2.142500,2026-08-28,2.142500,2026-08-28,1个月内,,weekly
SVS783,宁涌富小满5号,2026-08-28,1.407300,2026-08-28,1.407300,2026-08-28,1个月内,,weekly
SVW377,巨量均衡中证2000进取型指数增强一号,2026-08-28,1.825600,2026-08-28,1.825600,2026-08-28,1个月内,,weekly
SVZ570,嘉懿柔蓝,2026-08-28,1.175900,2026-08-28,1.175900,2026-08-28,1个月内,,weekly
SW1298,横琴广金美好康德多策略一号,2026-08-28,2.121000,2026-08-28,2.121000,2026-08-28,1个月内,,weekly
SW7431,大道白驹,2026-08-28,2.296000,2026-08-28,2.296000,2026-08-28,1个月内,,weekly
SX4087,珠池可转债量化精选2期,2026-08-28,1.659900,2026-08-28,1.659900,2026-08-28,1个月内,,weekly
SXA627,汉盛新千禧壹号,2026-08-28,1.507000,2026-08-28,1.507000,2026-08-28,1个月内,,weekly
SXB538,托特量化优选1号,2026-08-28,1.776300,2026-08-28,1.776300,2026-08-28,1个月内,,weekly
SXE156,汉盛浩远1号,2026-08-28,1.575000,2026-08-28,1.575000,2026-08-28,1个月内,,weekly
SXF080,岚湖丰泽1号,2026-08-28,1.150700,2026-08-28,1.150700,2026-08-28,1个月内,,weekly
SXF309,杭州波粒二象天洋1号,2026-08-28,1.041200,2026-08-28,1.041200,2026-08-28,1个月内,,weekly
SXF368,博孚利锡泰稳强FOF1号,2026-08-28,1.067100,2026-08-28,1.067100,2026-08-28,1个月内,,weekly
SXF707,玉数涵瑞专享十二号,2026-08-28,1.030700,2026-08-28,1.030700,2026-08-28,1个月内,,weekly
SXF965,金塔克心灵晶选,2026-08-28,1.818000,2026-08-28,1.818000,2026-08-28,1个月内,,weekly
SXL032,汉盛生花进取一号,2026-08-28,1.567000,2026-08-28,1.567000,2026-08-28,1个月内,,weekly
SXL134,一村上善1号,2026-08-28,1.032500,2026-08-28,1.032500,2026-08-28,1个月内,,weekly
SXL292,复途神舟一号,2026-08-28,1.038900,2026-08-28,1.038900,2026-08-28,1个月内,,weekly
SXL620,正瀛智选1号,2026-08-28,1.268200,2026-08-28,1.268200,2026-08-28,1个月内,,weekly
SXL640,思勰投资思源中证1000指数增强1号,2026-08-28,1.459800,2026-08-28,1.459800,2026-08-28,1个月内,,weekly
SXL701,谊恒滴海一号,2026-08-28,1.318400,2026-08-28,1.318400,2026-08-28,1个月内,,weekly
SXR715,香农如意对冲二号,2026-08-28,1.178000,2026-08-28,1.178000,2026-08-28,1个月内,,weekly
SXS440,银杏善利6号私募证券投资基金,2026-08-28,1.019900,2026-08-28,1.019900,2026-08-28,1个月内,,weekly
SXT555,金友至诚价值成长一期,2026-08-28,1.695200,2026-08-28,1.695200,2026-08-28,1个月内,,weekly
SXU048,卓臻睿见山海一号,2026-08-28,0.983600,2026-08-28,0.983600,2026-08-28,1个月内,,weekly
SXU685,熙典基金格兰菲迪2号,2026-08-28,1.407000,2026-08-28,1.407000,2026-08-28,1个月内,,weekly
SXU842,盛丰盛元中证500指数增强3号,2026-08-28,1.519200,2026-08-28,1.519200,2026-08-28,1个月内,,weekly
SXV820,昭融基业长青1号,2026-08-28,2.770200,2026-08-28,2.770200,2026-08-28,1个月内,,weekly
SXV939,玉数涵瑞专享十六号,2026-08-28,1.119200,2026-08-28,1.119200,2026-08-28,1个月内,,weekly
SXY296,尚艺量化全天候高波动版1号,2026-08-28,1.361000,2026-08-28,1.361000,2026-08-28,1个月内,,weekly
SXY770,银河期货星耀1号集合资产管理计划,2026-08-28,1.020700,2026-08-28,1.020700,2026-08-28,1个月内,,weekly
SXY896,鲁民投量化对冲二号,2026-08-28,1.256500,2026-08-28,1.256500,2026-08-28,1个月内,,weekly
SXZ246,磐松红利150指数增强1号,2026-08-28,1.669000,2026-08-28,1.669000,2026-08-28,1个月内,,weekly
SZ228A,悦海盈和500指数增强1号A类,2026-08-28,1.189400,2026-08-28,1.189400,2026-08-28,1个月内,,weekly
SZA160,极量精选指增,2026-08-28,2.338400,2026-08-28,2.338400,2026-08-28,1个月内,,weekly
SZA393,艳珍中证1000指数增强,2026-08-28,2.091800,2026-08-28,2.091800,2026-08-28,1个月内,,weekly
SZA831,汉鸿展鸿一号,2026-08-28,1.598000,2026-08-28,1.598000,2026-08-28,1个月内,,weekly
SZA846,涵盈博孚利1号,2026-08-28,1.414500,2026-08-28,1.414500,2026-08-28,1个月内,,weekly
SZB394,全天候道合5号,2026-08-28,2.594600,2026-08-28,2.594600,2026-08-28,1个月内,,weekly
SZC765,朴时灵动配置1号,2026-08-28,1.807300,2026-08-28,1.807300,2026-08-28,1个月内,,weekly
SZH500,无涯中证500指数增强1号,2026-08-28,2.043300,2026-08-28,2.043300,2026-08-28,1个月内,,weekly
SZH690,辰元优选稳健,2026-08-28,1.280700,2026-08-28,1.280700,2026-08-28,1个月内,,weekly
SZL025,广金美好玻色尊享1号,2026-08-28,1.229600,2026-08-28,1.229600,2026-08-28,1个月内,,weekly
SZM193,锐天核心21号,2026-08-28,1.911800,2026-08-28,1.911800,2026-08-28,1个月内,,weekly
SZN092,禅龙全天候复合策略低波1号,2026-08-28,1.043400,2026-08-28,1.043400,2026-08-28,1个月内,,weekly
SZN227,善择安鑫八号,2026-08-28,1.111500,2026-08-28,1.111500,2026-08-28,1个月内,,weekly
SZP194,古木东升1号,2026-08-28,1.551000,2026-08-28,1.551000,2026-08-28,1个月内,,weekly
SZS478,森恩临界,2026-08-28,1.068000,2026-08-28,1.068000,2026-08-28,1个月内,,weekly
SZS755,德合南岳量化一号,2026-08-28,2.180400,2026-08-28,2.180400,2026-08-28,1个月内,,weekly
SZV976,刀锋可转债,2026-08-28,0.999600,2026-08-28,0.999600,2026-08-28,1个月内,,weekly
SZV999,贝得量化对冲1号,2026-08-28,1.197100,2026-08-28,1.197100,2026-08-28,1个月内,,weekly
SZW819,香农量化选股1号,2026-08-28,1.739500,2026-08-28,1.739500,2026-08-28,1个月内,,weekly
SZW857,和棋尊享9号,2026-08-28,1.645800,2026-08-28,1.645800,2026-08-28,1个月内,,weekly
SZX370,鸣熙量化中性1号,2026-08-28,1.028100,2026-08-28,1.028100,2026-08-28,1个月内,,weekly
SZX748,金和和善对冲5号,2026-08-28,1.209200,2026-08-28,1.209200,2026-08-28,1个月内,,weekly
SZY339,远澜木棉指数增强,2026-08-28,1.528000,2026-08-28,1.528000,2026-08-28,1个月内,,weekly
SZZ681,垒昂蜜獾中证1000指数增强3号,2026-08-28,2.010100,2026-08-28,2.010100,2026-08-28,1个月内,,weekly
SZZ807,磐松中盘股指数增强2号,2026-08-28,1.964400,2026-08-28,1.964400,2026-08-28,1个月内,,weekly
TB977A,兆信期权中性2号A类,2026-08-28,1.044500,2026-08-28,1.044500,2026-08-28,1个月内,,weekly
TC841A,大道丰盈1000指数增强A类,2026-08-28,1.919600,2026-08-28,1.919600,2026-08-28,1个月内,,weekly
TC841B,大道丰盈1000指数增强B类,2026-08-28,1.896200,2026-08-28,1.896200,2026-08-28,1个月内,,weekly
TJ864A,臻选乘势强势股一号A类,2026-08-28,1.553000,2026-08-28,1.553000,2026-08-28,1个月内,,weekly
TL699B,盛冠达时代匠心19号B类,2026-08-28,1.309300,2026-08-28,1.309300,2026-08-28,1个月内,,weekly
TN659A,奕睿CTA一期AA类,2026-08-28,1.402100,2026-08-28,1.402100,2026-08-28,1个月内,,weekly
TN659B,奕睿CTA一期AB类,2026-08-28,1.396600,2026-08-28,1.396600,2026-08-28,1个月内,,weekly
TY963A,鲁民投中证1000指数增强一号A类,2026-08-28,2.094600,2026-08-28,2.094600,2026-08-28,1个月内,,weekly
TY963B,鲁民投中证1000指数增强一号B类,2026-08-28,2.080900,2026-08-28,2.080900,2026-08-28,1个月内,,weekly
VC309B,白鹭权优1号B类,2026-08-28,1.232000,2026-08-28,1.232000,2026-08-28,1个月内,,weekly
VL369B,德贝中证1000指数增强1号B类,2026-08-28,1.452000,2026-08-28,1.452000,2026-08-28,1个月内,,weekly
VN286B,佳泽金陵1号B类,2026-08-28,2.463100,2026-08-28,2.463100,2026-08-28,1个月内,,weekly
VN330A,易者共赢1号A类,2026-08-28,1.407800,2026-08-28,1.407800,2026-08-28,1个月内,,weekly
VZ798A,箐安专享一号A类,2026-08-28,3.561000,2026-08-28,3.561000,2026-08-28,1个月内,,weekly
W1298A,横琴广金美好康德多策略一号A类,2026-08-28,2.107800,2026-08-28,2.107800,2026-08-28,1个月内,,weekly
W1298B,横琴广金美好康德多策略一号B类,2026-08-28,2.204700,2026-08-28,2.204700,2026-08-28,1个月内,,weekly
X4087A,珠池可转债量化精选2期A类,2026-08-28,1.621800,2026-08-28,1.621800,2026-08-28,1个月内,,weekly
XB786B,和谐汇一医疗创新B类,2026-08-28,2.382100,2026-08-28,2.382100,2026-08-28,1个月内,,weekly
XC626A,善择季季红A类,2026-08-28,1.292800,2026-08-28,1.292800,2026-08-28,1个月内,,weekly
XE341B,和谐汇一高端制造B类,2026-08-28,1.777700,2026-08-28,1.777700,2026-08-28,1个月内,,weekly
XL543A,因诺天问1号A类,2026-08-28,1.914000,2026-08-28,1.914000,2026-08-28,1个月内,,weekly
XN023A,兆信股指期货期权套利1号A类,2026-08-28,1.310000,2026-08-28,1.310000,2026-08-28,1个月内,,weekly
XT351A,东恺中证1000量化指数增强一号A类,2026-08-28,1.676400,2026-08-28,1.676400,2026-08-28,1个月内,,weekly
XU778A,奕睿CTA二期DA类,2026-08-28,1.228200,2026-08-28,1.228200,2026-08-28,1个月内,,weekly
XY774A,中邮永安黑猫CTA一号A类,2026-08-28,1.020400,2026-08-28,1.020400,2026-08-28,1个月内,,weekly
XY896A,鲁民投量化对冲二号A类,2026-08-28,1.264600,2026-08-28,1.264600,2026-08-28,1个月内,,weekly
XY896B,鲁民投量化对冲二号B类,2026-08-28,1.256400,2026-08-28,1.256400,2026-08-28,1个月内,,weekly
ZC435A,量道明察1号A类,2026-08-28,1.112300,2026-08-28,1.112300,2026-08-28,1个月内,,weekly
ZD293A,谦信潮汐六号A类,2026-08-28,1.148000,2026-08-28,1.148000,2026-08-28,1个月内,,weekly
ZM607B,善择先锋一号B类,2026-08-28,0.982100,2026-08-28,0.982100,2026-08-28,1个月内,,weekly
ZQ158A,德贝日选中证500指数增强1号A类,2026-08-28,1.416500,2026-08-28,1.416500,2026-08-28,1个月内,,weekly
ZY674B,和谐汇一TMT创新精选B类,2026-08-28,2.404800,2026-08-28,2.404800,2026-08-28,1个月内,,weekly
SAZC96,领久成长策略3号,2026-08-24,3.645700,2026-08-24,3.645700,2026-08-24,1个月内,ok,weekly
S28048,泓湖稳健宏观对冲,2026-08-21,8.892100,2026-08-21,8.892100,2026-08-21,1个月内,,weekly
SACD55,嘉懿悠月,2026-08-21,1.104700,2026-08-21,1.104700,2026-08-21,1个月内,,weekly
SAQV78,五矿期货宏观金手指五号集合资产管理计划,2026-08-21,1.192200,2026-08-21,1.192200,2026-08-21,1个月内,,weekly
SARD35,上海正瀛天洋一号,2026-08-21,1.552200,2026-08-21,1.552200,2026-08-21,1个月内,,weekly
SASW88,省心享千朔中证A500兴泰1号,2026-08-21,1.414500,2026-08-21,1.414500,2026-08-21,1个月内,,weekly
SASY00,澜熙海川1号,2026-08-21,1.040000,2026-08-21,1.040000,2026-08-21,1个月内,,weekly
SAUW32,融成聚沙成塔1号,2026-08-21,1.038800,2026-08-21,1.038800,2026-08-21,1个月内,,weekly
SAWV19,锦福源中证1000指增,2026-08-21,1.075900,2026-08-21,1.075900,2026-08-21,1个月内,,weekly
SBDS49,衍合微盘股指数增强1号私募证券投资基金,2026-08-21,1.017200,2026-08-21,1.017200,2026-08-21,1个月内,,weekly
SGG536,黑玺湖畔1号,2026-08-21,2.695000,2026-08-21,2.695000,2026-08-21,1个月内,,weekly
SGT288,卓尚天道1号私募证券投资基金,2026-08-21,1.051200,2026-08-21,1.051200,2026-08-21,1个月内,,weekly
STE104,京盈智投博益,2026-08-21,7.256000,2026-08-21,7.256000,2026-08-21,1个月内,,weekly
STL592,善择稳进9号,2026-08-21,1.071300,2026-08-21,1.071300,2026-08-21,1个月内,,weekly
STU712,衍合2000指数增强1号,2026-08-21,2.375100,2026-08-21,2.375100,2026-08-21,1个月内,,weekly
SXZ626,嘉懿耀辉,2026-08-21,1.097100,2026-08-21,1.097100,2026-08-21,1个月内,,weekly
SZW650,亘曦行知1号,2026-08-21,1.273500,2026-08-21,1.273500,2026-08-21,1个月内,,weekly
SABA33,甬远稳健增长七期,2026-08-07,0.966200,2026-08-07,0.966200,2026-08-07,1个月内,,weekly
SNS466,佑维CTA进取六号,2026-08-07,1.409600,2026-08-07,1.409600,2026-08-07,1个月内,,weekly
SZY083,华富衍生品2号,2026-08-07,0.882300,2026-08-07,0.882300,2026-08-07,1个月内,,weekly
SBGK73,天鹭百灵鸟稳健一号私募证券投资基金,2026-07-30,0.968000,,,2026-07-30,1-3个月,no_data,skip
SQK130,广聚星合非然1号,2026-07-24,1.001100,2026-07-24,1.001100,2026-07-24,1-3个月,ok,update_slow
SQU196,玉数涵瑞专享九号,2026-07-24,1.095100,2026-07-24,1.095100,2026-07-24,1-3个月,ok,update_slow
SZQ564,盛丰汇富1号,2026-07-24,1.149600,2026-07-24,1.149600,2026-07-24,1-3个月,ok,update_slow
BHM67A,骏远高价值成长8号A类,2026-07-17,0.794300,2026-07-17,0.794300,2026-07-17,1-3个月,ok,update_slow
SXN324,顽岩量化对冲专享3号私募证券投资基金,2026-07-17,1.212300,2022-10-19,1.000000,2026-07-17,1-3个月,ok,update_slow
XD086B,宏量鼎慧B类,2026-07-17,0.993800,2026-07-17,0.993800,2026-07-17,1-3个月,ok,update_slow
SXW962,大道寰球全球精选组合六号A期,2026-07-03,1.624400,2026-07-03,1.624400,2026-07-03,1-3个月,ok,update_slow
SANT86,元图中证全指指数增强1号,2026-06-26,1.669165,2026-06-26,1.669165,2026-06-26,1-3个月,ok,update_slow
SARU41,元图春晓A500指数增强1号,2026-06-26,1.518758,2026-06-26,1.518758,2026-06-26,1-3个月,ok,update_slow
SAWM31,添禄投资添增一号私募证券投资基金,2026-06-26,1.357500,,,2026-06-26,1-3个月,no_data,skip
SBEN25,沣跃通达云骥7号混合型私募证券投资基金,2026-06-26,1.183400,,,2026-06-26,1-3个月,no_data,skip
SJB932,银河期货权银河旗舰9号集合资产管理计划,2026-06-26,1.182300,2026-06-26,1.182300,2026-06-26,1-3个月,ok,update_slow
SZZ512,翼品商品指数增强1号,2026-06-26,1.056000,2026-06-26,1.056000,2026-06-26,1-3个月,ok,update_slow
SBSJ74,百奕小天鹅2号私募证券投资基金,2026-06-18,1.355200,,,2026-06-18,1-3个月,no_data,skip
SVC012,熙典基金布赫拉迪2号,2026-06-18,1.086000,2026-06-18,1.086000,2026-06-18,1-3个月,ok,update_slow
SALT65,奇盾安富尊荣2号私募证券投资基金,2026-06-17,1.205300,,,2026-06-17,1-3个月,no_data,skip
SAUY00,汇融磐石风云10号私募证券投资基金,2026-06-17,1.020300,,,2026-06-17,1-3个月,no_data,skip
SAUM68,天源汇丽华彩1号私募证券投资基金,2026-06-16,1.228900,,,2026-06-16,1-3个月,no_data,skip
SAWK13,天源汇丽昊阳3号私募证券投资基金,2026-06-16,1.776500,,,2026-06-16,1-3个月,no_data,skip
S09524,卿云辰星壹期私募证券投资基金,2026-06-11,1.047700,2023-06-28,1.000000,2026-06-11,1-3个月,ok,update_slow
S33049,涵德量化稳健私募证券投资基金,2026-06-11,1.875000,,,2026-06-11,1-3个月,no_data,skip
SAAD44,致邃投资-智慧矩阵量化8号私募证券投资基金,2026-06-11,1.013700,,,2026-06-11,1-3个月,no_data,skip
SAAV39,复熙市场中性2号私募证券投资基金,2026-06-11,1.024500,2024-07-25,0.986600,2026-06-11,1-3个月,ok,update_slow
SABJ63,俊丹龙盘一号私募证券投资基金,2026-06-11,1.116800,,,2026-06-11,1-3个月,no_data,skip
SABQ11,简文赤焰,2026-06-11,1.163800,2026-05-27,1.161100,2026-06-11,1-3个月,no_data,skip
SABQ22,博孚利涵盈19号私募证券投资基金,2026-06-11,1.238000,,,2026-06-11,1-3个月,no_data,skip
SABW58,铭跃行远均衡专享六号私募证券投资基金,2026-06-11,1.003000,,,2026-06-11,1-3个月,no_data,skip
SACS62,尚郡甜圈九号私募证券投资基金,2026-06-11,1.333000,,,2026-06-11,1-3个月,no_data,skip
SADN92,正仁多资产一号私募证券投资基金,2026-06-11,1.387500,,,2026-06-11,1-3个月,no_data,skip
SAEW73,宝荟航翔私募证券投资基金,2026-06-11,1.047200,2024-02-23,0.895300,2026-06-11,1-3个月,ok,update_slow
SAFQ54,龙壹盛安泰私募证券投资基金,2026-06-11,2.114400,,,2026-06-11,1-3个月,no_data,skip
SAHK21,坤望量化选股4号私募证券投资基金,2026-06-11,1.646700,,,2026-06-11,1-3个月,no_data,skip
SAJB44,恒如全天候守心1号私募证券投资基金,2026-06-11,0.988900,2024-09-06,1.001700,2026-06-11,1-3个月,ok,update_slow
SAJF88,磐松大盘股指数增强4号私募证券投资基金,2026-06-11,1.539500,,,2026-06-11,1-3个月,no_data,skip
SAJJ91,积沐领航者私募证券投资基金,2026-06-11,1.931600,,,2026-06-11,1-3个月,no_data,skip
SALG27,龙壹盛顺达私募证券投资基金,2026-06-11,1.760700,,,2026-06-11,1-3个月,no_data,skip
SAMF42,沣跃通达致远混合型私募证券投资基金,2026-06-11,1.400500,,,2026-06-11,1-3个月,no_data,skip
SANM92,创世纪顾锝屠龙1号私募证券投资基金,2026-06-11,1.089500,,,2026-06-11,1-3个月,no_data,skip
SANN40,坤望量化选股5号私募证券投资基金,2026-06-11,1.838000,,,2026-06-11,1-3个月,no_data,skip
SAPD60,盛恒六号中证500指数增强私募证券投资基金,2026-06-11,1.573400,,,2026-06-11,1-3个月,no_data,skip
SAPD66,盛恒七号沪深300指数增强私募证券投资基金,2026-06-11,1.273700,,,2026-06-11,1-3个月,no_data,skip
SAQS03,铭跃行远均衡专享十六号私募证券投资基金,2026-06-11,0.986800,,,2026-06-11,1-3个月,no_data,skip
SAQW77,唯瞻承禄六号私募证券投资基金,2026-06-11,1.150300,,,2026-06-11,1-3个月,no_data,skip
SASM47,衍复中证A500指数增强一号私募证券投资基金,2026-06-11,1.482300,,,2026-06-11,1-3个月,no_data,skip
SATQ01,远澜红枫25号私募证券投资基金,2026-06-11,1.253300,,,2026-06-11,1-3个月,no_data,skip
SATZ55,交叉智能恒元1号私募证券投资基金,2026-06-11,1.044700,,,2026-06-11,1-3个月,no_data,skip
SAUM14,凯什黎明忆创1号私募证券投资基金,2026-06-11,0.990000,,,2026-06-11,1-3个月,no_data,skip
SAUR30,铭跃CTA1号私募证券投资基金,2026-06-11,1.122800,,,2026-06-11,1-3个月,no_data,skip
SAUX22,铭跃进取一号私募证券投资基金,2026-06-11,1.237600,,,2026-06-11,1-3个月,no_data,skip
SAVB64,洛炎CTA专享1号私募证券投资基金,2026-06-11,1.418500,,,2026-06-11,1-3个月,no_data,skip
SAVD12,锐耐贝叶斯六号私募证券投资基金,2026-06-11,1.672000,,,2026-06-11,1-3个月,no_data,skip
SAVM26,览山锦壹九号私募证券投资基金,2026-06-11,2.441500,,,2026-06-11,1-3个月,no_data,skip
SAVN21,哲石君顺易安壹号私募证券投资基金,2026-06-11,0.999400,,,2026-06-11,1-3个月,no_data,skip
SAVT07,滂沱中性2号私募证券投资基金,2026-06-11,0.863200,2025-12-19,0.972300,2026-06-11,1-3个月,ok,update_slow
SAVW53,明湾橘子洲1号私募证券投资基金,2026-06-11,1.061400,,,2026-06-11,1-3个月,no_data,skip
SAWA74,爱凡哲元气一号私募证券投资基金,2026-06-11,1.171900,,,2026-06-11,1-3个月,no_data,skip
SAWN78,尚艺稳定价值1号私募证券投资基金,2026-06-11,1.021900,,,2026-06-11,1-3个月,no_data,skip
SAXA95,领容炽航泓途私募证券投资基金,2026-06-11,0.963400,,,2026-06-11,1-3个月,no_data,skip
SAXU69,星坤星辰5号私募证券投资基金,2026-06-11,1.077300,,,2026-06-11,1-3个月,no_data,skip
SAYE21,富犇传承二号私募证券投资基金,2026-06-11,1.383000,,,2026-06-11,1-3个月,no_data,skip
SAYX14,山海万龙云顶一号私募证券投资基金,2026-06-11,1.155200,,,2026-06-11,1-3个月,no_data,skip
SAZK21,正仁股票择时三期私募证券投资基金,2026-06-11,1.060700,2026-04-14,1.094800,2026-06-11,1-3个月,ok,update_slow
SAZL72,正仁择时量化选股四期私募证券投资基金,2026-06-11,1.096100,,,2026-06-11,1-3个月,no_data,skip
SAZY21,简文大有私募证券投资基金,2026-06-11,0.963200,,,2026-06-11,1-3个月,no_data,skip
SB1112,博孚利东方紫霞1号私募证券投资基金,2026-06-11,0.918700,,,2026-06-11,1-3个月,no_data,skip
SB1275,乐水天清对冲一号私募证券投资基金,2026-06-11,1.093000,,,2026-06-11,1-3个月,no_data,skip
SB2859,磐松多空对冲5号私募证券投资基金,2026-06-11,1.280900,2024-07-26,1.147600,2026-06-11,1-3个月,ok,update_slow
SB2996,琨融盛扬一号私募证券投资基金,2026-06-11,1.031800,2024-07-19,0.995000,2026-06-11,1-3个月,ok,update_slow
SB3110,正仁春晓中性私募证券投资基金,2026-06-11,1.180000,,,2026-06-11,1-3个月,no_data,skip
SB5410,泽丰祥麟7号私募证券投资基金,2026-06-11,1.043400,2023-07-19,1.000000,2026-06-11,1-3个月,ok,update_slow
SB5876,新湖期货云启周周开1号集合资产管理计划,2026-06-11,1.035300,2026-02-13,1.041400,2026-06-11,1-3个月,ok,update_slow
SB8201,新策略水豚1号私募证券投资基金,2026-06-11,1.738700,,,2026-06-11,1-3个月,no_data,skip
SBAM95,顽岩量化选股3号私募证券投资基金,2026-06-11,1.472000,,,2026-06-11,1-3个月,no_data,skip
SBDS53,龙壹盛睿盈私募证券投资基金,2026-06-11,2.793200,,,2026-06-11,1-3个月,no_data,skip
SBHC72,凌鸿志鼎安私募证券投资基金,2026-06-11,1.042800,,,2026-06-11,1-3个月,no_data,skip
SBHP32,正仁择时量选听涛二号私募证券投资基金,2026-06-11,1.211600,,,2026-06-11,1-3个月,no_data,skip
SBHR39,首创京都智胜2号集合资产管理计划,2026-06-11,1.045800,,,2026-06-11,1-3个月,no_data,skip
SBJM55,山丘跨越一号CTA私募证券投资基金,2026-06-11,1.100200,,,2026-06-11,1-3个月,no_data,skip
SBJT82,量道商品套利2号私募证券投资基金,2026-06-11,1.446100,,,2026-06-11,1-3个月,no_data,skip
SBLW79,顽岩量化选股冠一1号私募证券投资基金,2026-06-11,1.171300,,,2026-06-11,1-3个月,no_data,skip
SBNS97,德贝瑞稳淼三号私募证券投资基金,2026-06-11,1.034800,,,2026-06-11,1-3个月,no_data,skip
SBPB09,太衍自旋6号私募证券投资基金,2026-06-11,1.142500,,,2026-06-11,1-3个月,no_data,skip
SBPK31,德贝瑞稳淼四号私募证券投资基金,2026-06-11,1.025900,,,2026-06-11,1-3个月,no_data,skip
SBQG55,青琰捷北二号私募证券投资基金,2026-06-11,1.012200,,,2026-06-11,1-3个月,no_data,skip
SBQQ21,太衍光年中证1000指数增强2号私募证券投资基金,2026-06-11,1.094200,,,2026-06-11,1-3个月,no_data,skip
SBRX65,铸锋太阿5号私募证券投资基金,2026-06-11,1.175700,,,2026-06-11,1-3个月,no_data,skip
SBTD53,德贝瑞稳淼九号私募证券投资基金,2026-06-11,0.999300,,,2026-06-11,1-3个月,no_data,skip
SBVA14,大风远恒胜象私募证券投资基金,2026-06-11,1.074000,,,2026-06-11,1-3个月,no_data,skip
SBWB33,宁苑稳定增长七号私募证券投资基金,2026-06-11,0.929100,,,2026-06-11,1-3个月,no_data,skip
SEV618,博孚利尊享3号FOF私募证券投资基金,2026-06-11,1.924700,,,2026-06-11,1-3个月,no_data,skip
SGC350,天迹格物致知宏观对冲二号私募投资基金,2026-06-11,0.972000,2024-07-26,0.999000,2026-06-11,1-3个月,ok,update_slow
SGH584,致邃投资-致悦2号私募证券投资基金,2026-06-11,0.984000,,,2026-06-11,1-3个月,no_data,skip
SGP291,蒙玺万象精选对冲1号私募证券投资基金,2026-06-11,1.221500,,,2026-06-11,1-3个月,no_data,skip
SGR234,华钧天汉1期私募证券投资基金,2026-06-11,2.601500,2019-05-27,1.000000,2026-06-11,1-3个月,ok,update_slow
SGR513,启元星辉全天候1号私募证券投资基金,2026-06-11,1.008000,,,2026-06-11,1-3个月,no_data,skip
SJG934,拾麦稳进六号私募证券投资基金,2026-06-11,1.447000,,,2026-06-11,1-3个月,no_data,skip
SJH634,利位星舟泰华5号私募证券投资基金,2026-06-11,1.399700,2019-11-18,1.000000,2026-06-11,1-3个月,ok,update_slow
SLM837,世纪前沿指数增强3号私募证券投资基金,2026-06-11,3.053000,,,2026-06-11,1-3个月,no_data,skip
SLQ438,瑷尔德润泽量化6号私募证券投资基金,2026-06-11,1.322100,2024-07-26,1.122000,2026-06-11,1-3个月,ok,update_slow
SLS478,量道CTA精选12号私募证券投资基金,2026-06-11,1.399700,,,2026-06-11,1-3个月,no_data,skip
SNC215,千朔春晓一期私募证券投资基金,2026-06-11,1.481000,,,2026-06-11,1-3个月,no_data,skip
SNC685,厚德智能交叉混合1号私募证券投资基金,2026-06-11,1.056100,2024-06-28,1.227100,2026-06-11,1-3个月,ok,update_slow
SNT339,量道CTA精选17A号私募证券投资基金,2026-06-11,1.241900,,,2026-06-11,1-3个月,no_data,skip
SNV353,均泰泰山一号私募证券投资基金,2026-06-11,1.177000,2024-09-03,0.707000,2026-06-11,1-3个月,ok,update_slow
SQS159,博孚利麟峰1号私募证券投资基金,2026-06-11,0.687000,2021-05-27,1.000000,2026-06-11,1-3个月,ok,update_slow
SQT815,致邃投资-雪香金懿对冲量化12号私募证券投资基金,2026-06-11,1.419200,,,2026-06-11,1-3个月,no_data,skip
SQV965,博孚利多策略八号私募证券投资基金,2026-06-11,1.251600,,,2026-06-11,1-3个月,no_data,skip
