beian_hao,product_name,list_nav_date,list_nav,nav_table_max_date,nav_table_nav_at_max,have_latest_date,date_bucket,empty_date_probe,fof99_policy
SAJJ27,博孚利悦享1号私募证券投资基金,2026-06-09,1.162000,,,2026-06-09,1-3个月,no_data,skip
SBRW54,博孚利专享2号私募证券投资基金,2026-06-09,1.011400,,,2026-06-09,1-3个月,no_data,skip
SCY437,博孚利超强2号FOF私募证券投资基金,2026-06-09,1.458000,,,2026-06-09,1-3个月,no_data,skip
SGB353,博孚利凯瑞3号FOF私募证券投资基金,2026-06-09,1.455800,,,2026-06-09,1-3个月,no_data,skip
SQL931,博孚利尊享21号FOF私募证券投资基金,2026-06-09,1.518000,2021-04-27,1.000000,2026-06-09,1-3个月,ok,update_slow
SSD437,博孚利尊享33号FOF私募证券投资基金,2026-06-09,0.787000,2021-08-02,1.000000,2026-06-09,1-3个月,ok,update_slow
STM324,博孚利哲理私募证券投资基金,2026-06-09,2.061000,2021-12-24,1.000000,2026-06-09,1-3个月,ok,update_slow
STN312,博孚利尊享基石1号FOF私募证券投资基金,2026-06-09,1.793700,2021-12-23,1.000000,2026-06-09,1-3个月,ok,update_slow
SVS847,博孚利可颂一号FOF私募证券投资基金,2026-06-09,1.292800,2022-06-14,1.000000,2026-06-09,1-3个月,ok,update_slow
SXE093,广金美好温陵1号私募证券投资基金,2026-06-09,1.626000,2022-08-29,1.000000,2026-06-09,1-3个月,ok,update_slow
SXG593,博孚利青璜3号私募证券投资基金,2026-06-09,1.253500,,,2026-06-09,1-3个月,no_data,skip
SXP387,博孚利华恩1号私募证券投资基金,2026-06-09,1.450000,2022-10-21,1.000000,2026-06-09,1-3个月,ok,update_slow
SZL348,博孚利诺信一号私募证券投资基金,2026-06-09,1.217300,2023-03-01,1.000000,2026-06-09,1-3个月,ok,update_slow
SZQ582,博孚利恒心基石家族私募证券投资基金,2026-06-09,1.303900,2023-03-22,1.000000,2026-06-09,1-3个月,ok,update_slow
SZX647,博孚利尊享93号私募证券投资基金,2026-06-09,1.125600,,,2026-06-09,1-3个月,no_data,skip
SQV367,凯普乐飒露紫1号私募证券投资基金,2026-06-08,1.113200,2024-07-26,0.997700,2026-06-08,1-3个月,ok,update_slow
SVY044,宁波华裕博孚利1号私募证券投资基金,2026-06-08,1.139000,2022-06-28,1.000000,2026-06-08,1-3个月,ok,update_slow
SXY980,博孚利鹭岛晋帆私募证券投资基金,2026-06-08,1.090100,2022-12-26,1.000000,2026-06-08,1-3个月,ok,update_slow
SZV230,博孚利顺达基石家族私募证券投资基金,2026-06-08,1.036000,2023-04-11,1.000000,2026-06-08,1-3个月,ok,update_slow
S25540,因诺启航1号私募证券投资基金,2026-06-05,5.495000,,,2026-06-05,1-3个月,no_data,skip
SAAE75,千衍三涛10号私募证券投资基金,2026-06-05,1.010000,,,2026-06-05,1-3个月,no_data,skip
SAAZ17,千衍六和19号1000增强私募证券投资基金,2026-06-05,2.381500,,,2026-06-05,1-3个月,no_data,skip
SABA91,汇升海鑫4号一期私募证券投资基金,2026-06-05,0.881700,,,2026-06-05,1-3个月,no_data,skip
SABC13,青琰琰海一号私募证券投资基金,2026-06-05,1.233500,,,2026-06-05,1-3个月,no_data,skip
SABD20,山信闭环一号私募证券投资基金,2026-06-05,1.334400,2026-05-08,1.537800,2026-06-05,1-3个月,ok,update_slow
SABF75,中兰立华1号私募证券投资基金,2026-06-05,1.204600,,,2026-06-05,1-3个月,no_data,skip
SACG52,千衍六贞1号私募证券投资基金,2026-06-05,1.557100,,,2026-06-05,1-3个月,no_data,skip
SACS26,广金美好高林壹号FOF私募证券投资基金,2026-06-05,1.171400,,,2026-06-05,1-3个月,no_data,skip
SACW59,蒙玺万得小市值指数量化1号私募证券投资基金,2026-06-05,2.843900,,,2026-06-05,1-3个月,no_data,skip
SADM28,千衍三涛15号私募证券投资基金,2026-06-05,1.219400,,,2026-06-05,1-3个月,no_data,skip
SADN34,富犇前景套利三号私募证券投资基金,2026-06-05,0.850700,,,2026-06-05,1-3个月,no_data,skip
SAEN70,汇升海鑫5号二期私募证券投资基金,2026-06-05,0.944000,,,2026-06-05,1-3个月,no_data,skip
SAGN39,因诺祥瑞天问29号私募证券投资基金,2026-06-05,1.066000,,,2026-06-05,1-3个月,no_data,skip
SAJH60,会世丰盈5号私募证券投资基金,2026-06-05,1.154500,,,2026-06-05,1-3个月,no_data,skip
SAJR59,谊恒滴海稳泰1号私募证券投资基金,2026-06-05,1.115500,,,2026-06-05,1-3个月,no_data,skip
SAJU44,国源拾金安和16号私募证券投资基金,2026-06-05,1.683000,2024-07-11,1.030000,2026-06-05,1-3个月,ok,update_slow
SAJX69,景上源知守1号私募证券投资基金,2026-06-05,1.138500,,,2026-06-05,1-3个月,no_data,skip
SALB47,玄元元昇2号私募证券投资基金,2026-06-05,1.089700,,,2026-06-05,1-3个月,no_data,skip
SAMF07,太和致远隆鑫三号私募证券投资基金,2026-06-05,1.017600,,,2026-06-05,1-3个月,no_data,skip
SAMK20,长鲸探知阿尔法私享1号私募证券投资基金,2026-06-05,1.147900,,,2026-06-05,1-3个月,no_data,skip
SAMN75,汇升安鑫一号私募证券投资基金,2026-06-05,1.343100,,,2026-06-05,1-3个月,no_data,skip
SAPN60,金友宏观对冲1号私募证券投资基金,2026-06-05,0.929000,,,2026-06-05,1-3个月,no_data,skip
SAQH81,泛涵汇富广元2号私募证券投资基金,2026-06-05,1.080300,,,2026-06-05,1-3个月,no_data,skip
SAQS27,六妙星相见欢私募证券投资基金,2026-06-05,1.421600,,,2026-06-05,1-3个月,no_data,skip
SARF15,玄元中证A500指数增强1号私募证券投资基金,2026-06-05,1.434100,,,2026-06-05,1-3个月,no_data,skip
SARR02,量子策云稳健一号,2026-06-05,1.027700,2026-05-27,1.030500,2026-06-05,1-3个月,no_data,skip
SARU30,广金美好嘉诺传承9号私募证券投资基金,2026-06-05,1.096800,,,2026-06-05,1-3个月,no_data,skip
SASE42,正则CTA旗舰1号私募证券投资基金,2026-06-05,0.959500,,,2026-06-05,1-3个月,no_data,skip
SASQ14,量道明察2号私募证券投资基金,2026-06-05,1.036200,,,2026-06-05,1-3个月,no_data,skip
SASW80,北京雪球厚雪宏观对冲2号私募证券投资基金,2026-06-05,1.347200,,,2026-06-05,1-3个月,no_data,skip
SATP05,华年可转债1号私募证券投资基金,2026-06-05,1.070600,,,2026-06-05,1-3个月,no_data,skip
SAUC02,云起睿选66号私募证券投资基金,2026-06-05,1.192500,,,2026-06-05,1-3个月,no_data,skip
SAUQ94,阶石稳健2号私募证券投资基金,2026-06-05,1.064200,2025-10-31,1.027200,2026-06-05,1-3个月,ok,update_slow
SAVL86,极量进取中证1000指增1号,2026-06-05,1.469500,2026-05-22,1.583100,2026-06-05,1-3个月,ok,update_slow
SAWJ35,云程中性5号私募证券投资基金,2026-06-05,1.076200,,,2026-06-05,1-3个月,no_data,skip
SAWM72,景上源和合1号私募证券投资基金,2026-06-05,1.218500,,,2026-06-05,1-3个月,no_data,skip
SAXV58,因诺天问43号私募证券投资基金,2026-06-05,1.136500,,,2026-06-05,1-3个月,no_data,skip
SAYG36,千朔中证1000兴泰1号省心享私募证券投资基金,2026-06-05,1.189300,,,2026-06-05,1-3个月,no_data,skip
SAYZ29,敦和安心远航1号私募证券投资基金,2026-06-05,1.016300,,,2026-06-05,1-3个月,no_data,skip
SB2134,中兰晶耀桃李私募证券投资基金,2026-06-05,1.100600,2025-01-17,1.028300,2026-06-05,1-3个月,ok,update_slow
SB5429,华泰期货19期集合资产管理计划,2026-06-05,1.373200,,,2026-06-05,1-3个月,no_data,skip
SB8036,鸣熙沪港深红利精选10号私募证券投资基金,2026-06-05,1.385600,,,2026-06-05,1-3个月,no_data,skip
SB8958,彤心雕珑维纳一号私募证券投资基金,2026-06-05,2.197800,,,2026-06-05,1-3个月,no_data,skip
SBAC10,敦和芝诺量化CTA专享1号私募证券投资基金,2026-06-05,1.153000,,,2026-06-05,1-3个月,no_data,skip
SBAJ77,锐量宏观平衡1号私募证券投资基金,2026-06-05,0.969000,,,2026-06-05,1-3个月,no_data,skip
SBBK73,柔微量化中证1000指数增强1号私募证券投资基金,2026-06-05,1.232100,2026-02-27,1.222000,2026-06-05,1-3个月,ok,update_slow
SBDX74,因诺中证500指数增强18号私募证券投资基金,2026-06-05,1.165400,,,2026-06-05,1-3个月,no_data,skip
SBFB87,青琰信达三号私募证券投资基金,2026-06-05,1.072900,,,2026-06-05,1-3个月,no_data,skip
SBFD95,伯兄长安私募证券投资基金,2026-06-05,0.964500,,,2026-06-05,1-3个月,no_data,skip
SBFU80,橡红启航1号私募证券投资基金,2026-06-05,0.949900,,,2026-06-05,1-3个月,no_data,skip
SBFV58,泓原东湖2号私募证券投资基金,2026-06-05,1.033900,,,2026-06-05,1-3个月,no_data,skip
SBGT83,千朔兴泰市场中性一号私募证券投资基金,2026-06-05,1.038300,,,2026-06-05,1-3个月,no_data,skip
SBHF73,千朔量化精选1号私募证券投资基金,2026-06-05,1.172000,,,2026-06-05,1-3个月,no_data,skip
SBJF92,深度量选一号私募证券投资基金,2026-06-05,1.278100,,,2026-06-05,1-3个月,no_data,skip
SBJP87,柔微量化中性多空1号私募证券投资基金,2026-06-05,1.069600,2026-02-27,1.041500,2026-06-05,1-3个月,ok,update_slow
SBJX16,橡红静水1号私募证券投资基金,2026-06-05,0.953400,,,2026-06-05,1-3个月,no_data,skip
SBKE02,柔微宏观对冲一号私募证券投资基金,2026-06-05,1.221200,,,2026-06-05,1-3个月,no_data,skip
SBKE24,橡红筱微1号私募证券投资基金,2026-06-05,1.078800,,,2026-06-05,1-3个月,no_data,skip
SBLA47,华泰期货19期PLUS集合资产管理计划,2026-06-05,0.903500,,,2026-06-05,1-3个月,no_data,skip
SBPH97,江煦臻选对冲一号私募证券投资基金,2026-06-05,0.998000,,,2026-06-05,1-3个月,no_data,skip
SBQL81,锦福源中证500指增1号私募证券投资基金,2026-06-05,1.130000,,,2026-06-05,1-3个月,no_data,skip
SBRA04,江煦红运一号私募证券投资基金,2026-06-05,0.987400,,,2026-06-05,1-3个月,no_data,skip
SBRA09,太衍极光1号私募证券投资基金,2026-06-05,1.029400,,,2026-06-05,1-3个月,no_data,skip
SBRU82,千朔市场中性八号私募证券投资基金,2026-06-05,1.008000,,,2026-06-05,1-3个月,no_data,skip
SBSK83,臻金易安壹号私募证券投资基金,2026-06-05,0.980000,,,2026-06-05,1-3个月,no_data,skip
SBTT58,慕途朝夕1号私募证券投资基金,2026-06-05,0.997300,,,2026-06-05,1-3个月,no_data,skip
SBTT64,慕途朝夕2号私募证券投资基金,2026-06-05,1.001500,,,2026-06-05,1-3个月,no_data,skip
SCB622,涵德淳德量化对冲4号私募证券投资基金,2026-06-05,0.956000,,,2026-06-05,1-3个月,no_data,skip
SD7300,涵德桢诚量化私募证券投资基金,2026-06-05,3.124500,,,2026-06-05,1-3个月,no_data,skip
SE8723,展弘稳进1号1期私募证券投资基金,2026-06-05,1.195900,,,2026-06-05,1-3个月,no_data,skip
SED983,富善投资-沣时1号致远CTA1期私募证券投资基金,2026-06-05,1.849000,,,2026-06-05,1-3个月,no_data,skip
SEE930,同犇价值成长三期私募证券投资基金,2026-06-05,3.435000,2023-01-13,1.710000,2026-06-05,1-3个月,ok,update_slow
SEJ463,明钺安心回报2号私募证券投资基金,2026-06-05,1.614600,2024-07-19,1.089800,2026-06-05,1-3个月,ok,update_slow
SEM082,涵德明德中证A500指数增强1号私募证券投资基金,2026-06-05,4.746400,,,2026-06-05,1-3个月,no_data,skip
SEM165,涵德明德中证500指数增强5号私募证券投资基金,2026-06-05,1.057800,,,2026-06-05,1-3个月,no_data,skip
SER388,鲁民投至中一号私募证券投资基金,2026-06-05,1.221000,2022-02-11,1.087000,2026-06-05,1-3个月,ok,update_slow
SER537,景资锐联多元化旗舰一号私募基金,2026-06-05,1.593000,2025-08-08,1.559000,2026-06-05,1-3个月,ok,update_slow
SEU490,善流沪深300指数增强一号私募证券投资基金,2026-06-05,1.404000,2020-09-18,1.000000,2026-06-05,1-3个月,ok,update_slow
SEU694,华联期货-豁然套利对冲三号集合资产管理计划,2026-06-05,0.974000,2023-11-10,1.099200,2026-06-05,1-3个月,ok,update_slow
SGD165,汇鸿汇升星汇旗舰私募证券投资基金,2026-06-05,1.431000,2024-07-19,1.209000,2026-06-05,1-3个月,ok,update_slow
SGE941,山东天宝一阳指三期私募证券投资基金,2026-06-05,1.065600,,,2026-06-05,1-3个月,no_data,skip
SGH612,歆享海盈13号私募证券投资基金,2026-06-05,2.461000,2024-08-23,1.070000,2026-06-05,1-3个月,ok,update_slow
SGJ347,天宝中证全指指增一期私募证券投资基金,2026-06-05,1.564500,,,2026-06-05,1-3个月,no_data,skip
SGL366,致远私享十号私募证券投资基金,2026-06-05,1.453000,,,2026-06-05,1-3个月,no_data,skip
SGR954,量锐62号私募证券投资基金,2026-06-05,4.188000,,,2026-06-05,1-3个月,no_data,skip
SGZ277,大岩锐意进取私募证券投资基金,2026-06-05,3.706300,,,2026-06-05,1-3个月,no_data,skip
SH8108,珠池大数据热点追踪基金1期,2026-06-05,1.015000,2018-12-28,0.734000,2026-06-05,1-3个月,ok,update_slow
SJ0437,宏锡量化2号私募证券投资基金,2026-06-05,1.139000,,,2026-06-05,1-3个月,no_data,skip
SJD518,世纪前沿量化对冲9号私募证券投资基金,2026-06-05,1.801600,,,2026-06-05,1-3个月,no_data,skip
SJH782,正瀛智享5号私募证券投资基金,2026-06-05,1.943300,,,2026-06-05,1-3个月,no_data,skip
SJJ717,聚宽中证500指数增强三号私募证券投资基金,2026-06-05,3.515000,,,2026-06-05,1-3个月,no_data,skip
SJK517,安值海天量化3号私募证券投资基金,2026-06-05,1.291000,,,2026-06-05,1-3个月,no_data,skip
SJM016,凡二英火5号私募证券投资基金,2026-06-05,2.954600,,,2026-06-05,1-3个月,no_data,skip
SJM897,白鹭量化精选鲲鹏一号私募证券投资基金,2026-06-05,1.990000,2024-07-26,1.252000,2026-06-05,1-3个月,ok,update_slow
SJW583,因诺天机48号私募证券投资基金,2026-06-05,1.352600,2024-07-19,1.251800,2026-06-05,1-3个月,ok,update_slow
SJX883,明钺回报A私募证券投资基金,2026-06-05,1.211600,2024-07-19,1.149700,2026-06-05,1-3个月,ok,update_slow
SJY560,品责优享二期私募证券投资基金,2026-06-05,0.944400,2024-07-05,1.051700,2026-06-05,1-3个月,ok,update_slow
SL9129,孝庸鲲鹏一号1期私募投资基金,2026-06-05,1.516100,2016-08-25,1.000000,2026-06-05,1-3个月,ok,update_slow
SLA160,中邮永安鑫安二号私募证券投资基金,2026-06-05,1.073400,2020-04-30,1.000000,2026-06-05,1-3个月,ok,update_slow
SLB058,世纪前沿量化对冲11号私募证券投资基金,2026-06-05,1.364000,,,2026-06-05,1-3个月,no_data,skip
SLB203,明汯价值成长1期B号私募证券投资基金,2026-06-05,3.075200,,,2026-06-05,1-3个月,no_data,skip
SLD565,衍复兆晟中性A号私募证券投资基金,2026-06-05,1.312600,,,2026-06-05,1-3个月,no_data,skip
SLK506,明钺聚汇1号私募证券投资基金,2026-06-05,1.875400,2024-07-19,0.921900,2026-06-05,1-3个月,ok,update_slow
SLR729,源晖量化2号私募证券投资基金,2026-06-05,0.876500,2024-12-20,0.924300,2026-06-05,1-3个月,ok,update_slow
SLU324,亘曦5号私募证券投资基金,2026-06-05,1.383400,2024-07-19,0.973100,2026-06-05,1-3个月,ok,update_slow
SLV942,中邮永安旭力一号私募证券投资基金,2026-06-05,1.244200,2020-09-14,1.000000,2026-06-05,1-3个月,ok,update_slow
SLW765,善择价值精选三号私募证券投资基金,2026-06-05,2.633900,2024-07-22,1.146900,2026-06-05,1-3个月,ok,update_slow
SLZ947,添禄投资北证选股一号私募证券投资基金,2026-06-05,2.388400,2020-09-30,1.000000,2026-06-05,1-3个月,ok,update_slow
SM7039,汇升共盈尊享私募投资基金,2026-06-05,1.810400,2024-07-19,1.434800,2026-06-05,1-3个月,ok,update_slow
SN1237,云杉树4期CTA私募基金,2026-06-05,2.267500,2024-07-26,2.140200,2026-06-05,1-3个月,ok,update_slow
SN4315,富善投资-致远金选5号私募基金,2026-06-05,2.039400,,,2026-06-05,1-3个月,no_data,skip
SNA563,微观博易-春枫私募证券投资基金,2026-06-05,1.161200,,,2026-06-05,1-3个月,no_data,skip
SNB095,致远中证500指数增强运作1号私募证券投资基金,2026-06-05,2.291800,,,2026-06-05,1-3个月,no_data,skip
SNB691,善流中证500指数增强一号私募证券投资基金,2026-06-05,1.636000,2020-11-13,1.000000,2026-06-05,1-3个月,ok,update_slow
SNC592,中邮永安和聚一号私募证券投资基金,2026-06-05,1.447400,2020-11-03,1.000000,2026-06-05,1-3个月,ok,update_slow
SND261,悦海盈和2号私募证券投资基金,2026-06-05,1.401200,,,2026-06-05,1-3个月,no_data,skip
SND581,千朔指数增强五号私募证券投资基金,2026-06-05,1.759400,,,2026-06-05,1-3个月,no_data,skip
SND669,中兰钱星1号私募证券投资基金,2026-06-05,0.521400,,,2026-06-05,1-3个月,no_data,skip
SNH521,微观博易-黎夏二号私募证券投资基金,2026-06-05,1.139200,2026-02-13,1.105700,2026-06-05,1-3个月,ok,update_slow
SNJ907,进化论稳泰对冲1号私募证券投资基金,2026-06-05,1.460500,2024-07-19,1.203900,2026-06-05,1-3个月,ok,update_slow
SNM631,鸣瑜机器人二号私募证券投资基金,2026-06-05,1.413900,2020-12-23,1.000000,2026-06-05,1-3个月,ok,update_slow
SNM667,凡二金选中证500指数增强1号私募证券投资基金,2026-06-05,2.164700,,,2026-06-05,1-3个月,no_data,skip
SNP093,中邮永安鸿安FOF五号私募证券投资基金,2026-06-05,0.985300,2020-12-29,1.000000,2026-06-05,1-3个月,ok,update_slow
SNQ369,启林金选沪深300指增1号私募证券投资基金,2026-06-05,1.458900,,,2026-06-05,1-3个月,no_data,skip
SNR149,上海宽德金刚钻10号私募证券投资基金,2026-06-05,1.061000,2021-01-11,1.000000,2026-06-05,1-3个月,ok,update_slow
SNT524,黑翼量化成长1号私募证券投资基金,2026-06-05,2.910000,,,2026-06-05,1-3个月,no_data,skip
SNX471,天宝星海多空对冲四期私募证券投资基金,2026-06-05,1.092700,,,2026-06-05,1-3个月,no_data,skip
SNY124,诚奇沪深300增强精选1期私募证券投资基金,2026-06-05,1.841100,2026-03-20,1.663900,2026-06-05,1-3个月,ok,update_slow
SQD135,世纪前沿月浦5号私募证券投资基金,2026-06-05,1.358900,,,2026-06-05,1-3个月,no_data,skip
SQD791,和谐汇一远致2号私募证券投资基金,2026-06-05,1.460500,,,2026-06-05,1-3个月,no_data,skip
SQE472,玄元元丰21号私募证券投资基金,2026-06-05,2.845400,,,2026-06-05,1-3个月,no_data,skip
SQL839,千衍六和3号私募证券投资基金,2026-06-05,2.291600,,,2026-06-05,1-3个月,no_data,skip
SQN183,锴量承影三号私募证券投资基金,2026-06-05,1.063100,,,2026-06-05,1-3个月,no_data,skip
SQN384,道微土星5号量化CTA1号私募证券投资基金,2026-06-05,0.911700,2024-07-19,0.979000,2026-06-05,1-3个月,ok,update_slow
SQR793,皓邦激享CTA1号私募证券投资基金,2026-06-05,1.119800,2024-07-19,0.992500,2026-06-05,1-3个月,ok,update_slow
SQU011,明钺回报8号私募证券投资基金,2026-06-05,1.184900,2023-12-15,1.064000,2026-06-05,1-3个月,ok,update_slow
SQW734,量创全景元语2号私募证券投资基金,2026-06-05,1.261200,,,2026-06-05,1-3个月,no_data,skip
SQY155,玄元元增2号私募证券投资基金,2026-06-05,1.988400,,,2026-06-05,1-3个月,no_data,skip
SR5496,歆享资产稳健一号私募投资基金,2026-06-05,1.079000,2024-08-23,1.012000,2026-06-05,1-3个月,ok,update_slow
SS5054,众壹量合乾坤一号私募证券投资基金,2026-06-05,1.186200,2024-07-19,0.926100,2026-06-05,1-3个月,ok,update_slow
SS8359,因诺天丰1号私募证券投资基金,2026-06-05,2.441600,,,2026-06-05,1-3个月,no_data,skip
SSA404,天演金选沪深300指数增强1号私募证券投资基金,2026-06-05,1.491000,,,2026-06-05,1-3个月,no_data,skip
SSD586,水木博雅中证1000指数增强8号私募证券投资基金,2026-06-05,1.917000,2024-07-26,1.050000,2026-06-05,1-3个月,ok,update_slow
SSF337,远澜红枫15号私募证券投资基金,2026-06-05,1.146400,2024-07-19,0.987300,2026-06-05,1-3个月,ok,update_slow
SSF564,量客博宇7号私募证券投资基金,2026-06-05,1.006600,2024-07-26,1.069200,2026-06-05,1-3个月,ok,update_slow
SSG992,图灵进取中证1000指数增强私募证券投资基金,2026-06-05,1.714200,,,2026-06-05,1-3个月,no_data,skip
SSH103,玄元元增10号私募证券投资基金,2026-06-05,1.613900,,,2026-06-05,1-3个月,no_data,skip
SSN885,金瑞凤凰同心1号集合资产管理计划,2026-06-05,1.159100,2023-11-10,1.028900,2026-06-05,1-3个月,ok,update_slow
SSP031,银叶东海心选中证500指数增强2号私募证券投资基金,2026-06-05,1.343900,,,2026-06-05,1-3个月,no_data,skip
SSS013,领久恒峰A期私募证券投资基金,2026-06-05,6.618000,,,2026-06-05,1-3个月,no_data,skip
SSU669,图灵进取中证500指数增强1号私募证券投资基金,2026-06-05,1.907500,,,2026-06-05,1-3个月,no_data,skip
SSU926,绰瑞北岳25号私募证券投资基金,2026-06-05,1.263500,,,2026-06-05,1-3个月,no_data,skip
SSX423,景上源星辰3号私募证券投资基金,2026-06-05,1.025600,,,2026-06-05,1-3个月,no_data,skip
ST1723,泛涵正元2号私募证券投资基金,2026-06-05,1.651100,2017-05-04,1.000000,2026-06-05,1-3个月,ok,update_slow
STA170,绰瑞北岳28号私募证券投资基金,2026-06-05,1.195000,,,2026-06-05,1-3个月,no_data,skip
STB484,楷双昆仑9号私募证券投资基金,2026-06-05,0.935500,,,2026-06-05,1-3个月,no_data,skip
STB887,明钺美丽中国股票母基金私募证券投资基金,2026-06-05,1.903900,2024-07-19,0.937100,2026-06-05,1-3个月,ok,update_slow
STC174,微观博易-驰风私募证券投资基金,2026-06-05,1.131700,2026-01-23,1.097100,2026-06-05,1-3个月,ok,update_slow
STC177,微观博易-春枫二号私募证券投资基金,2026-06-05,1.100600,2021-11-23,1.000000,2026-06-05,1-3个月,ok,update_slow
STE226,阿巴马瑞雪丰年量化精选私募证券投资基金,2026-06-05,2.021400,,,2026-06-05,1-3个月,no_data,skip
STG276,图灵安享沪深300指数增强1号私募证券投资基金,2026-06-05,1.577900,,,2026-06-05,1-3个月,no_data,skip
STJ622,世纪前沿金选沪深300指数增强1号私募证券投资基金,2026-06-05,1.184000,,,2026-06-05,1-3个月,no_data,skip
STJ684,德贝安享私募证券投资基金,2026-06-05,1.114000,2024-07-19,1.135000,2026-06-05,1-3个月,ok,update_slow
STK719,宽投千帆私募证券投资基金,2026-06-05,1.644000,2024-07-19,0.808000,2026-06-05,1-3个月,ok,update_slow
STL278,时代复兴微正则1号私募证券投资基金,2026-06-05,1.280600,2024-01-19,1.028700,2026-06-05,1-3个月,ok,update_slow
STR573,御澜千川1号私募证券投资基金,2026-06-05,1.547000,,,2026-06-05,1-3个月,no_data,skip
STR959,千朔中证1000指增一号A期私募证券投资基金,2026-06-05,2.344000,,,2026-06-05,1-3个月,no_data,skip
STS025,玄元元增15号私募证券投资基金,2026-06-05,1.705600,,,2026-06-05,1-3个月,no_data,skip
STS689,凡二量化沪深300增强1号私募证券投资基金,2026-06-05,1.613600,,,2026-06-05,1-3个月,no_data,skip
STT058,银叶量化进取7号私募证券投资基金,2026-06-05,1.775700,,,2026-06-05,1-3个月,no_data,skip
STT076,中邮永安嘉禾成长三号私募证券投资基金,2026-06-05,1.050600,2022-02-08,1.000000,2026-06-05,1-3个月,ok,update_slow
STV510,涌涵飒露紫1号私募证券投资基金,2026-06-05,0.815500,2023-12-08,1.099400,2026-06-05,1-3个月,ok,update_slow
SVC512,艾悉财赋6号私募证券投资基金,2026-06-05,1.967500,2026-02-13,1.991300,2026-06-05,1-3个月,ok,update_slow
SVD360,上海高恩价值策略1号私募证券投资基金,2026-06-05,2.083000,2024-07-26,1.505000,2026-06-05,1-3个月,ok,update_slow
SVD559,京华世家远扬股票精选私募证券投资基金,2026-06-05,1.140500,2025-02-07,1.139300,2026-06-05,1-3个月,ok,update_slow
SVK134,泛涵泰阳3号私募证券投资基金,2026-06-05,1.209100,2022-04-12,1.000000,2026-06-05,1-3个月,ok,update_slow
SVM504,量客中宇九号私募证券投资基金,2026-06-05,0.836600,2024-07-19,1.042800,2026-06-05,1-3个月,ok,update_slow
SVP343,罗维盈安增强2号尊享2号私募证券投资基金,2026-06-05,1.680000,,,2026-06-05,1-3个月,no_data,skip
SVP768,千衍三涛3号私募证券投资基金,2026-06-05,1.311300,,,2026-06-05,1-3个月,no_data,skip
SVQ792,中邮永安天府一号私募证券投资基金,2026-06-05,1.038600,2022-06-21,1.000000,2026-06-05,1-3个月,ok,update_slow
SVT259,顽岩中证2000指数增强1号私募证券投资基金,2026-06-05,3.592200,2022-06-16,1.000000,2026-06-05,1-3个月,ok,update_slow
SVW959,华安合鑫大成长二期私募证券投资基金,2026-06-05,1.036300,,,2026-06-05,1-3个月,no_data,skip
SVZ009,铭跃行远均衡一号私募证券投资基金,2026-06-05,0.993000,,,2026-06-05,1-3个月,no_data,skip
SVZ237,顽岩量化对冲2号私募证券投资基金,2026-06-05,1.403900,2022-12-23,1.060500,2026-06-05,1-3个月,ok,update_slow
SVZ471,理博2号500私募证券投资基金,2026-06-05,1.324500,,,2026-06-05,1-3个月,no_data,skip
SVZ904,凯瑞2号臻选私募证券投资基金,2026-06-05,1.161000,2022-08-08,1.000000,2026-06-05,1-3个月,ok,update_slow
SW0500,宽投量化三号私募投资基金,2026-06-05,1.484300,2023-10-17,1.356000,2026-06-05,1-3个月,ok,update_slow
SW7103,华安合鑫稳健一期私募投资基金,2026-06-05,6.942000,,,2026-06-05,1-3个月,no_data,skip
SXA398,安值青峰量化1号私募证券投资基金,2026-06-05,1.253800,,,2026-06-05,1-3个月,no_data,skip
SXA895,凯读投资君怡3号私募证券投资基金,2026-06-05,1.422700,,,2026-06-05,1-3个月,no_data,skip
SXC412,顽岩量化对冲10号私募证券投资基金,2026-06-05,1.353700,2022-09-02,1.000000,2026-06-05,1-3个月,ok,update_slow
SXD399,九坤千舆中证1000指数增强专享8号私募证券投资基金,2026-06-05,1.242200,,,2026-06-05,1-3个月,no_data,skip
SXE147,正定进取8号私募证券投资基金,2026-06-05,2.721700,,,2026-06-05,1-3个月,no_data,skip
SXE457,和棋尊享8号私募证券投资基金,2026-06-05,2.074600,2024-06-28,1.067900,2026-06-05,1-3个月,ok,update_slow
SXF514,涌涵海昇1号私募证券投资基金,2026-06-05,0.865700,2023-12-08,1.054000,2026-06-05,1-3个月,ok,update_slow
SXG907,捷荆天策15号,2026-06-05,1.031000,2026-05-22,1.033000,2026-06-05,1-3个月,no_data,skip
SXJ879,鲸睿新艺9号私募证券投资基金,2026-06-05,1.106600,2024-07-19,1.003200,2026-06-05,1-3个月,ok,update_slow
SXL184,卓胜500量化对冲三号私募证券投资基金,2026-06-05,0.907200,,,2026-06-05,1-3个月,no_data,skip
SXL927,嘉懿瑾瑜私募证券投资基金,2026-06-05,1.111200,,,2026-06-05,1-3个月,no_data,skip
SXM158,中邮永安恒宏一号私募证券投资基金,2026-06-05,1.144200,2022-10-26,1.000000,2026-06-05,1-3个月,ok,update_slow
SXN088,古曲祥辰1号私募证券投资基金,2026-06-05,4.540700,2022-10-21,1.000000,2026-06-05,1-3个月,ok,update_slow
SXQ503,量创全天候元语9号私募证券投资基金,2026-06-05,1.583600,,,2026-06-05,1-3个月,no_data,skip
