beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_inception_date,fof99_fund_state,fof99_fund_type,fof99_strategy_one,fof99_strategy_two,in_private_fund_info,list_product_name,list_nav_date,list_nav,table_bucket,in_amac,amac_fund_name,amac_working_state,amac_fund_type,amac_manager,missing_reason
SAAD23,浅行多策略对冲1号私募证券投资基金,浅行多策略对冲1号,海南浅行,2026-09-01,1.1959,2023-08-24,1,2,多资产策略,复合策略,yes,浅行多策略对冲1号私募证券投资基金,,,null_nav_date,yes,浅行多策略对冲1号私募证券投资基金,正在运作,私募证券投资基金,浅行私募基金管理（海南）有限公司,in_table_null_latest_nav_date
J7586A,少数派天天宝1号私募证券投资基金A类份额,少数派天天宝1号A类,上海少薮派投资,2026-09-01,1.0472,2016-05-12,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BWF81A,微观博易-黎夏中证500指增二十一号私募证券投资基金A类份额,微观博易-黎夏中证500指增二十一号A类,北京微观博易,2026-09-01,0.9322,2026-06-05,1,2,股票多头,500指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BBC22B,磐鹰和鸣1号私募证券投资基金B类份额,磐鹰和鸣1号B类,上海磐鹰,2026-09-01,0.933,2025-07-10,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AZU82A,湘禾十一号私募证券投资基金A类份额,湘禾十一号A类,上海湘禾投资,2026-09-01,1.0597,2025-06-26,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AZG26A,星际方华ETF择时量选33号私募证券投资基金A类份额,星际方华ETF择时量选33号A类,长兴星际,2026-09-01,1.1475,2025-07-25,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AHC98A,文谛量化中证1000指数增强私募证券投资基金A类份额,文谛量化中证1000指数增强A类,上海文谛资管,2026-09-01,1.4995,2024-02-29,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ADS30A,湘禾美丽人生私募证券投资基金A类份额,湘禾美丽人生A类,上海湘禾投资,2026-09-01,0.8759,2023-12-20,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AAD23A,浅行多策略对冲1号私募证券投资基金A类份额,浅行多策略对冲1号A类,海南浅行,2026-09-01,1.1851,2023-08-24,1,2,多资产策略,复合策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ZXD202604200000004310,中信信托·丰泰稳嘉7号金融投资信托计划,中信信托·丰泰稳嘉7号,中信信托,2026-08-31,1.0039,2026-06-01,1,2,组合策略,FOF,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ZV177A,熙盛睿远进取私募证券投资基金A类份额,熙盛睿远进取A类,上海熙盛明诚,2026-08-31,1.1931,2023-04-10,1,2,股票多头,可转债多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ZS825B,上衍投资长裕1号FOF私募证券投资基金B类份额,上衍投资长裕1号FOFB类,上海上衍,2026-08-31,1.3159,2023-03-31,1,2,组合策略,FOF,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ZG753A,嘉和传承精研一期私募证券投资基金A类份额,嘉和传承精研一期A类,上海嘉和传承,2026-08-31,1.1494,2023-02-13,1,2,期货策略,主观期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ZB966A,玉数涵瑞中证1000指数增强一号私募证券投资基金A类份额,玉数涵瑞中证1000指数增强一号A类,上海玉数投资,2026-08-31,1.1463,2023-01-06,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ZA887B,恒穗基业常青-家族专享六号私募证券投资基金B类份额,恒穗基业常青-家族专享六号B类,上海恒穗投资,2026-08-31,1.8413,2023-07-31,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
XX122B,时代复兴500劲增一号私募证券投资基金B类份额,时代复兴500劲增一号B类,北京时代复兴投资,2026-08-31,1.6896,2022-12-29,1,2,股票多头,500指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
XP674A,会世丰盈多策略1号私募证券投资基金A类份额,会世丰盈多策略1号A类,上海会世,2026-08-31,1.5598,2022-10-26,1,2,期货策略,量化期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
XE364A,嘉策百煅十一号私募证券投资基金A类份额,嘉策百煅十一号A类,上海嘉策百煅,2026-08-31,1.5067,2022-08-26,1,2,股票对冲,股票T0,no,,,,not_in_table,no,,,,,not_in_private_fund_info
XE291A,谷启君怡CTA1号私募证券投资基金A类,谷启君怡CTA1号A类,武汉谷启,2026-08-31,1.291,2022-09-01,1,2,期货策略,主观期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
X4689B,开思专选私募证券投资基金B类份额,开思专选B类,上海开思,2026-08-31,7.1965,2017-09-28,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
VX476A,方圆鑫启明星一号私募证券投资基金A类份额,方圆鑫启明星一号A类,深圳方圆鑫,2026-08-31,0.7718,2022-07-28,1,2,多资产策略,复合策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
VT375C,今通今虎添翼中性私募证券投资基金C类份额,今通今虎添翼中性C类,上海今通投资,2026-08-31,1.428,2022-06-10,1,2,股票对冲,股票市场中性,no,,,,not_in_table,no,,,,,not_in_private_fund_info
TV726A,宏翼期权套利2号私募证券投资基金A类份额,宏翼期权套利2号A类,上海宏翼,2026-08-31,1.258,2022-02-10,1,2,期权策略,场内期权,no,,,,not_in_table,no,,,,,not_in_private_fund_info
TQ517B,诚熠丰源3号私募证券投资基金B类份额,诚熠丰源3号B类,上海诚熠,2026-08-31,1.19,2022-01-07,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
TG790A,宏桥组合一号私募证券投资基金A类份额,宏桥组合一号A类,烟台宏桥,2026-08-31,1.8971,2021-11-29,1,2,组合策略,FOF,no,,,,not_in_table,no,,,,,not_in_private_fund_info
TF354A,云阳二期私募证券投资基金A类份额,云阳二期A类,苏州云阳宜品投资,2026-08-31,1.1788,2022-01-06,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
SZY001,磐厚动量-远翔5号私募证券投资基金,磐厚动量-远翔5号,上海磐厚动量资管,2026-08-31,1.0986,2023-05-19,1,2,股票多头,主观多头,yes,磐厚动量-远翔5号私募证券投资基金,,,null_nav_date,yes,磐厚动量-远翔5号私募证券投资基金,正在运作,,磐厚动量(上海)资本管理有限公司,in_table_null_latest_nav_date
SZU980,融政创沅2号私募证券投资基金,融政创沅2号,广州融政创沅,2026-08-31,1.155,2023-04-06,1,2,股票多头,主观多头,yes,融政创沅2号私募证券投资基金,,,null_nav_date,yes,融政创沅2号私募证券投资基金,正在运作,,广州融政创沅私募证券投资基金管理有限公司,in_table_null_latest_nav_date
SZR251,睿凝乾德中证2000进取型指数增强私募证券投资基金,睿凝乾德中证2000进取型指数增强,北京睿凝,2026-08-31,1.352,2023-03-23,1,2,股票多头,2000指增,yes,睿凝乾德中证2000进取型指数增强私募证券投资基金,,,null_nav_date,yes,睿凝乾德中证2000进取型指数增强私募证券投资基金,正在运作,,北京睿凝私募基金管理有限公司,in_table_null_latest_nav_date
SZR213,中润东方禾元实业私募证券投资基金,中润东方禾元实业,深圳中润东方资管,2026-08-31,1.0505,2023-04-11,1,2,组合策略,FOF,yes,中润东方禾元实业私募证券投资基金,,,null_nav_date,yes,中润东方禾元实业私募证券投资基金,正在运作,,深圳市中润东方资产管理有限公司,in_table_null_latest_nav_date
SZQ690,理石秃鹫3号私募证券投资基金,理石秃鹫3号,上海理石投资,2026-08-31,1.0429,2023-03-24,1,2,债券策略,信用债,yes,理石秃鹫3号私募证券投资基金,,,null_nav_date,yes,理石秃鹫3号私募证券投资基金,正在运作,,上海理石投资管理有限公司,in_table_null_latest_nav_date
SZN440,和合珑德3号私募证券投资基金,和合珑德3号,深圳和合易泰,2026-08-31,0.77,2023-11-09,1,2,股票多头,主观多头,yes,和合珑德3号私募证券投资基金,,,null_nav_date,yes,和合珑德3号私募证券投资基金,正在运作,私募证券投资基金,深圳和合易泰私募证券基金管理有限公司,in_table_null_latest_nav_date
SZM085,添益日冕CTA1号私募证券投资基金,添益日冕CTA1号,上海添益,2026-08-31,1.1229,2023-03-17,1,2,期货策略,量化期货,yes,添益日冕CTA1号私募证券投资基金,,,null_nav_date,yes,添益日冕CTA1号私募证券投资基金,正在运作,,上海添益私募基金管理有限责任公司,in_table_null_latest_nav_date
SZL779,景曦长盛一号私募证券投资基金,景曦长盛一号,安徽景曦,2026-08-31,2.7255,2023-03-09,1,2,股票多头,主观多头,yes,景曦长盛一号私募证券投资基金,,,null_nav_date,yes,景曦长盛一号私募证券投资基金,正在运作,,安徽景曦私募基金管理有限公司,in_table_null_latest_nav_date
SZL378,和常同舟一号私募证券投资基金,和常同舟一号,上海和常投资,2026-08-31,1.3717,2023-02-27,1,2,多资产策略,复合策略,yes,和常同舟一号私募证券投资基金,,,null_nav_date,yes,和常同舟一号私募证券投资基金,正在运作,,上海和常投资管理有限公司,in_table_null_latest_nav_date
SZJ561,嘉和传承行稳致远FOF二期私募证券投资基金,嘉和传承行稳致远FOF二期,上海嘉和传承,2026-08-31,1.0556,2023-06-08,1,2,组合策略,FOF,yes,嘉和传承行稳致远FOF二期私募证券投资基金,,,null_nav_date,yes,嘉和传承行稳致远FOF二期私募证券投资基金,正在运作,,上海嘉和传承私募基金管理有限公司,in_table_null_latest_nav_date
SZJ258,至坤繁星咬金1号私募证券投资基金,至坤繁星咬金1号,上海梵星,2026-08-31,1.8632,2023-02-20,1,2,股票多头,主观多头,yes,至坤繁星咬金1号私募证券投资基金,,,null_nav_date,yes,至坤繁星咬金1号私募证券投资基金,正在运作,,上海梵星私募基金管理有限公司,in_table_null_latest_nav_date
SZH407,新方程平衡策略优选私募证券投资基金,新方程平衡策略优选,上海新方程,2026-08-31,0.9946,2023-02-20,1,2,组合策略,FOF,yes,新方程平衡策略优选私募证券投资基金,,,null_nav_date,yes,新方程平衡策略优选私募证券投资基金,正在运作,,上海新方程私募基金管理有限公司,in_table_null_latest_nav_date
SZE372,崇正致远三号私募证券投资基金,崇正致远三号,广州崇正,2026-08-31,1.5671,2023-02-06,1,2,股票多头,主观多头,yes,崇正致远三号私募证券投资基金,,,null_nav_date,yes,崇正致远三号私募证券投资基金,正在运作,,广州崇正私募证券投资基金管理有限公司,in_table_null_latest_nav_date
SZE124,展鹏创享21号私募证券投资基金,展鹏创享21号,青岛展鹏,2026-08-31,1.0648,2023-04-18,1,2,组合策略,FOF,yes,展鹏创享21号私募证券投资基金,,,null_nav_date,yes,展鹏创享21号私募证券投资基金,正在运作,,青岛展鹏私募基金管理有限公司,in_table_null_latest_nav_date
SY9543,景林致远基金专享私募子基金JFZ1期,景林致远基金专享私募子基金JFZ1期,上海景林资管,2026-08-31,3.4802,2018-07-11,1,2,股票多头,主观多头,yes,景林致远基金专享私募子基金JFZ1期,,,null_nav_date,yes,景林致远基金专享私募子基金JFZ1期,正在运作,,上海景林资产管理有限公司,in_table_null_latest_nav_date
SY1044,钱塘希瓦小牛2号私募基金,钱塘希瓦小牛2号,海南希瓦,2026-08-31,2.6624,2017-11-23,1,2,股票多头,主观多头,yes,钱塘希瓦小牛2号私募基金,,,null_nav_date,yes,钱塘希瓦小牛2号私募基金,正在运作,,海南希瓦私募基金管理有限责任公司,in_table_null_latest_nav_date
SXZ235,玖润启航6号私募证券投资基金,玖润启航6号,西安玖润投资,2026-08-31,1.105,2022-12-29,1,2,股票多头,主观多头,yes,玖润启航6号私募证券投资基金,,,null_nav_date,yes,玖润启航6号私募证券投资基金,正在运作,私募证券投资基金,西安玖润投资管理有限公司,in_table_null_latest_nav_date
SXX122,时代复兴500劲增一号私募证券投资基金,时代复兴500劲增一号,北京时代复兴投资,2026-08-31,1.6868,2022-12-29,1,2,股票多头,500指增,yes,时代复兴500劲增一号私募证券投资基金,,,null_nav_date,yes,时代复兴500劲增一号私募证券投资基金,正在运作,,北京时代复兴投资管理有限公司,in_table_null_latest_nav_date
SXW503,汉马无为衍生型组合私募证券投资基金,汉马无为衍生型组合,广州汉马,2026-08-31,1.2761,2022-12-05,1,2,组合策略,FOF,yes,汉马无为衍生型组合私募证券投资基金,,,null_nav_date,yes,汉马无为衍生型组合私募证券投资基金,正在运作,,广州汉马私募基金管理有限公司,in_table_null_latest_nav_date
SXW027,金通方嘉年华私募证券投资基金,金通方嘉年华,重庆金通方,2026-08-31,1.0858,2022-12-12,1,2,期货策略,量化期货,yes,金通方嘉年华私募证券投资基金,,,null_nav_date,yes,金通方嘉年华私募证券投资基金,正在运作,,重庆金通方私募证券投资基金管理有限公司,in_table_null_latest_nav_date
SXU665,海辉华盛砺锋-恒强私募证券投资基金,海辉华盛砺锋-恒强,广东海辉华盛证券投资,2026-08-31,1.1956,2022-11-18,1,2,股票多头,主观多头,yes,海辉华盛砺锋-恒强私募证券投资基金,,,null_nav_date,yes,海辉华盛砺锋-恒强私募证券投资基金,正在运作,,广东海辉华盛证券投资基金管理有限公司,in_table_null_latest_nav_date
SXU628,海辉华盛砺锋-恒顺私募证券投资基金,海辉华盛砺锋-恒顺,广东海辉华盛证券投资,2026-08-31,1.0256,2022-11-21,1,2,股票多头,300指增,yes,海辉华盛砺锋-恒顺私募证券投资基金,,,null_nav_date,yes,海辉华盛砺锋-恒顺私募证券投资基金,正在运作,,广东海辉华盛证券投资基金管理有限公司,in_table_null_latest_nav_date
SXR755,乾瓴成长有方私募证券投资基金,乾瓴成长有方,北京乾瓴,2026-08-31,1.5729,2022-11-04,1,2,多资产策略,复合策略,yes,乾瓴成长有方私募证券投资基金,,,null_nav_date,yes,乾瓴成长有方私募证券投资基金,正在运作,,北京乾瓴私募基金管理有限公司,in_table_null_latest_nav_date
SXP895,一三一风火轮3号私募证券投资基金,一三一风火轮3号,南京一三一,2026-08-31,1.4555,2022-10-26,1,2,期货策略,量化期货,yes,一三一风火轮3号私募证券投资基金,,,null_nav_date,yes,一三一风火轮3号私募证券投资基金,正在运作,,南京一三一私募基金管理有限公司,in_table_null_latest_nav_date
SXP674,会世丰盈多策略1号私募证券投资基金,会世丰盈多策略1号,上海会世,2026-08-31,1.6121,2022-10-26,1,2,期货策略,量化期货,yes,会世丰盈多策略1号私募证券投资基金,,,null_nav_date,yes,会世丰盈多策略1号私募证券投资基金,正在运作,,上海会世私募基金管理有限公司,in_table_null_latest_nav_date
SXP272,众壹资产量合专享5号私募证券投资基金,众壹资产量合专享5号,上海众壹,2026-08-31,1.0143,2022-10-21,1,2,期货策略,量化期货,yes,众壹资产量合专享5号私募证券投资基金,,,null_nav_date,yes,众壹资产量合专享5号私募证券投资基金,正在运作,,上海众壹私募基金管理有限公司,in_table_null_latest_nav_date
SXJ539,岚湖丰泽1号二期联接一期私募证券投资基金,岚湖丰泽1号二期联接一期,岚湖基金,2026-08-31,1.0444,2022-10-14,1,2,债券策略,信用债,yes,岚湖丰泽1号二期联接一期私募证券投资基金,,,null_nav_date,yes,岚湖丰泽1号二期联接一期私募证券投资基金,正在运作,,海南岚湖私募基金管理有限公司,in_table_null_latest_nav_date
SXJ212,钜融臻好1号私募证券投资基金,钜融臻好1号,中海外钜融资管,2026-08-31,0.9713,2022-09-23,1,2,债券策略,债券复合,yes,钜融臻好1号私募证券投资基金,,,null_nav_date,yes,钜融臻好1号私募证券投资基金,正在运作,,中海外钜融资产管理集团有限公司,in_table_null_latest_nav_date
SXE887,乾弘锐享成长五期私募证券投资基金,乾弘锐享成长五期,宁波乾弘久盛资管,2026-08-31,2.004,2023-01-09,1,2,股票对冲,股票多空,yes,乾弘锐享成长五期私募证券投资基金,,,null_nav_date,yes,乾弘锐享成长五期私募证券投资基金,正在运作,私募证券投资基金,宁波乾弘久盛资产管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SXE291,谷启君怡CTA1号私募证券投资基金,谷启君怡CTA1号,武汉谷启,2026-08-31,1.3,2022-09-01,1,2,期货策略,主观期货,yes,谷启君怡CTA1号私募证券投资基金,,,null_nav_date,yes,谷启君怡CTA1号私募证券投资基金,正在运作,,武汉谷启私募基金有限公司,in_table_null_latest_nav_date
SXD101,帆贝红利私募证券投资基金,帆贝红利,北京帆贝投资,2026-08-31,1.225,2022-08-23,1,2,股票多头,主观多头,yes,帆贝红利私募证券投资基金,,,null_nav_date,yes,帆贝红利私募证券投资基金,正在运作,,北京帆贝投资管理有限公司,in_table_null_latest_nav_date
SXC467,万方进取1号私募证券投资基金,万方进取1号,珠海横琴万方,2026-08-31,1.8517,2022-08-18,1,2,股票多头,主观多头,yes,万方进取1号私募证券投资基金,,,null_nav_date,yes,万方进取1号私募证券投资基金,正在运作,,珠海横琴万方私募基金管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SX9834,磐厚动量-旅行者2号私募证券投资基金,磐厚动量-旅行者2号,上海磐厚动量资管,2026-08-31,2.428,2017-11-10,1,2,股票多头,主观多头,yes,磐厚动量-旅行者2号私募基金,,,null_nav_date,yes,磐厚动量-旅行者2号私募证券投资基金,正在运作,,磐厚动量(上海)资本管理有限公司,in_table_null_latest_nav_date
SX6344,望正精英鹏辉3号私募证券投资基金,望正精英鹏辉3号,深圳望正资管,2026-08-31,3.0767,2017-12-25,1,2,股票多头,主观多头,yes,望正精英鹏辉3号私募证券投资基金,,,null_nav_date,yes,望正精英鹏辉3号私募证券投资基金,正在运作,,深圳望正资产管理有限公司,in_table_null_latest_nav_date
SX3888,新方程宏量2号私募投资基金,新方程宏量2号,上海新方程,2026-08-31,2.31,2017-09-28,1,2,期货策略,量化期货,yes,新方程宏量2号私募投资基金,,,null_nav_date,yes,新方程宏量2号私募投资基金,正在运作,,上海新方程私募基金管理有限公司,in_table_null_latest_nav_date
SX3879,理石股票优选一号私募基金,理石股票优选一号,上海理石投资,2026-08-31,1.9951,2017-10-11,1,2,股票多头,主观多头,yes,理石股票优选一号私募基金,,,null_nav_date,yes,理石股票优选一号私募基金,正在运作,,上海理石投资管理有限公司,in_table_null_latest_nav_date
SW8805,新方程宏量1号私募投资基金,新方程宏量1号,上海新方程,2026-08-31,2.398,2017-09-13,1,2,期货策略,量化期货,yes,新方程宏量1号私募投资基金,,,null_nav_date,yes,新方程宏量1号私募投资基金,正在运作,,上海新方程私募基金管理有限公司,in_table_null_latest_nav_date
SW7799,磐厚动量-远翔1号私募基金,磐厚动量-远翔1号,上海磐厚动量资管,2026-08-31,1.0898,2017-09-25,1,2,股票多头,主观多头,yes,磐厚动量-远翔1号私募基金,,,null_nav_date,yes,磐厚动量-远翔1号私募基金,正在运作,,磐厚动量(上海)资本管理有限公司,in_table_null_latest_nav_date
SW2769,理石秃鹫1号私募证券投资基金,理石秃鹫1号,上海理石投资,2026-08-31,1.2151,2017-08-18,1,2,债券策略,信用债,yes,理石秃鹫1号私募证券投资基金,,,null_nav_date,yes,理石秃鹫1号私募证券投资基金,正在运作,,上海理石投资管理有限公司,in_table_null_latest_nav_date
SW0711,景林丰收3号基金专享私募子基金B期,景林丰收3号基金专享私募子基金B期,上海景林资管,2026-08-31,2.7588,2017-12-29,1,2,股票多头,主观多头,yes,景林丰收3号基金专享私募子基金B期,,,null_nav_date,yes,景林丰收3号基金专享私募子基金B期,正在运作,,上海景林资产管理有限公司,in_table_null_latest_nav_date
SVZ730,果实心选趋势A期私募证券投资基金,果实心选趋势A期,海南果实,2026-08-31,0.805,2022-07-21,1,2,股票多头,主观多头,yes,果实心选趋势A期私募证券投资基金,,,null_nav_date,yes,果实心选趋势A期私募证券投资基金,正在运作,,海南果实私募基金管理有限公司,in_table_null_latest_nav_date
SVX476,方圆鑫启明星一号私募证券投资基金,方圆鑫启明星一号,深圳方圆鑫,2026-08-31,0.7718,2022-07-28,1,2,多资产策略,复合策略,yes,方圆鑫启明星一号私募证券投资基金,,,null_nav_date,yes,方圆鑫启明星一号私募证券投资基金,正在运作,,深圳市方圆鑫私募证券基金管理有限公司,in_table_null_latest_nav_date
SVW926,新方程大类配置平衡型五号私募证券投资基金,新方程大类配置平衡型五号,上海新方程,2026-08-31,1.278,2022-07-28,1,2,组合策略,FOF,yes,新方程大类配置平衡型五号私募证券投资基金,,,null_nav_date,yes,新方程大类配置平衡型五号私募证券投资基金,正在运作,,上海新方程私募基金管理有限公司,in_table_null_latest_nav_date
SVT693,康盛全球科技成长私募证券投资基金,康盛全球科技成长,上海康盛,2026-08-31,1.9217,2022-06-13,1,2,股票多头,主观多头,yes,康盛全球科技成长私募证券投资基金,,,null_nav_date,yes,康盛全球科技成长私募证券投资基金,正在运作,,上海康盛私募基金管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SVT375,今通今虎添翼中性私募证券投资基金,今通今虎添翼中性,上海今通投资,2026-08-31,1.428,2022-06-10,1,2,股票对冲,股票市场中性,yes,今通今虎添翼中性私募证券投资基金,,,null_nav_date,yes,今通今虎添翼中性私募证券投资基金,正在运作,,上海今通投资管理有限公司,in_table_null_latest_nav_date
SVS728,量客1000指增私募证券投资基金,量客1000指增,上海量客,2026-08-31,1.198,2022-09-22,1,2,股票多头,1000指增,yes,量客1000指增私募证券投资基金,,,null_nav_date,yes,量客1000指增私募证券投资基金,正在运作,,上海量客私募基金管理有限公司,in_table_null_latest_nav_date
SVR195,万方精选1号私募证券投资基金,万方精选1号,珠海横琴万方,2026-08-31,1.5163,2022-05-20,1,2,组合策略,FOF,yes,万方精选1号私募证券投资基金,,,null_nav_date,yes,万方精选1号私募证券投资基金,正在运作,,珠海横琴万方私募基金管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SVQ977,富腾成长1号私募证券投资基金,富腾成长1号,深圳富腾,2026-08-31,0.642,2022-06-21,1,2,股票多头,主观多头,yes,富腾成长1号私募证券投资基金,,,null_nav_date,yes,富腾成长1号私募证券投资基金,正在运作,,深圳市富腾私募证券基金管理有限公司,in_table_null_latest_nav_date
SVP723,鼎世红利私募证券投资基金,鼎世红利,嘉兴鼎世永聚投资,2026-08-31,2.263,2022-07-13,1,2,股票多头,主观多头,yes,鼎世红利私募证券投资基金,,,null_nav_date,yes,鼎世红利私募证券投资基金,正在运作,,嘉兴鼎世永聚投资管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SVN842,传家堡静远长青私募证券投资基金,传家堡静远长青,北京传家堡资管,2026-08-31,1.2077,2022-09-14,1,2,股票对冲,股票多空,yes,传家堡静远长青私募证券投资基金,,,null_nav_date,yes,传家堡静远长青私募证券投资基金,正在运作,,北京传家堡资产管理有限公司,in_table_null_latest_nav_date
SVJ982,博瑞安鑫1号私募证券投资基金,博瑞安鑫1号,海南博瑞,2026-08-31,0.882,2022-07-05,1,2,其他,,yes,博瑞安鑫1号私募证券投资基金,,,null_nav_date,yes,博瑞安鑫1号私募证券投资基金,正在运作,,博瑞私募基金管理（海南）有限公司,in_table_null_latest_nav_date
SVG556,凯洲云浩四通6号私募证券投资基金,凯洲云浩四通6号,深圳前海凯洲资管,2026-08-31,1.0234,2023-03-06,1,2,股票多头,主观多头,yes,凯洲云浩四通6号私募证券投资基金,,,null_nav_date,yes,凯洲云浩四通6号私募证券投资基金,正在运作,,深圳市前海凯洲资产管理有限公司,in_table_null_latest_nav_date
SVE486,众赢同力3号私募证券投资基金,众赢同力3号,珠海众合创赢金融投资,2026-08-31,1.0448,2025-12-19,1,2,股票多头,,yes,众赢同力3号私募证券投资基金,,,null_nav_date,yes,众赢同力3号私募证券投资基金,正在运作,私募证券投资基金,珠海众合创赢金融投资合伙企业（有限合伙）,in_table_null_latest_nav_date
SVD044,逸原12号私募证券投资基金,逸原12号,北京逸原达投资,2026-08-31,3.399,2022-03-01,1,2,股票多头,主观多头,yes,逸原12号私募证券投资基金,,,null_nav_date,yes,逸原12号私募证券投资基金,正在运作,,北京逸原达投资管理有限公司,in_table_null_latest_nav_date
SVC982,贝叶斯金底进取1号私募证券投资基金,贝叶斯金底进取1号,北京动量时代资管,2026-08-31,1.256,2022-03-15,1,2,多资产策略,复合策略,yes,贝叶斯金底进取1号私募证券投资基金,,,null_nav_date,yes,贝叶斯金底进取1号私募证券投资基金,正在运作,,北京动量时代资产管理有限公司,in_table_null_latest_nav_date
STY825,君榕2号证券投资私募基金,君榕2号,苏州君榕资管,2026-08-31,1.699,2022-08-16,1,2,股票多头,主观多头,yes,君榕2号证券投资私募基金,,,null_nav_date,yes,君榕2号证券投资私募基金,正在运作,,苏州君榕资产管理有限公司,in_table_null_latest_nav_date
STW698,盈至止于至善10号私募证券投资基金,盈至止于至善10号,厦门盈至至善,2026-08-31,1.0688,2022-02-16,1,2,股票多头,主观多头,yes,盈至止于至善10号私募证券投资基金,,,null_nav_date,yes,盈至止于至善10号私募证券投资基金,正在运作,,厦门盈至至善私募基金管理有限公司,in_table_null_latest_nav_date
STS126,新方程大类配置进取型二号私募证券投资基金,新方程大类配置进取型二号,上海新方程,2026-08-31,1.146,2022-04-25,1,2,组合策略,FOF,yes,新方程大类配置进取型二号私募证券投资基金,,,null_nav_date,yes,新方程大类配置进取型二号私募证券投资基金,正在运作,,上海新方程私募基金管理有限公司,in_table_null_latest_nav_date
STQ517,诚熠丰源3号私募证券投资基金,诚熠丰源3号,上海诚熠,2026-08-31,1.2,2022-01-07,1,2,股票多头,主观多头,yes,诚熠丰源3号私募证券投资基金,,,null_nav_date,yes,诚熠丰源3号私募证券投资基金,正在运作,,上海诚熠私募基金管理中心（有限合伙）,in_table_null_latest_nav_date
STP163,新方程大类配置平衡型三号私募证券投资基金,新方程大类配置平衡型三号,上海新方程,2026-08-31,1.195,2022-01-12,1,2,组合策略,FOF,yes,新方程大类配置平衡型三号私募证券投资基金,,,null_nav_date,yes,新方程大类配置平衡型三号私募证券投资基金,正在运作,,上海新方程私募基金管理有限公司,in_table_null_latest_nav_date
STN455,中证乾元拾贝一号私募证券投资基金,中证乾元拾贝一号,中证乾元资管,2026-08-31,4.8806,2022-10-18,1,2,股票多头,主观多头,yes,中证乾元拾贝一号私募证券投资基金,,,null_nav_date,yes,中证乾元拾贝一号私募证券投资基金,正在运作,,中证乾元资本管理有限公司,in_table_null_latest_nav_date
STM193,万方稳利1号A期私募证券投资基金,万方稳利1号A期,珠海横琴万方,2026-08-31,1.5466,2021-12-23,1,2,债券策略,债券复合,yes,万方稳利1号A期私募证券投资基金,,,null_nav_date,yes,万方稳利1号A期私募证券投资基金,正在运作,,珠海横琴万方私募基金管理合伙企业（有限合伙）,in_table_null_latest_nav_date
STK725,万方稳利1号私募证券投资基金,万方稳利1号,珠海横琴万方,2026-08-31,1.6677,2021-12-09,1,2,债券策略,信用债,yes,万方稳利1号私募证券投资基金,,,null_nav_date,yes,万方稳利1号私募证券投资基金,正在运作,,珠海横琴万方私募基金管理合伙企业（有限合伙）,in_table_null_latest_nav_date
STF354,云阳二期私募证券投资基金,云阳二期,苏州云阳宜品投资,2026-08-31,1.1788,2022-01-06,1,2,股票多头,主观多头,yes,云阳二期私募证券投资基金,,,null_nav_date,yes,云阳二期私募证券投资基金,正在运作,,苏州云阳宜品投资管理有限公司,in_table_null_latest_nav_date
STD109,星阔上林16号中证1000指数增强私募证券投资基金,星阔上林16号中证1000指数增强,青岛星阔投资,2026-08-31,1.8695,2021-12-08,1,2,股票多头,1000指增,yes,星阔上林16号中证1000指数增强私募证券投资基金,,,null_nav_date,yes,星阔上林16号中证1000指数增强私募证券投资基金,正在运作,,星阔（青岛）投资管理有限公司,in_table_null_latest_nav_date
