beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_inception_date,fof99_fund_state,fof99_fund_type,fof99_strategy_one,fof99_strategy_two,in_private_fund_info,list_product_name,list_nav_date,list_nav,table_bucket,in_amac,amac_fund_name,amac_working_state,amac_fund_type,amac_manager,missing_reason
SGL274,一村逍遥游私募证券投资基金,一村逍遥游,上海承壹,2026-08-28,1.2129,2020-08-13,1,2,多资产策略,复合策略,yes,一村逍遥游私募证券投资基金,,,null_nav_date,yes,一村逍遥游私募证券投资基金,正在运作,,上海承壹私募基金管理有限公司,in_table_null_latest_nav_date
SGG170,交睿宏珀1号私募证券投资基金,交睿宏珀1号,上海交睿,2026-08-28,1.6438,2019-03-29,1,2,多资产策略,宏观策略,yes,交睿宏珀1号私募证券投资基金,,,null_nav_date,yes,交睿宏珀1号私募证券投资基金,正在运作,,上海交睿私募基金管理有限公司,in_table_null_latest_nav_date
SGB762,翊安厦担可转债1号私募证券投资基金,翊安厦担可转债1号,上海翊安投资,2026-08-28,1.28,2023-05-18,1,2,股票多头,可转债多头,yes,翊安厦担可转债1号私募证券投资基金,,,null_nav_date,yes,翊安厦担可转债1号私募证券投资基金,正在运作,,翊安（上海）投资有限公司,in_table_null_latest_nav_date
SEX315,盛泉恒元量化套利11号私募证券投资基金,盛泉恒元量化套利11号,南京盛泉恒元投资,2026-08-28,1.3799,2019-01-22,1,2,套利策略,混合套利,yes,盛泉恒元量化套利11号私募证券投资基金,,,null_nav_date,yes,盛泉恒元量化套利11号私募证券投资基金,正在运作,,南京盛泉恒元投资有限公司,in_table_null_latest_nav_date
SEJ654,泽玺量化1号私募证券投资基金,泽玺量化1号,上海泽玺资管,2026-08-28,2.7513,2018-08-15,1,2,多资产策略,复合策略,yes,泽玺量化1号私募证券投资基金,,,null_nav_date,yes,泽玺量化1号私募证券投资基金,正在运作,,上海泽玺资产管理有限公司,in_table_null_latest_nav_date
SEG244,东方富银命运1号私募证券投资基金,东方富银命运1号,深圳东方富银投资,2026-08-28,1.2518,2018-08-22,1,2,套利策略,可转债套利,yes,东方富银命运1号可转债混合型私募投资基金,,,null_nav_date,yes,东方富银命运1号私募证券投资基金,正在运作,,深圳市东方富银投资管理有限公司,in_table_null_latest_nav_date
SEF597,福融通厚德1号私募证券投资基金,福融通厚德1号,厦门福融通资管,2026-08-28,2.0132,2018-08-14,1,2,股票多头,主观多头,yes,福融通厚德1号私募证券投资基金,,,null_nav_date,yes,福融通厚德1号私募证券投资基金,正在运作,,厦门福融通资产管理有限公司,in_table_null_latest_nav_date
SEE869,毓颜10号私募证券投资基金,毓颜10号,杭州毓颜投资,2026-08-28,1.469,2018-08-20,1,2,期货策略,量化期货,yes,毓颜10号私募证券投资基金,,,null_nav_date,yes,毓颜10号私募证券投资基金,正在运作,,杭州毓颜投资管理有限公司,in_table_null_latest_nav_date
SEE184,盛泉恒元量化套利12号专项私募证券投资基金,盛泉恒元量化套利12号专项,南京盛泉恒元投资,2026-08-28,1.3853,2018-08-28,1,2,套利策略,股票套利,yes,盛泉恒元量化套利12号专项私募证券投资基金,,,null_nav_date,yes,盛泉恒元量化套利12号专项私募证券投资基金,正在运作,,南京盛泉恒元投资有限公司,in_table_null_latest_nav_date
SE970A,留仁鎏金二十七号私募证券投资基金A类份额,留仁鎏金二十七号A类,上海留仁资产,2026-08-28,1.2328,2022-02-08,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
SD963B,聚宽定制二十七号私募证券投资基金B类份额,聚宽定制二十七号B类,北京聚宽投资,2026-08-28,0.9702,2021-07-21,1,2,股票多头,量化选股,no,,,,not_in_table,no,,,,,not_in_private_fund_info
SCQ869,展博多策略2号-C私募证券投资基金,展博多策略2号-C,深圳展博投资,2026-08-28,0.915,2019-04-02,1,2,股票多头,主观多头,yes,展博多策略2号-C私募证券投资基金,,,null_nav_date,yes,展博多策略2号-C私募证券投资基金,正在运作,,深圳展博投资管理有限公司,in_table_null_latest_nav_date
SCK109,济桓进取2号私募投资基金,济桓进取2号,上海济桓投资,2026-08-28,2.132,2018-04-10,1,2,多资产策略,复合策略,yes,济桓进取2号私募投资基金,,,null_nav_date,yes,济桓进取2号私募投资基金,正在运作,,上海济桓投资管理有限公司,in_table_null_latest_nav_date
SCG028,复胜盛业二号C期私募投资基金,复胜盛业二号C期,上海复胜资管,2026-08-28,5.445,2018-02-01,1,2,股票多头,主观多头,yes,复胜盛业二号C期私募投资基金,,,null_nav_date,yes,复胜盛业二号C期私募投资基金,正在运作,,上海复胜资产管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SCF808,卓银西子1号私募证券投资基金,卓银西子1号,上海卓银,2026-08-28,0.9719,2026-07-16,1,2,股票多头,,yes,卓银西子1号私募证券投资基金,,,null_nav_date,yes,卓银西子1号私募证券投资基金,正在运作,,上海卓银私募基金管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SCF418,源乐晟悦享新晟1号私募证券投资基金,源乐晟悦享新晟1号,西藏源乐晟资管,2026-08-28,4.591,2018-03-02,1,2,股票多头,主观多头,yes,源乐晟悦享新晟1号私募证券投资基金,,,null_nav_date,yes,源乐晟悦享新晟1号私募证券投资基金,正在运作,,西藏源乐晟资产管理有限公司,in_table_null_latest_nav_date
SCA187,磐耀永达私募证券投资基金,磐耀永达,上海磐耀资管,2026-08-28,1.012,2019-04-03,1,2,股票多头,主观多头,yes,磐耀永达私募证券投资基金,,,null_nav_date,yes,磐耀永达私募证券投资基金,正在运作,,上海磐耀资产管理有限公司,in_table_null_latest_nav_date
SBVW91,东源投资乐源2号私募证券投资基金,东源投资乐源2号,天津东源投资,2026-08-28,1.0456,2026-04-16,1,2,期权策略,场内期权,yes,东源投资乐源2号私募证券投资基金,,,null_nav_date,yes,东源投资乐源2号私募证券投资基金,正在运作,私募证券投资基金,东源（天津）股权投资基金管理股份有限公司,in_table_null_latest_nav_date
SBUT89,大岩量化价值精选1号私募证券投资基金,大岩量化价值精选1号,珠海嘉石大岩,2026-08-28,1.0362,2026-04-03,1,2,股票对冲,,yes,大岩量化价值精选1号私募证券投资基金,,,null_nav_date,yes,大岩量化价值精选1号私募证券投资基金,正在运作,私募证券投资基金,珠海嘉石大岩私募证券基金管理有限公司,in_table_null_latest_nav_date
SBUD21,今通金丹千里马进取私募证券投资基金,今通金丹千里马进取,上海今通投资,2026-08-28,0.9649,2026-03-20,1,2,股票多头,1000指增,yes,今通金丹千里马进取私募证券投资基金,,,null_nav_date,yes,今通金丹千里马进取私募证券投资基金,正在运作,私募证券投资基金,上海今通投资管理有限公司,in_table_null_latest_nav_date
SBSY37,今通赤兔红利进取5号私募证券投资基金,今通赤兔红利进取5号,上海今通投资,2026-08-28,1.0076,2026-03-24,1,2,股票多头,红利指增,yes,今通赤兔红利进取5号私募证券投资基金,,,null_nav_date,yes,今通赤兔红利进取5号私募证券投资基金,正在运作,私募证券投资基金,上海今通投资管理有限公司,in_table_null_latest_nav_date
SBRU13,长承美犀私募证券投资基金,长承美犀,深圳市长承,2026-08-28,0.67,2026-02-11,1,2,股票多头,,yes,长承美犀私募证券投资基金,,,null_nav_date,yes,长承美犀私募证券投资基金,正在运作,私募证券投资基金,深圳市长承私募证券基金管理有限公司,in_table_null_latest_nav_date
SBRT04,臻宜秋实壹号FOF私募证券投资基金,臻宜秋实壹号FOF,上海臻宜投资,2026-08-28,0.9699,2026-03-19,1,2,组合策略,FOF,yes,臻宜秋实壹号FOF私募证券投资基金,,,null_nav_date,yes,臻宜秋实壹号FOF私募证券投资基金,正在运作,私募证券投资基金,上海臻宜投资管理有限公司,in_table_null_latest_nav_date
SBRS72,臻财长河1号私募证券投资基金,臻财长河1号,上海臻财,2026-08-28,0.916,2026-02-11,1,2,期货策略,量化期货,yes,臻财长河1号私募证券投资基金,,,null_nav_date,yes,臻财长河1号私募证券投资基金,正在运作,私募证券投资基金,上海臻财私募基金管理有限公司,in_table_null_latest_nav_date
SBRN03,远和可骥多头进取1号私募证券投资基金,远和可骥多头进取1号,杭州远和,2026-08-28,1.0284,2026-02-13,1,2,股票多头,,yes,远和可骥多头进取1号私募证券投资基金,,,null_nav_date,yes,远和可骥多头进取1号私募证券投资基金,正在运作,私募证券投资基金,杭州远和私募基金有限公司,in_table_null_latest_nav_date
SBRL79,纯达沪深300指数增强1号私募证券投资基金,纯达沪深300指数增强1号,上海纯达资管,2026-08-28,0.8308,2026-02-10,1,2,股票多头,300指增,yes,纯达沪深300指数增强1号私募证券投资基金,,,null_nav_date,yes,纯达沪深300指数增强1号私募证券投资基金,正在运作,私募证券投资基金,上海纯达资产管理有限公司,in_table_null_latest_nav_date
SBRG83,七禾中华有为私募证券投资基金,七禾中华有为,杭州七禾新资管,2026-08-28,1.1175,2026-02-05,1,2,期货策略,,yes,七禾中华有为私募证券投资基金,,,null_nav_date,yes,七禾中华有为私募证券投资基金,正在运作,,杭州七禾新资产管理有限公司,in_table_null_latest_nav_date
SBRE76,贝塔瓯越先锋1号私募证券投资基金,贝塔瓯越先锋1号,杭州贝塔投资,2026-08-28,1.0958,2026-02-03,1,2,股票多头,,yes,贝塔瓯越先锋1号私募证券投资基金,,,null_nav_date,yes,贝塔瓯越先锋1号私募证券投资基金,正在运作,私募证券投资基金,杭州贝塔投资管理有限公司,in_table_null_latest_nav_date
SBQY92,高易衡山私募证券投资基金,高易衡山,成都高易,2026-08-28,0.8611,2026-02-02,1,2,股票多头,,yes,高易衡山私募证券投资基金,,,null_nav_date,yes,高易衡山私募证券投资基金,正在运作,私募证券投资基金,成都高易私募基金管理有限公司,in_table_null_latest_nav_date
SBQX41,正瀛广胜智选中证1000指数增强2号私募证券投资基金,正瀛广胜智选中证1000指数增强2号,上海正瀛资管,2026-08-28,1.0581,2026-02-12,1,2,股票多头,1000指增,yes,正瀛广胜智选中证1000指数增强2号私募证券投资基金,,,null_nav_date,yes,正瀛广胜智选中证1000指数增强2号私募证券投资基金,正在运作,私募证券投资基金,上海正瀛资产管理有限公司,in_table_null_latest_nav_date
SBQT54,盛世融邦15号私募证券投资基金,盛世融邦15号,广州盛世融邦,2026-08-28,0.9828,2026-02-06,1,2,股票多头,,yes,盛世融邦15号私募证券投资基金,,,null_nav_date,yes,盛世融邦15号私募证券投资基金,正在运作,私募证券投资基金,盛世融邦（广州）私募证券投资基金管理有限公司,in_table_null_latest_nav_date
SBQT37,广金行远私募证券投资基金,广金行远,广东广金投资,2026-08-28,0.9895,2026-02-09,1,2,股票多头,,yes,广金行远私募证券投资基金,,,null_nav_date,yes,广金行远私募证券投资基金,正在运作,私募证券投资基金,广东广金投资管理有限公司,in_table_null_latest_nav_date
SBQS96,远澜藤松10号私募证券投资基金,远澜藤松10号,上海远澜,2026-08-28,0.9892,2026-02-12,1,2,期货策略,,yes,远澜藤松10号私募证券投资基金,,,null_nav_date,yes,远澜藤松10号私募证券投资基金,正在运作,私募证券投资基金,上海远澜私募基金管理有限公司,in_table_null_latest_nav_date
SBQR35,巨量均衡量选一号私募证券投资基金,巨量均衡量选一号,珠海巨量均衡,2026-08-28,1.1469,2026-02-11,1,2,股票多头,量化选股,yes,巨量均衡量选一号私募证券投资基金,,,null_nav_date,yes,巨量均衡量选一号私募证券投资基金,正在运作,私募证券投资基金,巨量均衡私募证券基金管理（珠海）有限公司,in_table_null_latest_nav_date
SBQP79,南方海慧宝剑一号私募证券投资基金,南方海慧宝剑一号,宁波市南方海慧资管,2026-08-28,0.9821,2026-01-29,1,2,股票多头,,yes,南方海慧宝剑一号私募证券投资基金,,,null_nav_date,yes,南方海慧宝剑一号私募证券投资基金,正在运作,私募证券投资基金,宁波市南方海慧资产管理有限公司,in_table_null_latest_nav_date
SBQP45,君跃飞畅2号私募证券投资基金,君跃飞畅2号,上海君跃,2026-08-28,0.989,2026-01-30,1,2,股票对冲,择时对冲,yes,君跃飞畅2号私募证券投资基金,,,null_nav_date,yes,君跃飞畅2号私募证券投资基金,正在运作,私募证券投资基金,上海君跃私募基金管理有限公司,in_table_null_latest_nav_date
SBQN98,华年A500指数增强7号私募证券投资基金,华年A500指数增强7号,上海华年,2026-08-28,1.1835,2026-02-06,1,2,股票多头,A500指增,yes,华年A500指数增强7号私募证券投资基金,,,null_nav_date,yes,华年A500指数增强7号私募证券投资基金,正在运作,私募证券投资基金,上海华年私募基金管理有限公司,in_table_null_latest_nav_date
SBQN30,品润拓维一号私募证券投资基金,品润拓维一号,浙江品润投资,2026-08-28,1.0653,2026-02-06,1,2,股票多头,,yes,品润拓维一号私募证券投资基金,,,null_nav_date,yes,品润拓维一号私募证券投资基金,正在运作,私募证券投资基金,浙江品润投资管理有限公司,in_table_null_latest_nav_date
SBQC47,伯兄太安私募证券投资基金,伯兄太安,上海伯兄投资,2026-08-28,1.319,2026-02-05,1,2,股票多头,,yes,伯兄太安私募证券投资基金,,,null_nav_date,yes,伯兄太安私募证券投资基金,正在运作,私募证券投资基金,上海伯兄资产管理中心（有限合伙）,in_table_null_latest_nav_date
SBQA86,龙旗红利科技轮动平衡2号私募证券投资基金,龙旗红利科技轮动平衡2号,杭州龙旗科技,2026-08-28,0.9645,2026-01-29,1,2,股票多头,另类多头,yes,龙旗红利科技轮动平衡2号私募证券投资基金,,,null_nav_date,yes,龙旗红利科技轮动平衡2号私募证券投资基金,正在运作,,杭州龙旗科技有限公司,in_table_null_latest_nav_date
SBQA49,衍舟踏浪5号中证1000指增私募证券投资基金,衍舟踏浪5号中证1000指增,海南衍舟,2026-08-28,0.97,2026-02-03,1,2,股票多头,1000指增,yes,衍舟踏浪5号中证1000指增私募证券投资基金,,,null_nav_date,yes,衍舟踏浪5号中证1000指增私募证券投资基金,正在运作,私募证券投资基金,衍舟（海南）私募基金管理有限公司,in_table_null_latest_nav_date
SBPX07,数法日月星辰8号私募证券投资基金,数法日月星辰8号,宁波数法,2026-08-28,0.6505,2026-01-28,1,2,股票多头,,yes,数法日月星辰8号私募证券投资基金,,,null_nav_date,yes,数法日月星辰8号私募证券投资基金,正在运作,私募证券投资基金,宁波数法私募基金管理有限公司,in_table_null_latest_nav_date
SBPX00,数法日月星辰7号私募证券投资基金,数法日月星辰7号,宁波数法,2026-08-28,1.1835,2026-01-27,1,2,股票多头,,yes,数法日月星辰7号私募证券投资基金,,,null_nav_date,yes,数法日月星辰7号私募证券投资基金,正在运作,私募证券投资基金,宁波数法私募基金管理有限公司,in_table_null_latest_nav_date
SBPR82,正仁多资产二号私募证券投资基金,正仁多资产二号,海南正仁,2026-08-28,1.014,2026-02-12,1,2,股票多头,,yes,正仁多资产二号私募证券投资基金,,,null_nav_date,yes,正仁多资产二号私募证券投资基金,正在运作,私募证券投资基金,海南正仁量化私募基金管理有限公司,in_table_null_latest_nav_date
SBPQ94,中和资本6531号私募证券投资基金,中和资本6531号,天津锦绣中和投资,2026-08-28,0.951,2026-01-20,1,2,股票多头,,yes,中和资本6531号私募证券投资基金,,,null_nav_date,yes,中和资本6531号私募证券投资基金,正在运作,私募证券投资基金,锦绣中和（天津）投资管理有限公司,in_table_null_latest_nav_date
SBPP91,持赢一马当先私募证券投资基金,持赢一马当先,南京持赢,2026-08-28,0.877,2026-01-30,1,2,股票多头,,yes,持赢一马当先私募证券投资基金,,,null_nav_date,yes,持赢一马当先私募证券投资基金,正在运作,,南京持赢私募基金管理有限公司,in_table_null_latest_nav_date
SBPP65,华年观享A500指数增强1号私募证券投资基金,华年观享A500指数增强1号,上海华年,2026-08-28,1.117,2026-01-19,1,2,股票多头,A500指增,yes,华年观享A500指数增强1号私募证券投资基金,,,null_nav_date,yes,华年观享A500指数增强1号私募证券投资基金,正在运作,私募证券投资基金,上海华年私募基金管理有限公司,in_table_null_latest_nav_date
SBPM56,招融森荣多资产配置1号私募证券投资基金,招融森荣多资产配置1号,西安招融博瑞,2026-08-28,1.0311,2026-01-16,1,2,股票多头,,yes,招融森荣多资产配置1号私募证券投资基金,,,null_nav_date,yes,招融森荣多资产配置1号私募证券投资基金,正在运作,私募证券投资基金,西安招融博瑞私募基金管理有限公司,in_table_null_latest_nav_date
SBPJ64,经控智信栋力成长2号股票型私募证券投资基金,经控智信栋力成长2号股票型,青岛经控智信资管,2026-08-28,1.0659,2026-04-21,1,2,股票多头,,yes,经控智信栋力成长2号股票型私募证券投资基金,,,null_nav_date,yes,经控智信栋力成长2号股票型私募证券投资基金,正在运作,私募证券投资基金,青岛经控智信资产管理有限公司,in_table_null_latest_nav_date
SBPH48,杭州波粒二象多资产1号私募证券投资基金,杭州波粒二象多资产1号,杭州波粒二象,2026-08-28,1.0343,2026-01-29,1,2,组合策略,,yes,杭州波粒二象多资产1号私募证券投资基金,,,null_nav_date,yes,杭州波粒二象多资产1号私募证券投资基金,正在运作,私募证券投资基金,杭州波粒二象私募基金管理有限公司,in_table_null_latest_nav_date
SBPH46,远和可期20号私募证券投资基金,远和可期20号,杭州远和,2026-08-28,1.0181,2026-01-16,1,2,股票多头,,yes,远和可期20号私募证券投资基金,,,null_nav_date,yes,远和可期20号私募证券投资基金,正在运作,私募证券投资基金,杭州远和私募基金有限公司,in_table_null_latest_nav_date
SBPF23,系综期货策略1号私募证券投资基金,系综期货策略1号,上海系综,2026-08-28,0.9946,2026-01-26,1,2,股票多头,,yes,系综期货策略1号私募证券投资基金,,,null_nav_date,yes,系综期货策略1号私募证券投资基金,正在运作,私募证券投资基金,系综（上海）私募基金管理有限公司,in_table_null_latest_nav_date
SBPD60,百利信风口大猪一号私募证券投资基金,百利信风口大猪一号,福州百利信,2026-08-28,1.2019,2026-02-13,1,2,股票多头,,yes,百利信风口大猪一号私募证券投资基金,,,null_nav_date,yes,百利信风口大猪一号私募证券投资基金,正在运作,私募证券投资基金,福州经济技术开发区百利信私募基金管理有限公司,in_table_null_latest_nav_date
SBPD47,倍漾量化选股五期私募证券投资基金,倍漾量化选股五期,南京倍漾,2026-08-28,0.9387,2026-02-10,1,2,股票多头,量化选股,yes,倍漾量化选股五期私募证券投资基金,,,null_nav_date,yes,倍漾量化选股五期私募证券投资基金,正在运作,私募证券投资基金,南京倍漾私募基金管理有限公司,in_table_null_latest_nav_date
SBPC81,九木宏观进取1号私募证券投资基金,九木宏观进取1号,深圳九木,2026-08-28,1.027,2026-01-19,1,2,股票多头,,yes,九木宏观进取1号私募证券投资基金,,,null_nav_date,yes,九木宏观进取1号私募证券投资基金,正在运作,私募证券投资基金,深圳九木私募证券基金管理有限公司,in_table_null_latest_nav_date
SBPB02,金睿和稳益私募证券投资基金,金睿和稳益,广东金睿和投资,2026-08-28,1.0009,2026-01-21,1,2,股票多头,,yes,金睿和稳益私募证券投资基金,,,null_nav_date,yes,金睿和稳益私募证券投资基金,正在运作,私募证券投资基金,广东金睿和投资管理有限公司,in_table_null_latest_nav_date
SBNZ74,兆德千乐1号私募证券投资基金,兆德千乐1号,杭州兆德梓堃,2026-08-28,1.012,2026-01-20,1,2,股票多头,,yes,兆德千乐1号私募证券投资基金,,,null_nav_date,yes,兆德千乐1号私募证券投资基金,正在运作,,杭州兆德梓堃私募基金管理有限公司,in_table_null_latest_nav_date
SBNZ12,正合凌云3号私募证券投资基金,正合凌云3号,上海正合,2026-08-28,1.0796,2026-01-20,1,2,股票多头,,yes,正合凌云3号私募证券投资基金,,,null_nav_date,yes,正合凌云3号私募证券投资基金,正在运作,,上海正合私募基金管理有限公司,in_table_null_latest_nav_date
SBNY49,秋水高通洪崖洞41号私募证券投资基金,秋水高通洪崖洞41号,上海秋水高通,2026-08-28,0.9856,2026-01-09,1,2,股票多头,,yes,秋水高通洪崖洞41号私募证券投资基金,,,null_nav_date,yes,秋水高通洪崖洞41号私募证券投资基金,正在运作,私募证券投资基金,秋水高通私募基金管理（上海）有限公司,in_table_null_latest_nav_date
SBNY25,彤天锐盈量化指数增强1号私募证券投资基金,彤天锐盈量化指数增强1号,南京彤天基金,2026-08-28,1.015,2026-01-28,1,2,股票多头,,yes,彤天锐盈量化指数增强1号私募证券投资基金,,,null_nav_date,yes,彤天锐盈量化指数增强1号私募证券投资基金,正在运作,私募证券投资基金,南京彤天基金管理有限公司,in_table_null_latest_nav_date
SBNW58,金麦丰天府乐享1号私募证券投资基金,金麦丰天府乐享1号,广州金麦丰,2026-08-28,0.969,2026-01-22,1,2,股票多头,,yes,金麦丰天府乐享1号私募证券投资基金,,,null_nav_date,yes,金麦丰天府乐享1号私募证券投资基金,正在运作,私募证券投资基金,广州金麦丰私募证券投资基金管理有限公司,in_table_null_latest_nav_date
SBNU68,九木CTA专享3号私募证券投资基金,九木CTA专享3号,深圳九木,2026-08-28,1.0114,2026-01-12,1,2,期货策略,量化期货,yes,九木CTA专享3号私募证券投资基金,,,null_nav_date,yes,九木CTA专享3号私募证券投资基金,正在运作,私募证券投资基金,深圳九木私募证券基金管理有限公司,in_table_null_latest_nav_date
SBNS69,棱镜乾量中证1000指数增强2号私募证券投资基金,棱镜乾量中证1000指数增强2号,北京棱镜,2026-08-28,1.0092,2026-02-03,1,2,股票多头,1000指增,yes,棱镜乾量中证1000指数增强2号私募证券投资基金,,,null_nav_date,yes,棱镜乾量中证1000指数增强2号私募证券投资基金,正在运作,私募证券投资基金,北京棱镜私募基金管理有限公司,in_table_null_latest_nav_date
SBNS17,纯达红利增强一号私募证券投资基金,纯达红利增强一号,上海纯达资管,2026-08-28,0.9628,2026-01-29,1,2,股票多头,红利指增,yes,纯达红利增强一号私募证券投资基金,,,null_nav_date,yes,纯达红利增强一号私募证券投资基金,正在运作,私募证券投资基金,上海纯达资产管理有限公司,in_table_null_latest_nav_date
SBNQ24,浙富资本价值精选2号私募证券投资基金,浙富资本价值精选2号,浙江浙富,2026-08-28,1.1387,2026-01-29,1,2,股票多头,,yes,浙富资本价值精选2号私募证券投资基金,,,null_nav_date,yes,浙富资本价值精选2号私募证券投资基金,正在运作,私募证券投资基金,浙江浙富私募基金管理有限公司,in_table_null_latest_nav_date
SBNM83,澜胜稳赋宏观策略2号私募证券投资基金,澜胜稳赋宏观策略2号,上海澜胜,2026-08-28,1.0443,2026-01-23,1,2,多资产策略,宏观策略,yes,澜胜稳赋宏观策略2号私募证券投资基金,,,null_nav_date,yes,澜胜稳赋宏观策略2号私募证券投资基金,正在运作,私募证券投资基金,上海澜胜私募基金管理有限公司,in_table_null_latest_nav_date
SBNM33,彤天衡盈1号私募证券投资基金,彤天衡盈1号,南京彤天基金,2026-08-28,0.9771,2026-01-09,1,2,股票多头,,yes,彤天衡盈1号私募证券投资基金,,,null_nav_date,yes,彤天衡盈1号私募证券投资基金,正在运作,私募证券投资基金,南京彤天基金管理有限公司,in_table_null_latest_nav_date
SBNH34,吉丰安若一号私募证券投资基金,吉丰安若一号,北京吉丰,2026-08-28,1.2351,2025-12-31,1,2,股票多头,,yes,吉丰安若一号私募证券投资基金,,,null_nav_date,yes,吉丰安若一号私募证券投资基金,正在运作,私募证券投资基金,北京吉丰私募基金管理有限公司,in_table_null_latest_nav_date
SBNF15,颢兴马里亚纳私募证券投资基金,颢兴马里亚纳,深圳颢兴资管,2026-08-28,0.8915,2026-01-26,1,2,股票多头,,yes,颢兴马里亚纳私募证券投资基金,,,null_nav_date,yes,颢兴马里亚纳私募证券投资基金,正在运作,私募证券投资基金,颢兴资本管理（深圳）有限公司,in_table_null_latest_nav_date
SBNE54,君信套利1号私募证券投资基金,君信套利1号,北京东方君信,2026-08-28,1.0637,2026-01-15,1,2,股票多头,,yes,君信套利1号私募证券投资基金,,,null_nav_date,yes,君信套利1号私募证券投资基金,正在运作,私募证券投资基金,北京东方君信私募基金管理有限公司,in_table_null_latest_nav_date
SBNE11,进化论三维启航6号私募证券投资基金,进化论三维启航6号,海南进化论,2026-08-28,0.9914,2026-01-27,1,2,股票多头,,yes,进化论三维启航6号私募证券投资基金,,,null_nav_date,yes,进化论三维启航6号私募证券投资基金,正在运作,私募证券投资基金,海南进化论私募基金管理有限公司,in_table_null_latest_nav_date
SBNC80,迦亿观澜1号私募证券投资基金,迦亿观澜1号,上海迦亿,2026-08-28,1.09,2026-01-05,1,2,多资产策略,宏观策略,yes,迦亿观澜1号私募证券投资基金,,,null_nav_date,yes,迦亿观澜1号私募证券投资基金,正在运作,私募证券投资基金,上海迦亿私募基金管理有限公司,in_table_null_latest_nav_date
SBNA95,博衍九溪CTA5号私募证券投资基金,博衍九溪CTA5号,杭州博衍,2026-08-28,1.0203,2026-01-07,1,2,期货策略,,yes,博衍九溪CTA5号私募证券投资基金,,,null_nav_date,yes,博衍九溪CTA5号私募证券投资基金,正在运作,私募证券投资基金,杭州博衍私募基金管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SBMX07,中颖济钧私募证券投资基金,中颖济钧,深圳中颖投资,2026-08-28,0.802,2026-01-15,1,2,股票多头,,yes,中颖济钧私募证券投资基金,,,null_nav_date,yes,中颖济钧私募证券投资基金,正在运作,,深圳市中颖投资管理有限公司,in_table_null_latest_nav_date
SBMV24,融智专享多策略FOF四号私募证券投资基金,融智专享多策略FOF四号,深圳融智,2026-08-28,1.0004,2025-12-31,1,2,组合策略,FOF,yes,融智专享多策略FOF四号私募证券投资基金,,,null_nav_date,yes,融智专享多策略FOF四号私募证券投资基金,正在运作,私募证券投资基金,深圳市融智私募证券投资基金管理有限公司,in_table_null_latest_nav_date
SBMV02,信义利CTA一号私募证券投资基金,信义利CTA一号,深圳信义利资管,2026-08-28,1.2962,2026-01-06,1,2,期货策略,,yes,信义利CTA一号私募证券投资基金,,,null_nav_date,yes,信义利CTA一号私募证券投资基金,正在运作,私募证券投资基金,深圳信义利资产管理有限公司,in_table_null_latest_nav_date
SBMU35,天添淳量私募证券投资基金,天添淳量,平潭天添资管,2026-08-28,0.9452,2025-12-23,1,2,股票多头,,yes,天添淳量私募证券投资基金,,,null_nav_date,yes,天添淳量私募证券投资基金,正在运作,私募证券投资基金,平潭天添资产管理有限公司,in_table_null_latest_nav_date
SBMU34,颖华杰领1号私募证券投资基金,颖华杰领1号,上海颖华,2026-08-28,1.0208,2026-01-13,1,2,股票多头,,yes,颖华杰领1号私募证券投资基金,,,null_nav_date,yes,颖华杰领1号私募证券投资基金,正在运作,私募证券投资基金,上海颖华私募基金管理有限公司,in_table_null_latest_nav_date
SBMR95,日青木化睿享1号私募证券投资基金,日青木化睿享1号,宁波日青木化资管,2026-08-28,1.0541,2025-12-31,1,2,股票多头,,yes,日青木化睿享1号私募证券投资基金,,,null_nav_date,yes,日青木化睿享1号私募证券投资基金,正在运作,私募证券投资基金,宁波日青木化资产管理有限公司,in_table_null_latest_nav_date
SBMQ98,今通赤兔红利进取1号私募证券投资基金,今通赤兔红利进取1号,上海今通投资,2026-08-28,1.0058,2026-01-28,1,2,股票多头,红利指增,yes,今通赤兔红利进取1号私募证券投资基金,,,null_nav_date,yes,今通赤兔红利进取1号私募证券投资基金,正在运作,私募证券投资基金,上海今通投资管理有限公司,in_table_null_latest_nav_date
SBMN34,丹金新成长私募证券投资基金,丹金新成长,厦门丹金恒信,2026-08-28,0.9742,2025-12-26,1,2,股票多头,,yes,丹金新成长私募证券投资基金,,,null_nav_date,yes,丹金新成长私募证券投资基金,正在运作,私募证券投资基金,厦门丹金恒信私募基金管理有限公司,in_table_null_latest_nav_date
SBMN29,森恩临界三号私募证券投资基金,森恩临界三号,上海森恩资管,2026-08-28,0.8916,2026-01-23,1,2,股票多头,,yes,森恩临界三号私募证券投资基金,,,null_nav_date,yes,森恩临界三号私募证券投资基金,正在运作,私募证券投资基金,上海森恩资产管理有限公司,in_table_null_latest_nav_date
