beian_hao,product_name,list_nav_date,list_nav,nav_table_max_date,nav_table_nav_at_max,have_latest_date,date_bucket,empty_date_probe,fof99_policy,fof99_source,fof99_latest_date,fof99_latest_nav
TY963A,鲁民投中证1000指数增强一号A类,2026-08-28,2.094600,2026-08-28,2.094600,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.0946
TN659B,奕睿CTA一期AB类,2026-08-28,1.396600,2026-08-28,1.396600,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.3966
TN659A,奕睿CTA一期AA类,2026-08-28,1.402100,2026-08-28,1.402100,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.4021
TL699B,盛冠达时代匠心19号B类,2026-08-28,1.309300,2026-08-28,1.309300,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.3093
TJ864A,臻选乘势强势股一号A类,2026-08-28,1.553000,2026-08-28,1.553000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.553
TC841B,大道丰盈1000指数增强B类,2026-08-28,1.896200,2026-08-28,1.896200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.8962
TC841A,大道丰盈1000指数增强A类,2026-08-28,1.919600,2026-08-28,1.919600,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.9196
TB977A,兆信期权中性2号A类,2026-08-28,1.044500,2026-08-28,1.044500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0445
SZZ807,磐松中盘股指数增强2号,2026-08-28,1.964400,2026-08-28,1.964400,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.9482
SZZ681,垒昂蜜獾中证1000指数增强3号,2026-08-28,2.010100,2026-08-28,2.010100,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,2.0012
SZY339,远澜木棉指数增强,2026-08-28,1.528000,2026-08-28,1.528000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.528
SZX748,金和和善对冲5号,2026-08-28,1.209200,2026-08-28,1.209200,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.2097
SZX370,鸣熙量化中性1号,2026-08-28,1.028100,2026-08-28,1.028100,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0281
SZW857,和棋尊享9号,2026-08-28,1.645800,2026-08-28,1.645800,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.6458
SZW819,香农量化选股1号,2026-08-28,1.739500,2026-08-28,1.739500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.7395
SZV999,贝得量化对冲1号,2026-08-28,1.197100,2026-08-28,1.197100,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1971
SZV976,刀锋可转债,2026-08-28,0.999600,2026-08-28,0.999600,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,0.9996
SZS755,德合南岳量化一号,2026-08-28,2.180400,2026-08-28,2.180400,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,2.1671
SZS478,森恩临界,2026-08-28,1.068000,2026-08-28,1.068000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.068
SZP194,古木东升1号,2026-08-28,1.551000,2026-08-28,1.551000,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.572
SZN227,善择安鑫八号,2026-08-28,1.111500,2026-08-28,1.111500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1115
SZN092,禅龙全天候复合策略低波1号,2026-08-28,1.043400,2026-08-28,1.043400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.0443
SZM193,锐天核心21号,2026-08-28,1.911800,2026-08-28,1.911800,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.9306
SZL025,广金美好玻色尊享1号,2026-08-28,1.229600,2026-08-28,1.229600,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.2296
SZH690,辰元优选稳健,2026-08-28,1.280700,2026-08-28,1.280700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.2807
SZH500,无涯中证500指数增强1号,2026-08-28,2.043300,2026-08-28,2.043300,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.0433
SZC765,朴时灵动配置1号,2026-08-28,1.807300,2026-08-28,1.807300,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.8566
SZB394,全天候道合5号,2026-08-28,2.594600,2026-08-28,2.594600,2026-08-28,1个月内,,weekly,advancedlist,2026-09-02,2.5119
SZA846,涵盈博孚利1号,2026-08-28,1.414500,2026-08-28,1.414500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.4145
SZA831,汉鸿展鸿一号,2026-08-28,1.598000,2026-08-28,1.598000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.592
SZA393,艳珍中证1000指数增强,2026-08-28,2.091800,2026-08-28,2.091800,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.0918
SZA160,极量精选指增,2026-08-28,2.338400,2026-08-28,2.338400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,2.3798
SZ228A,悦海盈和500指数增强1号A类,2026-08-28,1.189400,2026-08-28,1.189400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1894
SXZ246,磐松红利150指数增强1号,2026-08-28,1.669000,2026-08-28,1.669000,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.661
SXY896,鲁民投量化对冲二号,2026-08-28,1.256500,2026-08-28,1.256500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.2565
SXY770,银河期货星耀1号集合资产管理计划,2026-08-28,1.020700,2026-08-28,1.020700,2026-08-28,1个月内,,weekly,,,
SXY296,尚艺量化全天候高波动版1号,2026-08-28,1.361000,2026-08-28,1.361000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.361
SXV939,玉数涵瑞专享十六号,2026-08-28,1.119200,2026-08-28,1.119200,2026-08-28,1个月内,,weekly,advancedlist,2026-09-01,1.1224
SXV820,昭融基业长青1号,2026-08-28,2.770200,2026-08-28,2.770200,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,2.82
SXU842,盛丰盛元中证500指数增强3号,2026-08-28,1.519200,2026-08-28,1.519200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.5192
SXU685,熙典基金格兰菲迪2号,2026-08-28,1.407000,2026-08-28,1.407000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.407
SXU048,卓臻睿见山海一号,2026-08-28,0.983600,2026-08-28,0.983600,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,0.9836
SXT555,金友至诚价值成长一期,2026-08-28,1.695200,2026-08-28,1.695200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.6952
SXS440,银杏善利6号私募证券投资基金,2026-08-28,1.019900,2026-08-28,1.019900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0199
SXR715,香农如意对冲二号,2026-08-28,1.178000,2026-08-28,1.178000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.178
SXL701,谊恒滴海一号,2026-08-28,1.318400,2026-08-28,1.318400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.3184
SXL640,思勰投资思源中证1000指数增强1号,2026-08-28,1.459800,2026-08-28,1.459800,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.4598
SXL620,正瀛智选1号,2026-08-28,1.268200,2026-08-28,1.268200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.2815
SXL292,复途神舟一号,2026-08-28,1.038900,2026-08-28,1.038900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0389
SXL134,一村上善1号,2026-08-28,1.032500,2026-08-28,1.032500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0325
SXL032,汉盛生花进取一号,2026-08-28,1.567000,2026-08-28,1.567000,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.546
SXF965,金塔克心灵晶选,2026-08-28,1.818000,2026-08-28,1.818000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.818
SXF707,玉数涵瑞专享十二号,2026-08-28,1.030700,2026-08-28,1.030700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0307
SXF368,博孚利锡泰稳强FOF1号,2026-08-28,1.067100,2026-08-28,1.067100,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0671
SXF309,杭州波粒二象天洋1号,2026-08-28,1.041200,2026-08-28,1.041200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0412
SXF080,岚湖丰泽1号,2026-08-28,1.150700,2026-08-28,1.150700,2026-08-28,1个月内,,weekly,advancedlist,2026-09-01,1.1505
SXE156,汉盛浩远1号,2026-08-28,1.575000,2026-08-28,1.575000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.57
SXB538,托特量化优选1号,2026-08-28,1.776300,2026-08-28,1.776300,2026-08-28,1个月内,,weekly,advancedlist,2026-09-02,1.7538
SXA627,汉盛新千禧壹号,2026-08-28,1.507000,2026-08-28,1.507000,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.484
SX4087,珠池可转债量化精选2期,2026-08-28,1.659900,2026-08-28,1.659900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.6599
SW7431,大道白驹,2026-08-28,2.296000,2026-08-28,2.296000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,2.302
SW1298,横琴广金美好康德多策略一号,2026-08-28,2.121000,2026-08-28,2.121000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.121
SVZ570,嘉懿柔蓝,2026-08-28,1.175900,2026-08-28,1.175900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.1777
SVW377,巨量均衡中证2000进取型指数增强一号,2026-08-28,1.825600,2026-08-28,1.825600,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.8515
SVS783,宁涌富小满5号,2026-08-28,1.407300,2026-08-28,1.407300,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.4073
SVQ042,止于至善阿尔法1号,2026-08-28,2.142500,2026-08-28,2.142500,2026-08-28,1个月内,,weekly,advancedlist,2026-09-02,2.1178
SVM590,金和晟明心宏观对冲6号,2026-08-28,1.620600,2026-08-28,1.620600,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.634
SVM387,尚艺量化全天候中波动版1号,2026-08-28,1.339000,2026-08-28,1.339000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.339
SVL530,博孚利青璜2号,2026-08-28,1.325000,2026-08-28,1.325000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.325
SVK908,善择稳进10号,2026-08-28,1.013000,2026-08-28,1.013000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.013
SVK452,锐联多元化旗舰五号,2026-08-28,1.610000,2026-08-28,1.610000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.616
SVK053,开思港股通中国红利,2026-08-28,1.629000,2026-08-28,1.629000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.629
SVH438,理博万象7号,2026-08-28,1.244000,2026-08-28,1.244000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.244
SVH060,小黑妞中证1000指数增强1号,2026-08-28,1.894700,2026-08-28,1.894700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.9057
SVE725,悬铃可转债量化一号,2026-08-28,1.460500,2026-08-28,1.460500,2026-08-28,1个月内,,weekly,advancedlist,2026-09-01,1.4529
SVC821,刀锋宇川1号私募证券投资基金,2026-08-28,1.083900,2026-08-28,1.083900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0839
SVB322,同犇慧萍向日葵,2026-08-28,2.314100,2026-08-28,2.314100,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.3141
STZ658,厚方六号,2026-08-28,1.110900,2026-08-28,1.110900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1109
STZ353,远澜梧桐中证1000指数增强,2026-08-28,1.721100,2026-08-28,1.721100,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.7211
STY963,鲁民投中证1000指数增强一号,2026-08-28,2.081200,2026-08-28,2.081200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.0812
STX761,衍合量化选股1号,2026-08-28,1.455900,2026-08-28,1.455900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.4559
STV889,亘曦安享1号,2026-08-28,1.273100,2026-08-28,1.273100,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.271
STV728,博润小牛3号,2026-08-28,1.081300,2026-08-28,1.081300,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0813
STV557,深高弘源稳进9号,2026-08-28,1.068000,2026-08-28,1.068000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.079
STT893,满风积分2号中证500指数增强,2026-08-28,1.722000,2026-08-28,1.722000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.7257
STT871,星阔南山1号红利低波100指数增强,2026-08-28,1.252100,2026-08-28,1.252100,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.2592
STS461,尚艺量化全天候低波动率1号,2026-08-28,1.193800,2026-08-28,1.193800,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.0994
STN659,奕睿CTA一期A,2026-08-28,1.399700,2026-08-28,1.399700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.3997
STK222,无隅鲲鹏科创一号,2026-08-28,2.510000,2026-08-28,2.510000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,2.5493
STJ864,臻选乘势强势股一号,2026-08-28,1.552000,2026-08-28,1.552000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.552
STG126,善择稳进5号,2026-08-28,1.098800,2026-08-28,1.098800,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0988
STF277,中柏柏跃一号,2026-08-28,1.145500,2026-08-28,1.145500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1455
STE102,京盈智投博远,2026-08-28,3.050000,2026-08-28,3.050000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,3.05
STC841,大道丰盈1000指数增强,2026-08-28,1.913300,2026-08-28,1.913300,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.9367
STC840,大道丰沃500指数增强,2026-08-28,1.997400,2026-08-28,1.997400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,2.0206
STB102,博孚利稳强8号FOF,2026-08-28,1.317000,2026-08-28,1.317000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.317
ST7688,博孚利CTA5号,2026-08-28,3.485300,2026-08-28,3.485300,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,3.4833
ST3922,哈福尊享一号,2026-08-28,1.900500,2026-08-28,1.900500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.8982
SSZ798,星阔星汉1号全气候量化宏观配置,2026-08-28,1.295400,2026-08-28,1.295400,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.2766
SSW952,千象卓越5号,2026-08-28,1.821500,2026-08-28,1.821500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.8512
SSW260,衍盛铭量智选1号,2026-08-28,2.374000,2026-08-28,2.374000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.374
SSU092,星阔海鹏一号,2026-08-28,1.293400,2026-08-28,1.293400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.2934
SSR239,沁源全球精选2号,2026-08-28,2.591400,2026-08-28,2.591400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.5914
SSQ522,善择先锋二号,2026-08-28,1.357000,2026-08-28,1.357000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.357
SSP073,天演金选股票量化优选1号,2026-08-28,0.992000,2026-08-28,0.992000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,0.992
SSL658,正源信毅MF量化1号,2026-08-28,1.024000,2026-08-28,1.024000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.0391
SSL132,香橙资本诺亚方舟3号,2026-08-28,2.081700,2026-08-28,2.081700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.0817
SSK053,理博远景1号,2026-08-28,0.976000,2026-08-28,0.976000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,0.976
SSE139,博孚利CTA-FOF5A号,2026-08-28,1.100000,2026-08-28,1.100000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1
SSB534,博孚利CTA-FOF1A号,2026-08-28,1.244200,2026-08-28,1.244200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.2442
SSB188,安诚数盈雪赢1号,2026-08-28,1.147400,2026-08-28,1.147400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1474
SQY943,星阔山金江月1号私募证券投资基金,2026-08-28,1.123600,2026-08-28,1.123600,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.1237
SQY447,复熙固定收益1号,2026-08-28,1.099500,2026-08-28,1.099500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.0997
SQV204,福克斯-准星宙斯盾壹号,2026-08-28,2.443200,2026-08-28,2.443200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,2.4638
SQN154,星阔自由现金流增强1号,2026-08-28,1.173600,2026-08-28,1.173600,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.1624
SQM200,裕锦量化对冲3号,2026-08-28,1.090900,2026-08-28,1.090900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0909
SQL607,智领善进1号,2026-08-28,1.454000,2026-08-28,1.454000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.454
SQK195,古木重剑无锋期权1号,2026-08-28,1.076900,2026-08-28,1.076900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.0762
SQG419,珠池长安尊享1期,2026-08-28,1.226900,2026-08-28,1.226900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.2269
SQB632,远澜红枫私享12号,2026-08-28,1.315000,2026-08-28,1.315000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.315
SNZ585,和聚彤辉平台,2026-08-28,2.505800,2026-08-28,2.505800,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.5058
SNY231,玉数顺利一号,2026-08-28,1.148700,2026-08-28,1.148700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1487
SNX234,灵涛长江1号,2026-08-28,1.460200,2026-08-28,1.460200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.4602
SNS807,珏朔朴道量化CTA稳健二号,2026-08-28,1.048600,2026-08-28,1.048600,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.0476
SNQ470,远澜藤枫12号,2026-08-28,1.362700,2026-08-28,1.362700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.3627
SNP441,因诺天跃十七号,2026-08-28,1.179000,2026-08-28,1.179000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.179
SNL255,中舍钱江三号CTA,2026-08-28,1.024400,2026-08-28,1.024400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0244
SNJ561,博孚利稳强2号,2026-08-28,1.064000,2026-08-28,1.064000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.065
SNJ202,量客500指增私募证券投资基金,2026-08-28,1.300000,2026-08-28,1.300000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.3
SNF469,元康投资-稳健添利1号,2026-08-28,0.998700,2026-08-28,0.998700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,0.9987
SNE564,紫阁同爽1号,2026-08-28,1.008000,2026-08-28,1.008000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.008
SN6652,外贸信托·同犇1期证券投资集合资金信托计划,2026-08-28,6.333600,2026-08-28,6.333600,2026-08-28,1个月内,,weekly,,,
SLX793,新湖期货博胜1号集合资产管理计划,2026-08-28,1.289000,2026-08-28,1.289000,2026-08-28,1个月内,,weekly,,,
SLU048,金斧子水星CTA精选FOF一号,2026-08-28,1.213400,2026-08-28,1.213400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.2214
SLT126,博孚利国强1号,2026-08-28,1.355000,2026-08-28,1.355000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.355
SLS332,佑维CTA进取三号,2026-08-28,1.231500,2026-08-28,1.231500,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.2356
SLS211,稳博500指数增强多策略1号,2026-08-28,1.226900,2026-08-28,1.226900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.2269
SLN974,交睿宏观配置2号,2026-08-28,1.408000,2026-08-28,1.408000,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,1.415
SLK113,量道瑞风量化多策略1号,2026-08-28,1.443900,2026-08-28,1.443900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.4439
SLH894,复熙量化可转债1号,2026-08-28,1.327400,2026-08-28,1.327400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.3274
SLA373,价远价值远航,2026-08-28,0.629400,2026-08-28,0.629400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,0.6294
SLA149,霖海合璧1期私募证券投资基金,2026-08-28,1.058000,2026-08-28,1.058000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.058
SL9566,博益安盈精英1号,2026-08-28,2.030000,2026-08-28,2.030000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.03
SJZ449,文谛量化臻选九号,2026-08-28,1.526000,2026-08-28,1.526000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.525
SJX186,博孚利尊享15号FOF,2026-08-28,2.157800,2026-08-28,2.157800,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,2.1578
SJN775,探索者量化期权1号,2026-08-28,1.241000,2026-08-28,1.241000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.241
SJG469,复熙混合8号,2026-08-28,1.586000,2026-08-28,1.586000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.586
SJA607,岳皋泰山一号,2026-08-28,0.994000,2026-08-28,0.994000,2026-08-28,1个月内,,weekly,advancedlist,2026-09-03,0.994
SJ6959,刀锋宏观全天候,2026-08-28,1.015000,2026-08-28,1.015000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.015
SJ4346,远澜火松,2026-08-28,1.658200,2026-08-28,1.658200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.6582
SH3322,天演中证500指数增强基金,2026-08-28,1.021700,2026-08-28,1.021700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.0217
SGV846,衍盛铭量沪深300指数增强1号,2026-08-28,1.437000,2026-08-28,1.437000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.443
SGS754,鋆晟狮王套利,2026-08-28,1.091400,2026-08-28,1.091400,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.0921
SGS282,六禾谦恒,2026-08-28,1.865000,2026-08-28,1.865000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.858
SGS117,信实2号,2026-08-28,1.053000,2026-08-28,1.053000,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.06
SGR065,高熵稳盛4号私募固定收益投资基金,2026-08-28,1.668900,2026-08-28,1.668900,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.6689
SGN799,玉数纯阿尔法一号,2026-08-28,1.119200,2026-08-28,1.119200,2026-08-28,1个月内,,weekly,advancedlist,2026-08-28,1.1192
SGJ083,安值福慧量化5号,2026-08-28,1.700700,2026-08-28,1.700700,2026-08-28,1个月内,,weekly,advancedlist,2026-08-31,1.6976
