beian_hao,product_name,list_nav_date,list_nav,nav_table_max_date,nav_table_nav_at_max,have_latest_date,date_bucket,empty_date_probe,fof99_policy,fof99_source,fof99_latest_date,fof99_latest_nav
SAZS32,上海牛伞财合CTA1号,2026-05-27,1.010500,2026-05-27,1.010500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9632
SAZJ39,翰荣沪深300指数增强一号,2026-05-27,1.319800,2026-05-27,1.319800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3022
SAYW68,吉余全球易一号,2026-05-27,1.203700,2026-05-27,1.203700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0948
SAYC47,正方长投二号,2026-05-27,1.053600,2026-05-27,1.053600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.1019
SAYB79,吉余美提斯2号,2026-05-27,1.239600,2026-05-27,1.239600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.2153
SAXR13,富赢量化2号,2026-05-27,0.899900,2026-05-27,0.899900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.7208
SAXQ41,海之源顺鑫1号,2026-05-27,1.111500,2026-05-27,1.111500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0769
SAXF94,德阜传承勇搏一号,2026-05-27,1.262700,2026-05-27,1.262700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0019
SAXE91,泰玥慧投,2026-05-27,1.051000,2026-05-27,1.051000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0427
SAWL40,潼骁新机遇1号,2026-05-27,1.192400,2026-05-27,1.192400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1429
SAVU70,富赢尊享2号,2026-05-27,1.322900,2026-05-27,1.322900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3281
SAVP43,海之源增益8号,2026-05-27,1.205500,2026-05-27,1.205500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1672
SAVL32,泽盈毅明8号,2026-05-27,1.045200,2026-05-27,1.045200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9693
SAVK14,骅逸永兴-千里3号,2026-05-27,1.329500,2026-05-27,1.329500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4425
SAVG04,托特中证2000指数增强5号,2026-05-27,1.882400,2026-05-27,1.882400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.8326
SAVE12,仟实远山,2026-05-27,1.282300,2026-05-27,1.282300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3243
SAUX20,合木期动力1号,2026-05-27,1.043500,2026-05-27,1.043500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1143
SAUW09,禅龙科技成长1号,2026-05-27,1.173200,2026-05-27,1.173200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1157
SAUV53,晟通稳健进取,2026-05-27,1.083500,2026-05-27,1.083500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0514
SAUS06,禧悦稳健三石,2026-05-27,1.431100,2026-05-27,1.431100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0297
SAUR38,鲲洋悦享5号,2026-05-27,1.385300,2026-05-27,1.385300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.2339
SAUQ91,润磁天天盈2号,2026-05-27,0.970600,2026-05-27,0.970600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9441
SAUP83,富赢尊享1号,2026-05-27,1.054000,2026-05-27,1.054000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.026
SAUJ50,锐耐金选量化对冲2号,2026-05-27,1.064500,2026-05-27,1.064500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0568
SAUC57,深圳德海长盈1号,2026-05-27,0.961700,2026-05-27,0.961700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1145
SATY96,濡圣橡石2号,2026-05-27,1.004000,2026-05-27,1.004000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.99
SATX78,牧月价值精选一号,2026-05-27,0.965600,2026-05-27,0.965600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.8632
SATV20,广联宏稳健2号,2026-05-27,1.065700,2026-05-27,1.065700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1011
SATJ92,泽盈毅明39号,2026-05-27,1.008700,2026-05-27,1.008700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0191
SATD89,泽润稳健价值1号,2026-05-27,1.211000,2026-05-27,1.211000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.241
SASR68,嘉和路战队精选配置1号,2026-05-27,1.125300,2026-05-27,1.125300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.1302
SARD55,吉余商指陆号,2026-05-27,1.556800,2026-05-27,1.556800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.52
SARC47,量子稳健成长9号,2026-05-27,1.055300,2026-05-27,1.055300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9861
SARA59,泽盈毅明7号,2026-05-27,0.991100,2026-05-27,0.991100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0024
SAQX82,吉余商指伍号,2026-05-27,1.472200,2026-05-27,1.472200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4634
SAQP70,臻和红利价值1号灵活配置,2026-05-27,1.007300,2026-05-27,1.007300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-01,0.9177
SAQM82,托特A500指数增强1号,2026-05-27,1.605200,2026-05-27,1.605200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.5448
SAQK70,鲲洋妙有中证1000指数增强1号,2026-05-27,1.380900,2026-05-27,1.380900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.2583
SAQJ35,德权健安中证1000指数多空1号,2026-05-27,1.128100,2026-05-27,1.128100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0145
SAPW70,锡和隐序1号,2026-05-27,1.035800,2026-05-27,1.035800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.053
SAPS70,鲸鸿逍遥游二号,2026-05-27,1.851900,2026-05-27,1.851900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.6861
SAPG05,量子福鑫二号,2026-05-27,1.039400,2026-05-27,1.039400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.8135
SANE82,岳皋华山二号,2026-05-27,1.118400,2026-05-27,1.118400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0847
SAMS09,鑫懿和山南1号,2026-05-27,1.112000,2026-05-27,1.112000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.118
SAMR22,木瓜莞惠稳进1号,2026-05-27,1.112000,2026-05-27,1.112000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1093
SAMH21,元涞潜龙专享1号,2026-05-27,0.895400,2026-05-27,0.895400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.997
SAMG02,鲲洋悦享2号,2026-05-27,1.163900,2026-05-27,1.163900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0242
SALY22,唐德磐石糖琥FOF,2026-05-27,1.144500,2026-05-27,1.144500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1153
SALL88,濡圣卓越二号,2026-05-27,0.893600,2026-05-27,0.893600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9357
SALK21,君泽量化多策略1号,2026-05-27,1.111700,2026-05-27,1.111700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0921
SALE63,广联宏传世复利1号,2026-05-27,0.924100,2026-05-27,0.924100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9016
SAKK25,星际方华13号,2026-05-27,1.244500,2026-05-27,1.244500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.1865
SAJS67,合木1号,2026-05-27,0.952800,2026-05-27,0.952800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9518
SAJS57,积沐征服者,2026-05-27,2.391200,2026-05-27,2.391200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.2671
SAJR60,磐松市场中性进取2号,2026-05-27,1.526000,2026-05-27,1.526000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.564
SAJL32,星旭量化小微盘,2026-05-27,1.190600,2026-05-27,1.190600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9672
SAJH90,禧悦稳健成长1号,2026-05-27,1.688100,2026-05-27,1.688100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1041
SAJH18,广联宏向日葵,2026-05-27,1.247400,2026-05-27,1.247400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.2927
SAJF23,瑞天腾龙2号,2026-05-27,2.811600,2026-05-27,2.811600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.9593
SAJC67,坤望泰然量化对冲,2026-05-27,0.945200,2026-05-27,0.945200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,2.2076
SAHU35,汉鸿坦途私享1号,2026-05-27,1.610000,2026-05-27,1.610000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.573
SAHQ72,钧誉酬勤17号,2026-05-27,1.122600,2026-05-27,1.122600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1271
SAHJ38,路远鼎盛,2026-05-27,2.083700,2026-05-27,2.083700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.4143
SAHG24,浦来德择时低波一号,2026-05-27,1.214000,2026-05-27,1.214000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.409
SAHF68,木瓜共盈可转债,2026-05-27,1.372800,2026-05-27,1.372800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3629
SAHF61,黑帆伟华多策略FOF,2026-05-27,1.070000,2026-05-27,1.070000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.069
SAGN89,广联宏丰利1号,2026-05-27,1.807000,2026-05-27,1.807000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.004
SAGH17,时间掘金,2026-05-27,1.236300,2026-05-27,1.236300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4361
SAGH06,星旭中证1000指数增强1号,2026-05-27,1.468800,2026-05-27,1.468800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1385
SAGC04,晨翰桑榆1号,2026-05-27,1.170200,2026-05-27,1.170200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1837
SAFX69,华炎晨瑞,2026-05-27,0.985100,2026-05-27,0.985100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9952
SAFX64,锡和乾源可转债1号,2026-05-27,1.391000,2026-05-27,1.391000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3955
SAFV74,磐松中盘股指数增强进取1号,2026-05-27,2.348700,2026-05-27,2.348700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.2087
SAFP36,景星鲲鹏FOF,2026-05-27,1.162900,2026-05-27,1.162900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0003
SAEZ07,诺和红棉3号,2026-05-27,1.079600,2026-05-27,1.079600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.928
SAEX92,荣熙清泉,2026-05-27,1.376300,2026-05-27,1.376300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4488
SAEU61,骅逸永兴-千里2号,2026-05-27,2.101800,2026-05-27,2.101800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.9997
SAEK81,申量双碳与先进制造1号,2026-05-27,1.319200,2026-05-27,1.319200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.8714
SAEJ83,广联宏长青树2号,2026-05-27,1.271000,2026-05-27,1.271000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.2693
SAEH53,阳泽伏尔加指数增强2号,2026-05-27,1.646100,2026-05-27,1.646100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.8936
SAEA67,皓然拓实九号,2026-05-27,1.723400,2026-05-27,1.723400,2026-05-27,3-6个月,,weekly,advancedlist,2026-08-25,1.5602
SADQ39,吉丰永利四号,2026-05-27,1.785000,2026-05-27,1.785000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.633
SADD00,半鞅CTA尊享1号,2026-05-27,1.161500,2026-05-27,1.161500,2026-05-27,3-6个月,,weekly,advancedlist,2026-08-31,1.2212
SADA42,哲萌星升龙泉1号,2026-05-27,1.214000,2026-05-27,1.214000,2026-05-27,3-6个月,,weekly,advancedlist,2026-08-25,1.2044
SACX81,磐松大盘股指数增强进取1号,2026-05-27,1.839000,2026-05-27,1.839000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.8895
SACP16,艮岳谦益量化选股1号,2026-05-27,1.211400,2026-05-27,1.211400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9834
SABD41,中闽汇金尊享1号,2026-05-27,2.055800,2026-05-27,2.055800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.965
SAAZ20,同创佳业成长趋势,2026-05-27,1.278000,2026-05-27,1.278000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4841
SAAK02,吉余李字壹号,2026-05-27,1.187300,2026-05-27,1.187300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1408
SAAJ65,朔方愿望石1号,2026-05-27,1.073100,2026-05-27,1.073100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0201
SAAC81,银创歌者全天候1号,2026-05-27,1.450100,2026-05-27,1.450100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3436
S69226,曜川楚正进取一号,2026-05-27,6.895000,2026-05-27,6.895000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,6.552
S65736,华炎晨星基金,2026-05-27,2.849200,2026-05-27,2.849200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.8847
S35754,通和进取2号,2026-05-27,3.003000,2026-05-27,3.003000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.741
S34846,齐家科技先锋,2026-05-27,1.444000,2026-05-27,1.444000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.385
S20984,上善御富多策略对冲基金,2026-05-27,1.083000,2026-05-27,1.083000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.016
S20845,中欧瑞博6期成长价值,2026-05-27,2.395100,2026-05-27,2.395100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.3739
S09879,砚博致远一号,2026-05-27,1.062100,2026-05-27,1.062100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.128
QX905B,复利扶摇1号B类,2026-05-27,1.563300,2026-05-27,1.563300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3943
QX905A,复利扶摇1号A类,2026-05-27,1.563300,2026-05-27,1.563300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3943
QT719B,鲨鱼南海量化B类,2026-05-27,0.567000,2026-05-27,0.567000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.414
QT719A,鲨鱼南海量化A类,2026-05-27,0.567000,2026-05-27,0.567000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.413
NM338B,术本冰峰2号B类,2026-05-27,1.561000,2026-05-27,1.561000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.558
NM338A,术本冰峰2号A类,2026-05-27,1.441000,2026-05-27,1.441000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.431
LQ820A,财富自由启航一号A类,2026-05-27,1.183200,2026-05-27,1.183200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1393
GV309B,添笙财智-6号B类,2026-05-27,3.343000,2026-05-27,3.343000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,3.152
BPK65A,泽润赢方小市值精选1号A类,2026-05-27,1.000000,2026-05-27,1.000000,2026-05-27,3-6个月,,update_slow,advancedlist,2026-07-21,1.0007
BPA11B,吉余漫衍B类,2026-05-27,0.911100,2026-05-27,0.911100,2026-05-27,3-6个月,,update_slow,advancedlist,2026-07-23,0.7148
BKX04C,元涞信江1号C类,2026-05-27,0.979000,2026-05-27,0.979000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0061
BKX04B,元涞信江1号B类,2026-05-27,0.978800,2026-05-27,0.978800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0059
BKX04A,元涞信江1号A类,2026-05-27,0.956400,2026-05-27,0.956400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9807
BDQ71B,鲸鸿向上B类,2026-05-27,1.061800,2026-05-27,1.061800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9929
BDQ71A,鲸鸿向上A类,2026-05-27,1.065400,2026-05-27,1.065400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.9989
BBQ15C,汉鸿雪融1号C类,2026-05-27,1.038400,2026-05-27,1.038400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0138
BAZ29A,富赢蓝海7号A类,2026-05-27,1.483200,2026-05-27,1.483200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3403
B0447A,哲萌飒露紫1号A类,2026-05-27,1.558100,2026-05-27,1.558100,2026-05-27,3-6个月,,update_slow,advancedlist,2026-05-27,1.5581
AYW68B,吉余全球易一号B类,2026-05-27,1.202700,2026-05-27,1.202700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0939
AXR13B,富赢量化2号B类,2026-05-27,0.910600,2026-05-27,0.910600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.7342
AXR13A,富赢量化2号A类,2026-05-27,0.898100,2026-05-27,0.898100,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,0.7184
AXQ41B,海之源顺鑫1号B类,2026-05-27,1.111500,2026-05-27,1.111500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0769
AXQ41A,海之源顺鑫1号A类,2026-05-27,1.111500,2026-05-27,1.111500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0769
AVU70A,富赢尊享2号A类,2026-05-27,1.322900,2026-05-27,1.322900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.3412
AVP43B,海之源增益8号B类,2026-05-27,1.205400,2026-05-27,1.205400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1672
AVP43A,海之源增益8号A类,2026-05-27,1.205500,2026-05-27,1.205500,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1672
AVK14B,骅逸永兴-千里3号B类,2026-05-27,1.327200,2026-05-27,1.327200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4395
AVK14A,骅逸永兴-千里3号A类,2026-05-27,1.323700,2026-05-27,1.323700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4359
AVH33A,吉余牡丹A类,2026-05-27,4.017900,2026-05-27,4.017900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.1578
ATY53B,通源得一迅驰CTA一号B类,2026-05-27,1.380400,2026-05-27,1.380400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.4266
ASR68A,嘉和路战队精选配置1号A类,2026-05-27,1.125300,2026-05-27,1.125300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.1302
ARB25C,倍漾省心享兴泰锐进1号C类,2026-05-27,1.704400,2026-05-27,1.704400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.4953
AQM86A,香农吉祥500指增一号A类,2026-05-27,1.536300,2026-05-27,1.536300,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.3862
AQJ35B,德权健安中证1000指数多空1号B类,2026-05-27,1.133900,2026-05-27,1.133900,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0244
AQJ35A,德权健安中证1000指数多空1号A类,2026-05-27,1.123600,2026-05-27,1.123600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0118
AHS76B,博普安兴私享一号B类,2026-05-27,1.088200,2026-05-27,1.088200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.1094
AHM04A,唐德幽兰量化套利一号A类,2026-05-27,1.082600,2026-05-27,1.082600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.0668
AGN89A,广联宏丰利1号A类,2026-05-27,1.807000,2026-05-27,1.807000,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.004
AEU61B,骅逸永兴-千里2号B类,2026-05-27,2.101800,2026-05-27,2.101800,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.9997
AEQ79A,倍漾量化选股二期A类,2026-05-27,2.246600,2026-05-27,2.246600,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.9967
ABP15A,倍漾量化选股一期A类,2026-05-27,2.208700,2026-05-27,2.208700,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-02,1.9684
AAC81A,银创歌者全天候1号A类,2026-05-27,1.447400,2026-05-27,1.447400,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,1.3411
65736B,华炎晨星基金B类,2026-05-27,2.849200,2026-05-27,2.849200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.8847
65736A,华炎晨星基金A类,2026-05-27,2.849200,2026-05-27,2.849200,2026-05-27,3-6个月,,weekly,advancedlist,2026-09-03,2.8847
35754B,通和进取2号B类,2026-05-27,3.003000,2026-05-27,3.003000,2026-05-27,3-6个月,,weekly,advancedlist,2026-08-28,2.789
ZY326D,牧鑫明鑫对冲1号D类,2026-05-26,1.405500,2026-05-26,1.405500,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-01,1.3692
ZJ461A,明世伙伴胜杯12号A类,2026-05-26,1.321700,2026-05-26,1.321700,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.3395
ZE562A,观理家业壹号A类,2026-05-26,1.051800,2026-05-26,1.051800,2026-05-26,3-6个月,,update_slow,advancedlist,2026-07-16,1.07
ZC020A,瀚鑫纸鸢量化优选A类,2026-05-26,2.577000,2026-05-26,2.577000,2026-05-26,3-6个月,,weekly,advancedlist,2026-08-24,2.524
XZ828B,木瓜银瓶1号B类,2026-05-26,1.045900,2026-05-26,1.045900,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.0419
XZ828A,木瓜银瓶1号A类,2026-05-26,1.038100,2026-05-26,1.038100,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.0419
XV626A,上海高恩医药进取3号A类,2026-05-26,1.492000,2026-05-26,1.492000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-03,1.721
W7807A,志强价值成长1号A类,2026-05-26,3.333900,2026-05-26,3.333900,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-03,3.3525
VX843A,竹润乐享量化对冲2号A类,2026-05-26,1.054900,2026-05-26,1.054900,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.0408
VS785A,海子丰铄六号A类,2026-05-26,1.184900,2026-05-26,1.184900,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-03,0.9028
VM090C,天之卉天星壹号C类,2026-05-26,2.423100,2026-05-26,2.423100,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,2.5343
VM090B,天之卉天星壹号B类,2026-05-26,2.427000,2026-05-26,2.427000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,2.5377
TG069A,因诺天丰均衡35号A类,2026-05-26,1.914000,2026-05-26,1.914000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-01,1.673
SZY807,聚力财富成长2号,2026-05-26,1.628000,2026-05-26,1.628000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.308
SZY420,珺容东财精选1号,2026-05-26,1.836500,2026-05-26,1.836500,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.8187
SZY007,泉智期选9号FOF,2026-05-26,1.149700,2026-05-26,1.149700,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.1455
SZW274,里思思瓴1号,2026-05-26,1.107300,2026-05-26,1.107300,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.0097
SZW061,泓大明华,2026-05-26,1.316600,2026-05-26,1.316600,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-01,1.26
SZU923,里思思泓多策略量化,2026-05-26,1.300200,2026-05-26,1.300200,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.2026
SZU168,宁致添翼1号,2026-05-26,2.342500,2026-05-26,2.342500,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-03,1.5667
SZT627,隆翔尊享7号,2026-05-26,1.147600,2026-05-26,1.147600,2026-05-26,3-6个月,,weekly,advancedlist,2026-08-31,1.1774
SZT464,北恒九期,2026-05-26,4.691000,2026-05-26,4.691000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,3.716
SZQ086,上衍投资天玑19号,2026-05-26,1.650500,2026-05-26,1.650500,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.4316
SZN740,日斗丰益,2026-05-26,1.046000,2026-05-26,1.046000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.062
SZM840,时间稳健1号,2026-05-26,1.063000,2026-05-26,1.063000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.0524
SZJ460,明世伙伴胜杯7号,2026-05-26,1.668000,2026-05-26,1.668000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.656
SZJ009,合晟景运3号,2026-05-26,1.079900,2026-05-26,1.079900,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-01,1.0823
SZH480,大华富道3号,2026-05-26,0.933900,2026-05-26,0.933900,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-01,0.9159
SZG168,禧悦价值精选8号,2026-05-26,1.769200,2026-05-26,1.769200,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.6735
SZF266,博成开元策略,2026-05-26,1.311000,2026-05-26,1.311000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-01,1.2248
SZE841,弈投二号,2026-05-26,0.862000,2026-05-26,0.862000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,0.891
SZC119,止于至善价值投资5号,2026-05-26,4.149000,2026-05-26,4.149000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,3.521
SZC117,止于至善价值投资4号,2026-05-26,8.564000,2026-05-26,8.564000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,5.336
SZC047,冰青甄选2号,2026-05-26,2.030000,2026-05-26,2.030000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-01,2.029
SZB775,广天多策略1号,2026-05-26,1.237800,2026-05-26,1.237800,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.177
SZB612,诺峰汇价值精选12号,2026-05-26,1.259000,2026-05-26,1.259000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.2932
SZA032,中赢嵩阳2号,2026-05-26,1.160700,2026-05-26,1.160700,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-02,1.1845
SY1984,宁聚自由港1号,2026-05-26,2.464000,2026-05-26,2.464000,2026-05-26,3-6个月,,weekly,advancedlist,2026-09-01,2.4637
