date,distance,pmi_chg_z,yield_chg_z,spread_chg_z,nhii_yoy_z,afre_z,m1_z,cpi_z
2023-01,1.337155414759716,0.07126087269441646,0.3611733473367219,0.24005036417682865,0.21129075799014105,-1.3171561511139476,-0.32557719371711763,0.10128480331006327
2018-03,1.4465363887419593,0.015415999045835915,0.7713125714854348,0.15250738741813188,-0.13866325347827196,-0.8182884124434043,-0.8166680145716786,-0.1980494775794755
2022-10,1.510057503280376,0.044943224227292924,-0.3450343394134675,0.8060433681156877,-0.04080736815823174,-1.0216353109907346,-0.48313300644478374,0.09247113987959148
2018-02,1.549524060310313,-0.24660479106107794,0.8185768332256753,0.0008804883815382096,0.07091319891447548,-0.7582476609209888,-0.6636574114756882,0.1900109235805233
2022-08,1.6032660142703825,-0.2615074146146814,-0.20961852601114345,0.7608773848776356,0.20473053794148185,-0.9840869933262362,-0.43770399099171536,0.5277536772519239
2018-04,1.6066684522530796,0.14476357107371612,0.4793100063513262,0.4323559581444398,0.20521613375768882,-0.806271755574997,-0.792309306356037,-0.34191896901825986
2018-08,1.6165029565257143,-0.042876418694972655,0.0037089267105465894,0.8442323325942455,-0.05026167974679356,-0.8843930098400486,-1.1283590163910004,0.018436367647649575
2018-01,1.6492764018460417,0.08335371384820804,1.1061041218277938,-0.10110591082871331,-0.04589379556547771,-0.7670649691207824,0.09360608884539758,-0.5256248784985618
2018-07,1.6528837083216539,0.020509467229939463,-0.031249682898405812,0.6030581938341636,0.11620601267346102,-0.9034061707883889,-1.0016821826392892,-0.11609267558764565
2022-07,1.656156221167379,-0.5709822286116898,-0.15571247873159494,0.5075308705912733,0.14877465430715336,-0.9114954514826156,-0.34064336777966503,0.744835057025734
2018-06,1.6569866181184836,0.030474933925408114,0.14124281012306916,0.6530925055071782,0.33028360696422243,-0.8852903577197179,-0.8390412361086625,-0.2523970159701272
2018-09,1.7201029803376042,-0.3655700437589899,0.11001730926697405,0.9357386501023898,0.3172038560554476,-0.9023959502714363,-1.1068464283910355,0.1532408984943917
2022-09,1.7684579441346144,0.27040847559897074,-0.24123173474368304,0.9393694328548265,-0.1709032096568742,-0.9426436609253998,-0.3890974429548163,0.8350588783631598
2022-11,1.8216288206612195,-0.8842599037108634,-0.10157189642920601,0.4160016415382762,0.6115678622158713,-1.10344278939038,-0.6704728847630733,-0.4318191890341003
2022-12,1.8751556690892524,-1.3981492102611945,0.18714799621017644,0.2557679447662413,0.5375147316716906,-1.2273425217559808,-0.806689243164145,-0.2147705243829903
2018-10,1.9188511424306824,-0.33561971769093,-0.19148740015243262,0.7451733139293085,0.3562357691356308,-0.9338878082558456,-1.244371085108456,0.1615942114137686
2018-05,1.975795074814677,0.2668428129040503,0.15283184285735069,0.8067075663539995,0.5997508057473494,-0.8462606893209084,-0.9194104663207163,-0.3266149899487671
2018-11,1.9918126691143843,-0.5202232194095119,-0.7017953086135673,0.8842825113345019,-0.2485020722708858,-0.9714162257004566,-1.3696019703383737,-0.023479556140300558
2019-04,2.0166543339313474,-0.515982851603412,-0.4863423741444144,0.477112132324414,0.3176387914658375,-0.8553351455706404,-1.1298916312762746,0.10865975798305573
2017-12,2.018002135292092,0.1390210470988443,1.145713386136537,-0.3910957508410907,0.331704251103359,-0.704109188626778,-0.289230965878346,-0.39429663757501504
