asset,PC1,PC2,PC3,PC4,PC5,PC6,PC7
510300.SH_ORIGINALUNIT,0.6321338155338088,-0.14456385513849665,-0.15933807428610236,0.05392726185662641,0.09898728944801362,0.05869356556057119,0.7334629789206336
510500.SH_ORIGINALUNIT,0.5618762144586908,-0.21566955588507863,-0.28563197632115905,0.14123832968329564,0.24308724661457604,-0.33267162961478014,-0.60538091149609
511010.SH_ORIGINALUNIT,-0.18777324692232045,0.3920370593442841,-0.5471804119727387,0.0492854195642118,0.6156300486137414,0.36081951120472877,0.004649687138061187
511220.SH_ORIGINALUNIT,0.02170649529388473,-0.2399746063067495,0.6262212395892133,-0.252488292497936,0.6931817111362881,0.07361506653746948,-0.010843198497421918
511880.SH_ORIGINALUNIT,-0.028418524343938517,0.03590616152719704,0.29280907903674674,0.9433479114763519,0.07905823536753045,0.12643240963681887,0.0050336268586392285
518880.SH_ORIGINALUNIT,0.1504261551983906,0.7614050224641782,0.23153390995187753,-0.02927938274406268,0.10095159736892415,-0.5674709861747259,0.10466415205610152
NHCI.NH_CLOSE,0.474906679246448,0.374539992806032,0.2492412481962133,-0.14213243783917487,-0.23487749160003388,0.6420796525098806,-0.29056306351620564
