date,510300.SH_ORIGINALUNIT,510500.SH_ORIGINALUNIT,511010.SH_ORIGINALUNIT,511220.SH_ORIGINALUNIT,511880.SH_ORIGINALUNIT,518880.SH_ORIGINALUNIT,NHCI.NH_CLOSE
2014-11-14,0.0004967994752030977,-0.002462520256489433,-0.0026368921065318385,0.0009995003330834232,0.0002887502907564683,-0.006989980404710275,-0.007210065695655484
2014-11-17,-0.005516832626814735,0.009813904715144681,-0.0014604714537233524,0.0,8.660883126789139e-05,0.03150206553583407,0.002786903366438049
2014-11-18,-0.010038694342200396,0.0018652706462687274,0.0021227453809785743,0.0,9.62232379861933e-05,-0.000424899092859448,-0.006551580800487902
2014-11-19,-0.0016700005823082373,0.003505888469164398,0.0002590313202535221,0.0,9.621397996539264e-05,0.0033941483581503757,-0.0005904517127012599
2014-11-20,-3.887042544175399e-05,-0.0021450029674383664,-0.0017569719323902242,0.0,9.620472372624282e-05,-0.005947341234489475,-0.0004505790016304388
2014-11-21,0.01829542432108136,0.011033318318380716,-0.001124929810524475,-0.005007521730622293,0.00026932399839600045,0.006794081335884284,0.0028702172365826064
2014-11-24,0.025026746203179746,0.016220557158826192,0.008344279064731508,0.0,9.616956625320812e-05,0.007168489478612497,-0.0019992809250543404
2014-11-25,0.013384803831690452,0.0149328734060028,-0.001709165455533123,0.0,0.0001538520715369904,-0.0004202563625627011,0.005398864485602647
2014-11-26,0.013208014543542763,0.004860193706430192,0.0004204009157862688,0.0,0.0002211208915374656,0.0016799667957843462,-0.00634992498967221
2014-11-27,0.010922766802746285,0.007144588619375671,0.00043932116037934577,0.0,9.612426952966973e-05,-0.004205220662978473,0.009341157251552367
2014-11-28,0.018542072091121162,-0.0011532852945464432,0.0010402302805173865,0.002006018726865766,0.00028831738176887705,-0.00422297924885582,-0.008900553617455417
2014-12-01,0.003162446853649561,-0.007152862677867728,0.00021935994670727345,0.0,9.608732423407052e-05,-0.028328074497809528,-0.018164684279582496
2014-12-02,0.03563314170058358,0.013243427624215825,-0.0022626712026396086,0.0,0.00010568539389643885,0.04303113289836129,0.00954779847792614
2014-12-03,0.014752850952184938,0.011537557551703192,-0.0040991906917836616,4.601375419811587,9.60679393206542e-05,-0.005016732929598091,0.0009185100596805407
2014-12-04,0.044369087075730916,0.020921403242087584,-0.0032587565787956132,0.0,9.605871115810426e-05,0.001256544667948031,0.006375982016973602
2014-12-05,0.0058862067213147,-0.021922304136376126,-0.005009735521887462,-0.005881153433077626,0.00030732588309956017,0.004177115513885239,0.0014525349283912756
2014-12-08,0.039590349992349436,0.014514620061011337,-0.0008325589080661881,0.0,0.00015362753035563938,-0.008371752536736849,-0.006648813750899716
2014-12-09,-0.04550846838216872,-0.04110167568555192,0.00038732292564426794,-0.015107628979069587,9.600522275779175e-05,0.01419055532207387,-0.001149437003311716
2014-12-10,0.03684165559248643,0.03383756132906031,0.0037010415780633194,0.0,0.00010559510048555437,0.0237521403635784,0.006997113095948352
2014-12-11,-0.010947998633796738,0.0146064837784908,-0.001998600679750689,0.0,9.598587095333958e-05,-0.01180555131796002,-0.0023369769365892148
2014-12-12,0.0036006991969405986,0.006834851668521343,-0.00013531538169909825,-0.002262281549338171,0.0002974976629988319,-0.0012292564547297443,0.0059869627388882685
2014-12-15,0.006731952669546987,0.015513168755661505,-0.0007929294321500156,0.000514604486356875,9.594811133487946e-05,0.0008196721770397751,0.0027611247437778824
2014-12-16,0.02591393089556207,0.0038250716024381755,0.001932871978840455,-0.002163120680291767,0.00014390490788546368,-0.016522474171706887,-0.011060343464119132
2014-12-17,0.017450685861218788,-0.009076444541419154,0.002295260044037632,-0.000381606568263887,9.592510175419374e-05,0.0008326395152157202,-0.006796735870592491
2014-12-18,-0.0035723286148753837,0.0,0.00018300817327031552,-0.0006191311723931427,0.00010550698513979877,0.004152829888562757,0.0006483376445267945
