date,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2014-11-14,-0.05630662115700163,-1.9162268133505864,1.1149578780238707,0.15618636145148745,-1.5107249683887605,-0.9020107787517873,0.20602547031416696
2014-11-17,0.8168508113900488,2.1033266769495045,1.6507110935466724,-0.12909262646555605,-0.5923996528736423,-2.4399983049189,-0.2155339649717851
2014-11-18,-1.1606381391982346,0.5031670803997763,-1.123813684613881,0.2246797196705056,1.263294940193698,0.24566862637505116,-0.37022113003411994
2014-11-19,-0.06187422591400278,0.25860988148765446,-0.024030442508226068,0.08037348532836824,0.15232709941397116,-0.22447604828403675,-0.09643008007091028
2014-11-20,0.11447117188541514,-1.243847572501613,0.821015207419823,-0.006413231631233728,-1.1646024043277197,-0.2475703465701848,-0.012865641874048863
2014-11-21,1.4681205346614634,-0.0880089852474196,0.5584706257893528,0.17707178332813855,-0.5190918530926876,-0.6759413135355419,0.7474322695283535
2014-11-24,-0.02846765057704096,3.1458850938158838,-4.583728837595411,0.6319686478656005,5.236025858410285,2.1772265425268875,1.188209882999527
2014-11-25,1.4256950937159423,-0.8062681229607238,0.7719491379782477,0.06046651534002345,-0.9728043148059984,-0.3293585129528185,0.242745134942957
2014-11-26,0.31342412346216086,-0.20841755487246977,-0.46185990980754404,0.3095028252444424,0.4887356162610492,-0.37965530748735565,0.8220488495377134
2014-11-27,0.908588525128907,-0.09520769132266588,-0.24238800920048206,0.03727602749578757,0.05740506610070447,0.9716512271573682,0.12203007467491639
2014-11-28,0.11200723765571524,-0.586406717363244,-0.9769316205539018,0.41753991004758984,0.8504621988650956,0.13314418799922312,1.2416700918246386
2014-12-01,-1.4097036714958193,-3.059713101606743,-1.2095688734373415,0.40157860460543904,0.14061152306379515,0.7456180557250289,0.5343098993537431
2014-12-02,3.438386180660655,2.5720580592584765,2.0229265220211237,-0.11238471669519193,-0.7658898866624724,-2.856970964999144,1.844342038682008
2014-12-03,2.575244164878284,-13.496631638213195,31.1621414682532,-11.858249065268332,30.186446513881844,2.3443233638457834,-0.05411177593099273
2014-12-04,3.32006949044222,-1.5751490485147985,1.2134228838133674,0.08802634862054624,-1.6091900204495875,-0.839594462608659,1.7590727840149256
2014-12-05,0.839693785647961,-1.425473984625204,2.9344972703481123,-0.1604730045541345,-3.145722516695971,-1.6061742271361217,0.7618266460244114
2014-12-08,1.7576776930956006,-1.879474694965212,-0.48976513605759664,0.40151601518839886,-0.07820763190327487,-0.19975565650960247,1.9197413738065279
2014-12-09,-2.8146671710152518,2.020188001676289,1.0203290875682829,-0.28983187534104854,-0.4339684028430051,-0.5835076902365018,-1.3724721419854682
2014-12-10,2.388180760198931,2.9034098316548542,-1.8369716855107685,0.36905956918059374,2.7341794852866426,-0.009808616752492002,1.3607712566948214
2014-12-11,-0.21102474651198572,-1.9058495169612895,0.7116564221236619,0.06644384795132385,-1.2649307345843526,-0.32375467987613427,-0.9566970901114158
2014-12-12,0.5513384820132654,-0.09662772853749935,0.15405109678186982,0.13441126993519611,-0.22652629824329704,0.3560574075060463,-0.13163069422719537
2014-12-15,0.8620987630149965,-0.39905787155041794,0.327708297296736,0.08098672183197667,-0.4046751680445431,-0.30479288577899044,-0.02923120678313976
2014-12-16,0.08236474970865149,-1.4775031416312656,-1.993125187171354,0.5151563286455411,1.3434950524446936,1.0282865017050888,1.4582648399085825
2014-12-17,-0.12594330164241674,0.45547438069178703,-1.4020004233747345,0.2881673639364356,1.4882059068729518,0.45189332948203625,1.3492058153201385
2014-12-18,-0.13156851301120936,0.38881944138368013,0.12002244609139918,0.03874336073458975,0.04012363483855267,-0.18525742478569865,-0.15343837980633063
2014-12-19,0.29993449948949835,0.8803319237129466,-0.7549367791123248,0.18985444300298546,0.9505132286766271,0.8579824696862679,0.6475127679498759
2014-12-22,-0.8593832066589451,-0.3240940061871377,0.38086131778006926,-0.06180061227872441,-0.45719784193876123,0.21551640797585547,1.132826141390105
2014-12-23,-2.545967929305312,-0.5651292316070015,-1.176239900205781,0.1760733257970635,0.8871062416677995,1.0054879118577706,-0.5294170307143098
2014-12-24,-1.4383288921666295,1.2701167417527488,-1.2031118620055752,0.08714631198408085,1.45303004298417,1.1618264726292415,-1.9548946074494882
2014-12-25,1.9389094949201038,-0.6504997884664627,-0.222382821999069,0.24196024146867307,0.06007195655491639,-0.2630400262101781,1.315626628908207
2014-12-26,1.7278674540359376,0.14368645746321665,-0.36051729811044514,0.3197437847864237,0.4981753400407292,-0.248975916096151,1.5646688032603253
2014-12-29,0.4819424346582152,0.9079040985547812,0.5704638871385233,-0.1317149569662951,-0.2863098938175366,0.22343504170867184,0.1992686432709015
2014-12-30,1.0806638990210362,-1.3113511320689233,-6.290157732620861,-22.770323142131545,-2.967213093001431,-1.316046789057442,-0.32336520458827267
