PC,eigenvalue,explained_variance_pct,cumulative_pct
PC1,1.6645236656122964,23.77026891662909,23.77026891662909
PC2,1.15506705761268,16.494961978262474,40.265230894891566
PC3,1.0420785031089388,14.881426298030995,55.146657192922554
PC4,1.0015142507946613,14.30214754950225,69.44880474242481
PC5,0.9506321929745899,13.575525139499051,83.02432988192385
PC6,0.686762655136438,9.807330067900441,92.8316599498243
PC7,0.5019662040224819,7.168340050175706,100.0
