date,510300.SH_ORIGINALUNIT,510500.SH_ORIGINALUNIT,511010.SH_ORIGINALUNIT,511220.SH_ORIGINALUNIT,511880.SH_ORIGINALUNIT,518880.SH_ORIGINALUNIT,NHCI.NH_CLOSE
2014-11-14,0.000496799475203,-0.0024625202564894,-0.0026368921065318,0.0009995003330834,0.0002887502907564,-0.0069899804047102,-0.0072100656956554
2014-11-21,0.0010310263443163471,0.02407337918152,-0.0019605964954058997,-0.0050075217306222,0.0006445747713417202,0.0353180549025197,-0.0019354909117989005
2014-11-28,0.0810844034722801,0.042004927596088204,0.0085350659658812,0.0020060187268657,0.0008555841806259779,-1.9949319973733282e-16,-0.002509737795026999
2014-12-05,0.1038037333034635,0.0166272216037626,-0.014410994048399,4.59549426637851,0.0007012252517087289,0.015119985652786898,0.00013014120338900037
2014-12-12,0.0235762377658109,0.028691841151531804,0.0011218895341917998,-0.0173699105284076,0.0007487113875510313,0.016536135376225704,0.0028488481440358993
2014-12-19,0.0578759684035905,0.0043369974444079995,0.0054272255370025994,-0.0028247441463012998,0.0007193865382109732,-0.008233887605893001,-0.0101226304148497
2014-12-26,0.01750820107700099,-0.0184484225681976,0.004565692400179301,0.0050972971179747,0.000680542735113022,-0.0112243955395049,-0.0095133158251448
2015-01-02,0.025308469128579703,-0.018661098681352503,-0.0007850421166582721,0.001929155464287,-0.040546953456966496,0.009983443984183101,0.0262716970620939
2015-01-09,0.0015677055924883019,0.015893933916548402,0.0009764223514919079,0.0046536210847541,0.0006284383514307141,0.0098847592325418,-0.010977233743155599
2015-01-16,0.023553265717621924,0.020181594737324,0.0069984362832667,0.004246031458260304,0.0007177319977952328,0.0366164422578765,-0.0205917183840702
2015-01-23,-0.027673746383200897,0.0213025807038683,0.0028747784256547,0.0033069282832235,0.0007570475508493352,0.0307357397716145,0.0087625119992202
2015-01-30,-0.0390072647816997,0.0008224985437270023,-0.0020200206974149,-4.0509610910499964e-05,0.0007863239761167001,-0.0252195713321158,-0.017922598871398902
2015-02-06,-0.0360388647183592,-0.0177379754369833,0.0035820254927502,0.0011134167859089314,0.0008751778263451,0.006657553472056299,0.028066157939942098
2015-02-13,0.046208936393895,0.0413008292619132,0.007088217288275,0.0044815966482351,0.0008744125598128816,-0.0289071800890873,0.0069948899493344
2015-02-20,0.0151776716083517,0.0241063758741097,0.0015016708907428,0.0019116809492325999,0.0009728786059016315,-0.0016083638368628002,0.00025924042700489975
