来源,产品名称,备案编码,产品全称,备案编号,基金管理人,投资顾问,成立日期,备案日期,托管券商,基金经理,开放日,是否可临开,申购费,追加限制,赎回费,预警线,封闭期,平仓线,管理费率,管理费说明,托管费,行政外包服务费,业绩报酬说明,管理规模,登记编号
团队跟踪,博孚利涵盈19号私募证券投资基金A类份额,ABQ22A,博孚利涵盈19号私募证券投资基金A类份额,ABQ22A,厦门博孚利资管,,2023-11-03,,安信证券股份有限公司,,每个工作日,否,,1万元起,,0.97,无,0.95,0,,0.035%,0.015%,,50-100亿元,P1023120
团队跟踪,博孚利涵盈19号私募证券投资基金B类份额,ABQ22B,博孚利涵盈19号私募证券投资基金B类份额,ABQ22B,厦门博孚利资管,,2023-11-03,,安信证券股份有限公司,,每个工作日,否,,1万元起,,0.97,无,0.95,0,,0.035%,0.015%,,50-100亿元,P1023120
团队跟踪,量道cta致远1号私募证券投资基金A类份额,ABQ52A,量道cta致远1号私募证券投资基金A类份额,ABQ52A,深圳量道投资,,2023-10-12,2023-10-23,兴业证券股份有限公司,,每个开放日,否,1%,1 万元的整数倍,1%,,无,,0.01,,0.01％/年,0.01％/年,"计提方法：单个投资者单笔高水位净值法
计提基准日：赎回申请日、基金清算日、财产分配权益登记日、固定结算日（每自然年度6月最后一个交易日。）
计提比例：20%",100亿元以上,P1016658
团队跟踪,万维股票对冲5号B类,ABT64B,万维股票对冲5号私募证券投资基金B类份额,ABT64B,深圳万维,,2023-10-19,2023-10-19,国泰君安证券股份有限公司,,每周周五,否,0%,,0%,,无,,0.015,,0.01%,0.01%,"当0%＜R-B≤15%时，对超出业绩报酬计提基准部分提取20%的业绩报酬，即E=K×T1×（R-B）×T/365×20%；
当15%＜R-B时，对超出业绩报酬计提基准部分分段提取20%和30%的业绩报酬，即E=K×T1×0.15×T/365×20%+K×T1×（R-B-0.15）×T/365×30%；
当R-B ≤0%时，不提取业绩报酬。",0-5亿元,P1002875
团队跟踪,辰元贝塔3号私募证券投资基金B类份额,ABU65B,辰元贝塔3号私募证券投资基金B类份额,ABU65B,广东辰元,,2023-09-27,2023-09-28,招商证券股份有限公司,,每周周一、周二、周四和周五,可临开赎回,0%,,1%,0.65,无,0.6,0,,0.015%,0.015%,20%,20-50亿元,P1074301
团队跟踪,辰元贝塔3号私募证券投资基金D类份额,ABU65D,辰元贝塔3号私募证券投资基金D类份额,ABU65D,广东辰元,,2023-09-27,2023-09-28,招商证券股份有限公司,,每周周一、周二、周四和周五,可临开赎回,0%,,1%,0.65,无,0.6,0.01,,0.015%,0.015%,20%,20-50亿元,P1074301
团队跟踪,量道追风1号A类,ABX12A,量道追风1号私夏证券投资基全A类份额,ABX12A,深圳量道投资,,2023-11-02,2023-11-02,兴业证券股份有限公司,,每个交易日,否,1%,1 万元的整数倍,<90天为0.5%，>=90天为0%，赎回费不得减免，归基金资产,,无,,0.01,,0.015%/年,0.015%/年,"计提方式：单客户单笔份额高水位法
计提时点：赎回日、财产分配权益登记日、基金终止日
计提比例：18%",100亿元以上,P1016658
团队跟踪,量道追风1号私募证券投资基金B类份额,ABX12B,量道追风1号私募证券投资基金B类份额,ABX12B,深圳量道投资,,2023-11-02,2023-11-07,兴业证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1016658
团队跟踪,宽德沪深300指数增强15号私募证券投资基金A类份额,ACB85A,宽德沪深300指数增强15号私募证券投资基金A类份额,ACB85A,上海宽德,,2023-11-15,2023-11-20,财通证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1005623
团队跟踪,锐泽若水1号A类,ACF37A,锐泽若水1号私募证券投资基金A类份额,ACF37A,杭州锐泽,,2023-10-17,2023-11-01,华泰证券股份有限公司,,每个工作日,可临开赎回,0%,每次追加申购的金额应不低于1万元人民币（不含申购费）,D<180 天：1%；D≥180天：0%,,无,,0.01,每日计提，按自然季支付,0.01%/年,0.01%/年,"业绩报酬：20.0%（绝对收益）
收取，提取比例20%
计算方式：单个投资者单份额高水位法
提取时点：基金收益分配、基金份额持有人赎回、基金终止
连续两次计提间隔期不应短于6个月（赎回和终止时除外）
赎回从赎回资金中扣除；收益分配从分配资金中扣除；终止从清算资金中扣除",10-20亿元,P1074623
团队跟踪,锐泽若水1号私募证券投资基金B类份额,ACF37B,锐泽若水1号私募证券投资基金B类份额,ACF37B,杭州锐泽,,2023-10-17,2023-11-01,华泰证券股份有限公司,,每个工作日,否,,,,,无,,0,,0.01%,0.01%,,10-20亿元,P1074623
团队跟踪,千衍六贞1号私募证券投资基金B类份额,ACG52B,千衍六贞1号私募证券投资基金B类份额,ACG52B,上海千衍,,2023-10-23,2023-10-26,国泰君安证券股份有限公司,,"申购：每日
赎回：每周三",否,0%,以1万元递增,"少于180天,1%",,0,,0.01,,0.025%,0.025%,16%,100亿元以上,P1009640
团队跟踪,衍复小市值指数增强二号私募证券投资基金A类份额,ACH48A,衍复小市值指数增强二号私募证券投资基金A类份额,ACH48A,上海衍复投资,,2023-10-25,2023-10-30,招商证券股份有限公司,,每周周一,否,,,,,,,0,,0.015%,,,100亿元以上,P1070325
团队跟踪,衍复小市值指数增强二号私募证券投资基金B类份额,ACH48B,衍复小市值指数增强二号私募证券投资基金B类份额,ACH48B,上海衍复投资,,2023-10-25,2023-10-30,招商证券股份有限公司,,每周周四,否,0%,,持有期小于12个月，赎回费率为1%；持有期大等于12个月，赎回费率为0%,,,,0.01,（服务费：0.015%）,0.015%,,当 R>0％时，对超过 0%的收益部分提取 20%的业绩报酬,100亿元以上,P1070325
团队跟踪,锐泽长风1号私募证券投资基金A类份额,ACK14A,锐泽长风1号私募证券投资基金A类份额,ACK14A,杭州锐泽,,2023-11-06,2023-11-09,华泰证券股份有限公司,,每个交易日,否,0%,不低于 1 万元,持有期小于180天，赎回费率为1%；持有期大等于180天，赎回费率为0%,,无,,0.01,,0.01%,基金服务费0.01%,采取“单客户单笔份额高水位法”：当基金份额赎回、基金终止或分红时，管理人将提取赎回份额或分红份额当期收益的20%作为业绩报酬。,10-20亿元,P1074623
团队跟踪,明实美而好1号私募证券投资基金A类份额,ACR99A,明实美而好1号私募证券投资基金A类份额,ACR99A,平潭明实,,2023-11-20,,国金证券股份有限公司,,每周周一、周三、周五,否,0%,1万元起,0%,,,,0.008,行政服务费：0.1%,0.1%,,"当 Ri,j≤【0%】时，不计提业绩报酬；
当 Ri,j＞【0%】时，基金管理人对期间实际收益率超过【0%】的部分提取5%作为业绩报酬",0-5亿元,P1063118
团队跟踪,敦和芝诺多资产量化1号私募证券投资基金A类份额,ACS06A,敦和芝诺多资产量化1号私募证券投资基金A类份额,ACS06A,敦和资管,,2023-11-10,2023-11-13,中信证券股份有限公司,,每周周二,否,,10万元起,,,无,,0.015,,0.015%,0.015%,采用单个投资者单笔投资高水位净值法，A类份额：持有人赎回、基金分红或终止清时，基金管理人对超过上一次成功计提业绩报酬日A类基金份额累计净值部分按20%比例提取业绩报酬。,100亿元以上,P1000501
团队跟踪,微观博易-宝途二号私募证券投资基金A类份额,ACS58A,微观博易-宝途二号私募证券投资基金A类份额,ACS58A,北京微观博易,,2024-01-19,2024-01-24,财通证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1031932
团队跟踪,微观博易-宝途二号私募证券投资基金B类份额,ACS58B,微观博易-宝途二号私募证券投资基金B类份额,ACS58B,北京微观博易,,2024-01-19,2024-01-24,财通证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1031932
团队跟踪,君得安星牛1号B类,ACZ75B,君得安星牛1号私募证券投资基金B类份额,ACZ75B,上海富善投资,,2023-11-03,2023-11-08,国泰君安证券股份有限公司,,每周周二、周三,否,0%,,持有期小于90天，赎回费率为0.8%；持有期大等于90天，赎回费率为0%,,,,0.008,,0.1%/年,0.1%/年,"计提基准(B)=年化收益5%，持有期年化收益（R)
持有期年化收益（R)≤5%，0%
0%＜R-B≤25%，10%
R-B＞25%，25%以内计提10%，25%以上计提30%",5-10亿元,P1000712
团队跟踪,半鞅CTA尊享1号私募证券投资基金B类份额,ADD00B,半鞅CTA尊享1号私募证券投资基金B类份额,ADD00B,半鞅基金,,2023-11-15,2023-11-20,国泰君安证券股份有限公司,,日开,否,0%,,<180 1%; <360 0.5%,,,,0.01,,0.01%,,,100亿元以上,P1072919
团队跟踪,双安优选2号私募证券投资基金B类份额,ADD39B,双安优选2号私募证券投资基金B类份额,ADD39B,南京双安资管,,2023-11-14,2023-11-14,华泰证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1007860
团队跟踪,宽辅专享2号私募证券投资基金A类份额,ADD57A,宽辅专享2号私募证券投资基金A类份额,ADD57A,海南宽辅,,2023-11-14,2023-11-20,广发证券股份有限公司,,,否,,,,,,,0,,,,,10-20亿元,P1074464
团队跟踪,德粤天成CTA锐进一号私募证券投资基金C类份额,ADR33C,德粤天成CTA锐进一号私募证券投资基金C类份额,ADR33C,广东德粤赑鑫,,2023-12-01,2023-12-07,中信证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1024911
团队跟踪,泰舜中证500指数增强9期私募证券投资基金A类份额,ADR68A,泰舜中证500指数增强9期私募证券投资基金A类份额,ADR68A,北京泰舜资管,,2023-12-01,,长江证券股份有限公司,,申购开放日为每周周二、周四，赎回开放日为每月10、25日,否,1%,1万元起,持有期小于365天，赎回费率为1%；持有期大等于365天，赎回费率为0%。,0.8,,,0.02,,0.01%,0.01%,"采取“单人单笔高水位法”，对超过上次成功计提基准日的基金份额累计净值部分按计提比例20%进行计提。
计提基准日：投资者赎回日、分红权益登记日、基金终止日",5-10亿元,P1061472
团队跟踪,顽岩中证1000指数增强1号私募证券投资基金A类份额,ADU67A,顽岩中证1000指数增强1号私募证券投资基金A类份额,ADU67A,上海顽岩,,2023-11-24,2023-11-29,国泰君安证券股份有限公司,,申购：每个工作日；  赎回：每周三，非交易日顺延 下一工作日,否,0%,1万元起,持有期小于12个月，赎回费率为1%；持有期大等于12个月，赎回费率为0%,,无,,0.01,,0.025%,0.025%,采用单人单笔高水位法，业绩报酬的计提基准日：投资者赎回日、固定日（每年 5 月和 11 月的第二个周五，顺延）、分红权益登记日、基金清算日。按照对标中证 1000 指数业绩基准超额部分计提20%,100亿元以上,P1034708
团队跟踪,青琰琰海二号私募证券投资基金A类份额,AEK26A,青琰琰海二号私募证券投资基金A类份额,AEK26A,上海青琰,,2023-12-19,2023-12-26,中信证券股份有限公司,,每周周一、周三，每个自然季度末月（即3月、6月、9月、12月）最后一个工作日,否,,,,0.9,无,0.8,0,,0.01%,0.01%,,20-50亿元,P1073943
团队跟踪,昭融行稳3号私募证券投资基金A类份额,AET78A,昭融行稳3号私募证券投资基金A类份额,AET78A,武汉昭融汇利,,2023-12-21,2024-01-23,国泰君安证券股份有限公司,,,否,,,,,,,0,,,,,50-100亿元,P1010330
团队跟踪,量派CTA一号私募证券投资基金A类份额,AET98A,量派CTA一号私募证券投资基金A类份额,AET98A,上海量派投资,,2024-01-03,2024-01-08,招商证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1071253
团队跟踪,嘉鸿璞真-聚配3号B类,AEU36B,嘉鸿璞真-聚配3号私募证券投资基金B类份额,AEU36B,上海嘉鸿,,2023-12-12,2024-01-02,兴业证券股份有限公司,,"本基金自成立之日起每周三,每周四开放申购和赎回（遇非交易日顺延至本周的下一个交易日，如本次顺延后与下一次开放日重叠，则两次开放日合并为一次，不再继续顺延。若本周无交易日可顺延，则不再顺延至下周，即本周不进行开放）。",可临开赎回,0,每次追加认购金额（含认购费）不少于 1 万元人民币,0，归管理人/募集机构,0.92,-,0.9,0.01,1%,0.025%,0.025%,若单位份额年化收益率R小于或等于8%时，管理人不提取业绩报酬；若单位份额年化收益率R大于8%，管理人对全部正收益提取50%作为业绩报酬，实际提取值以期间B类单笔份额对应年化收益率8%以上盈利部分为限（业绩报酬计提后该笔份额年化收益不低于8%）,50-100亿元,P1068812
团队跟踪,骅逸永兴-千里2号私募证券投资基金B类份额,AEU61B,骅逸永兴-千里2号私募证券投资基金B类份额,AEU61B,厦门骅逸永兴资管,,2023-12-13,2023-12-28,兴业证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1061911
团队跟踪,宝荟航翔私募证券投资基金C类份额,AEW73C,宝荟航翔私募证券投资基金C类份额,AEW73C,上海宝荟投资,,2023-12-21,2023-12-25,招商证券股份有限公司,,,否,,,,,,,0,,,,,10-20亿元,P1002428
团队跟踪,榕树海有容1号私募证券投资基金A类份额,AFB82A,榕树海有容1号私募证券投资基金A类份额,AFB82A,珠海榕树海,,2024-01-04,2024-01-11,国泰君安证券股份有限公司,,每月6、16、26日,否,0,,0,,无,,0.01,（口头）首批存续份额A类（24年6月26日以1.0479申购的1300万元），直接免除业绩报酬、水下收取的管理费返还给管理人。,0.02%,0.02%,存量份额A类：15％,20-50亿元,P1074726
团队跟踪,均成均享1号私募证券投资基金B类份额,AFG53B,均成均享1号私募证券投资基金B类份额,AFG53B,广东横琴均成,,2024-06-28,2024-07-19,国泰君安证券股份有限公司,,每个交易日,否,,,0%,,无,,0.012,,0.025%,0.025%,单人单笔高水位，计提比例20%。,50-100亿元,P1061222
团队跟踪,孝庸魔方汇股票优选一号B类,AFK11B,孝庸魔方汇股票优选一号私募证券投资基金B类份额,AFK11B,上海孝庸,,2023-12-29,2023-12-29,招商证券股份有限公司,,金固定开放日为每周四和每周五（遇法定节假日均顺延至下一工作日，如顺延至同 一工作日，则上述重合的开放日只开放一个工作日；如本周无下一个工作日的，则本周无开 放日）。,可临开赎回,"A:0%,B:0%,C:1%,D:0%",应不低于 1 万元人民币（不 含申购费）。,"A/D:0%,B/C类：6个月内赎回费1%；",,无,,0.01,"A：0%，管理人及其管理或投顾的产品；B：1%，除A,C,D之外的其他合格投资人；C：2%，代销募集的合格投资者；D：1%，管理人员工",0.01%,0.01%,"A:0%,B:20%,C:20%,D:16%；业绩报酬提取时点分为固定时点提取、分红时提取、赎回时提取和合同终止时提取。固定时点提取是在每自然年度 1 月最后一个固定开放日。",100亿元以上,P1031310
团队跟踪,孝庸中证500指增1号B类,AFL33B,孝庸中证500指增1号私募证券投资基金B类份额,AFL33B,上海孝庸,,2023-12-28,2023-12-28,招商证券股份有限公司,,本基金开放日为每周四及其下一个工作日（遇法定节假日同步往后顺延，但不顺延至下 一周）。,否,A 类、B 类、D 类不收取申购费，C 类申购费率为 1%,,基金份额持有时间少于 3 个月，赎回费率 X%；若基金份额持有时间大于等于 3 个月 但少于 12 个月，赎回费率 Y%；若基金份额持有时间大于等于 12 个月，赎回费率 0%。,,,,0.01,A 类份额 0% B 类份额 1% C 类份额 2% D 类份额 1%,0.01%,,"A 类份额 0
B 类份额 20
C 类份额 20
D 类份额 16",100亿元以上,P1031310
团队跟踪,澜音宏观全天候3号私募证券投资基金C类份额,AFN93C,澜音宏观全天候3号私募证券投资基金C类份额,AFN93C,上海澜音,,2024-03-26,2024-04-03,中信证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1072826
团队跟踪,珠熙稳健多策略1号私募证券投资基金A类份额,AFS58A,珠熙稳健多策略1号私募证券投资基金A类份额,AFS58A,上海珠熙,,2024-01-24,2024-02-02,海通证券股份有限公司,,,否,,,,,,,0,,,,,0-5亿元,P1074737
团队跟踪,玉数涵瑞专享二十号私募证券投资基金A类份额,AFS80A,玉数涵瑞专享二十号私募证券投资基金A类份额,AFS80A,上海玉数投资,,2024-02-05,2024-02-05,东方证券股份有限公司,,,否,,,,,,,0,,,,,10-20亿元,P1065673
团队跟踪,申毅惟精量化1号私募证券投资基金A类份额,AGB81A,申毅惟精量化1号私募证券投资基金A类份额,AGB81A,上海申毅投资,,2024-11-29,2024-12-04,中信证券股份有限公司,,,否,,,,,,,0,,,,,100亿元以上,P1000404
团队跟踪,弈倍量化选股进取3号私募证券投资基金A类份额,AGJ26A,弈倍量化选股进取3号私募证券投资基金A类份额,AGJ26A,上海弈倍,,2024-02-01,2024-02-01,华泰证券股份有限公司,,每周周一、周二,可临开赎回,0%,,持有期小于180天，赎回费率为0.5%；持有期大等于180天，赎回费率为0%,,,,0.01,,0.015%,0.015%,20%,20-50亿元,P1061585
团队跟踪,榕树海科创精选1号私募证券投资基金A类份额,AGP62A,榕树海科创精选1号私募证券投资基金A类份额,AGP62A,珠海榕树海,,2024-02-27,2024-03-05,国泰君安证券股份有限公司,,每个交易日,否,0.5%,,0%,,无,,0.01,,0.01%,0.01%,不计提业绩报酬,20-50亿元,P1074726
团队跟踪,慕途稳健3号A类,AGS00A,慕途稳健3号私募证券投资基金A类份额,AGS00A,慕途基金,,2024-03-04,2024-03-08,国泰君安证券股份有限公司,,每周周五，如遇非交易日，则顺延至下一交易日。 ,否,0%,,持有期小于90天，赎回费率为1%；持有期大等于90天，赎回费率为 0%,0.95,无,0.92,0.01,,0.015%,0.015%,持有期的年化收益率（R）与计提基准的差额（即 R-B）高于 0%但低于或等于 20%的，业绩报酬计提比例为 20%；（R-B）高于 20%但低于或等于 30%的，业绩报酬计提比例按照 20%和 30%分段计算；（R-B）高于 30%但低于或等于 40%的，业绩报酬计提比例按照 20%、30%和 40%分段计算；（R-B）高于 40%的，业绩报酬计提比例按照 20%、30%、40%和 50%分段计算,10-20亿元,P1073298
团队跟踪,巨量均衡中证现金流增强一号私募证券投资基金B类份额,AGT56B,巨量均衡中证现金流增强一号私募证券投资基金B类份额,AGT56B,珠海巨量均衡,,2026-05-18,,,,每周周三、周四,可临开赎回,,,,,无,,0,,0.015%,0.015%,,5-10亿元,P1072577
团队跟踪,半鞅省心享稳泰灵活对冲1号B类,AGU65B,半鞅省心享稳泰灵活对冲1号私募证券投资基金B类份额,AGU65B,半鞅基金,,2024-03-07,2024-03-28,华泰证券股份有限公司,,申购开放日为每个交易日，赎回开放日为每周三（赎回需提前5个交易日申请）,否,0%,,0%,,,,0.01,,0.01%,0.01%,"计提比例：16%
计提方式：单客户高水位法",100亿元以上,P1072919
团队跟踪,和美水豚灵活对冲1号A类,AGW50A,和美水豚灵活对冲1号私募证券投资基金A类份额,AGW50A,和美资本,,2024-04-01,2024-04-01,中信证券股份有限公司,,每周周三,可临开赎回,0%,,0%,,,,0.015,,0.01%,0.01%,30%,20-50亿元,P1004868
